,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.175975951170503,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782470585254608,0,0.205056479555672,0,0,0.0492873509000043,-0.123572635087131,0,0,0,0,0,0.282455306826278,-0.162618096517128,0,0,0,0,0,0,0,0,0,0,-0.12533944419007,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.150293271420596,0,0,0,0,0.0850281771025536,0,0.00165126733766193,0,0,0,0,0,0,0.261555869123979,0,0,0,0,0,0,0,0,0.0987213472553526,0.0449944244848337,0,0,0,0,0,0,0,0.240380264497064,0,0,0,0,0,0,0,0,0.016896021590065,0.00970586564308595,0,0,0
X601939.CH.EQUITY,0,0,0,0.847970700552801,0,0,0,0,0,0,0,0,0,0.0499151691210214,0,0,0,0,0,0.0354591556885975,0,0.0205546228142534,0,0.0447266791254886,0,0,0,0,0.0847163390276755,0,-0.12188727006558,0,0,0,0,0,-0.00938562697312568,0,0,0,0,0.0763502765061774,0,-0.0648156543749122,0,0,0,0,0.0212756615355044,0.0393219930878513,0
X601288.CH.EQUITY,0,0,0.896345271087289,0,0,0,-0.0606311336904452,0,0,0,0,0,0,0,0.025778441387859,0,0,0.131017195143047,0,0,0,0,0,0,0,0.00828787183694563,-0.10045365763534,0,0,0,0.0149002929713444,0.00909445011855601,0,0,0,0,0,0,-0.106198351150194,0,0,0,0,0,0,-0.0252040545757983,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.017017771676762,0,0,0.000609465435200341,0,0,0,1.1831159944923,0,0,0,0,0,-0.242575298487867,-0.205282561513476,0,0,0,0,0.0443075168483241,0,0,0,-0.132833575430741,0,0,0,-0.0424642040031787,0,0,0,0,0,0,0,0,0,0.0143326084401698,0.0519210443539,0,0,0,0,0.0459282365781341,0
X600036.CH.EQUITY,0,0,0.380160961990155,0,0,0,0,0.0854439444369034,0.00795523006133635,0,0,0,0,0,0,0,0,0,0,0.0130724896856677,0,0,0,0,0,0.059719479971766,0,0,0,0.0672406183544774,0,0,0,0.360791541578886,0,0,0,0,0,0,0,-0.0593243393317446,0,0,0.113861705478187,0,0.0726373609488819,0,0,0,0
X601628.CH.EQUITY,-0.0287488312779949,0.143986850926833,1.73472347597681e-18,0,0,0,0,0.0616803025378249,0,-0.116672376004296,0,0.65765083520633,0,0,0,0,0,0,0,0,0,0,0.0871171389804343,0,0,0,0,0,0,0.0628608908472735,-0.0919517567370783,0,0,0,-0.105098804315082,0,0,0.227674311681447,0,0,0,0.268656299942344,0,0,-0.063581637102916,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.161868114351651,0,0,0,0,0,0,0,0,0,0,0,0.182499865416913,0,0,-0.105023884153585,0,-1.38777878078145e-17,0,0,0,0.105591703220355,0.135359831083476,0,0.146856949278775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400403129854052,0,0,0,-0.0894014394178722
X5.HK.EQUITY,0,0,0,0,0,0,-0.146982288469422,0,0,0,0,0,0,0,0,0.251639802136007,0,0,0,0,0,0.184504552815094,0,0,0.548320754043736,0,0.0312221444950927,0,0.116132205263166,0,0,0,0,0,0,0,0.00835214491233787,0,0,-0.13065690084847,0,-0.103557991610165,0,0.00761927377044981,0.0831836120267229,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.23206339984472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225417226747327,0.0572866149639137,-2.16840434497101e-19,-0.113658869793533,0,0,0,0,0,-0.131886219861112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387824020155937,0,0,0.064286643798015,0,0,0,1.73472347597681e-18,0
X388.HK.EQUITY,0,0,0,0,0,0,0.213702282607019,0,0,-0.0284866934265656,0,0,0.0685465002670286,0,0,0,0,-0.167574486129542,0,0,0.0797083334209792,0,0,0,0,0,0,0.548271963544589,0,0,0.142439446528221,0,0,0,0,0,0,0,0.282650592581331,0,0,0,0,0,-0.208164018253768,0,0.0146127078452938,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.120036105180672,0,0,0,0.0600904331634105,0,0.0530536283300709,0,0,0,0.306111929189006,0,0,0,0,0,0,0,-0.0143084468399842,0,0,0.0280996097071097,0,0,0,0,0.469586183423703,0,-0.0399342140364263,0,0,0,0,0,0,0.0201548624159324,0,0,0,-0.0332504664327553,0,0,0,0.0259574373592021,0
X601328.CH.EQUITY,0,0,0,0.114353963992668,0.0131191070716047,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0466660557975695,0,0,0,0,0,0,0,0.358195683814067,0,0,0,0,0,0,0,0.00749295039887117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169785053140031,0,0,0,0,0.0350990801915034,0
X601166.CH.EQUITY,0,0,-4.33680868994202e-19,0,0.576905989884477,0.0109852648444164,0,0,0,0.0455699296434782,0,0,0,0,0.0971106721128941,0.0725088698196235,0,0,0,0,0,0,0.0262854847199977,0,0,0,0.0366731292047776,0,0,0,0,0,0,0.0864516004078222,0,0,0,0,0,0,0,-0.0292937437811691,0,0,0,0,0,0,0,0.0320378310641179,0
X600000.CH.EQUITY,0,0.0355319315612748,0,0.0431947315233991,0,-3.46944695195361e-18,0,0.0381926261168977,0,0,0,0,0.169176011330494,0.479346194429036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806088239225666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0465579002864315,0,0,0,0,0,0.0420734808984516,0,0,0,0,0,0,0,0,0.0847886203494633,0,0,0,0,0,0,-0.00937570803084816,0,0,0.0843971293726478,0.166314428458626,0,0.260514462981597,0.16253598136091,0,0,0,0,0,0,0,0,0,-0.0386364427307768,0,0,0,0.0742166385153185,0,0,0,-3.46944695195361e-18,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0857987428669475,0,1.73472347597681e-18,0.553855248099368,0,0,0,0,0,0,0,-0.023379031484004,0,0,9.07985789171725e-05,0,0,0,0,0,0,0,0,0,0,-0.158083956392993,0,0.209130470380522,0.0135761195764503,0,-0.055569236791209,0,0,0.00726695943678499,0,0,0,0,0,0,0.097376767990882,0,0
X601319.CH.EQUITY,0,0,0,0.296282105620668,0,0,0,0,0,0,0,0,0,0,0,0.0223487321156604,0,0,0,0,0,0,0,0.0421973935456326,-0.0510232917623402,0,0,0,0,0,0,0,0,-0.0146497531747642,0,0,0,0,0,0,0.277752372630726,0,0,0,0,-0.0907175617515297,0,0,0.382373680447277,0,-0.0518023279376945
X000001.CH.EQUITY,0,0.0097927002397508,0,0,0.128727409046468,0.102309567608056,0,0,0.0676378957246778,0,0,0,0,0.00072837503882496,0,0,0,0,0,0.117249854952052,0.0321329038530353,0,0,0,0,0,0,0,0,0,0,0,0,0.179788959051958,0,0,0,0.188225879950503,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.0610322970588218
X601601.CH.EQUITY,0,0.699355474261212,0,0,0,0,0,0,0,0,0.0961826291349039,0,0,0,0,0,0,0,0,0,0,0.0484972057360637,0,0,0.189171954111158,0,0,0,0,0,0,0,0,0,0,0,0,0.0992467092422435,0.0406682609955991,0,0,-0.101521390374577,0,0.206915373689811,0,0,0,0,0,0,0.102439418963896
X16.HK.EQUITY,0,0,0,0,0.0487193539279755,0,0,0.219751789785935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453195402199217,0,-8.67361737988404e-19,0.0603533542338642,0,0.0552976486975921,0,0.157249007641404,0,0,0,0,0,0.099116333081466,-0.246363540728754,0,0.100009548449405,0,0,0.411979853567146,0,0,0.0154442343087114,0.133717740235058,0,0,0,0.145427755241443
X688.HK.EQUITY,0.13470646226658,0,0,0,0,0,0,0.0438652839677662,0,0,0,0,0,0,0.0239291823717285,0,0,0,0,0,0,0,0,0,0,0,0.160099586879077,0,0.458302046100151,0.162523480425414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475601806732693,0,0,0,0,0,0,-0.15557470248068
X600016.CH.EQUITY,0,0,0.0419341193041967,0,0,0,0,0,-0.128649094146397,0,0,0,0.156609799796184,0.153319008612407,0,0,0,0,0,0,0.123972495736131,0,0,0,0,0,0.117223634526894,0,0,1.38777878078145e-17,0.0662052219487692,0,0,0.106211576903568,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.395732639572116,0.345286583454568,0,0
X601998.CH.EQUITY,0.0814184647311271,0,0,0,0.499247695971433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163960566661269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167720859732129,0,0.0202098229257552,0,0,0,0,-0.037241149297966,0,-0.153660367584175,0,0,0.308955439290135,0,-0.0298371690780031
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.335355135672498,0,-0.127190304952036,0,0,0,-0.080474555294382,0,0,0,0,0.0272541761233907,0.319359812133994,-0.034803504146307,0,-0.096616886178198,0,0.129168809749019,0,0,0,0,0,-0.0552331209788155,0,0.166016943484378,0,0,0.0463855731680905,0.165576895799745,0,0,0,0,0,0,-0.0885538248597059,0.0765930813632224,0,0,0,0,-0.0871321047299103
X2388.HK.EQUITY,0.0548537873901224,0,0,0.0185851669663342,0,0.0148344385171107,0,0.0936509541981988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247814221701737,0,0,0,0,0,0,0,0,0,0,0,0.0829909561988857,0,0,0,0.0130813601964865,0,0,0.0466400354069127,0,0,0.445868624145106,0,0,0,-0.0578841182614847
X1109.HK.EQUITY,0,0,0,0,0.0148440268485225,0.067298210800666,0,0,0.12368447190235,0,-0.104877585794616,0,0,-1.73472347597681e-18,0,0,0,0,0.132228581143158,0,0,0,0.0122612852840798,0,0,0,0,0,0.304884871794111,0,0,0,2.16840434497101e-19,0.151803309419196,0,0,0.264558444362062,0,0,0,0,0.0530854901731345,0,0,0,0.112180047323,0,0,0,0,0.108586163192559
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.10109721050483,0.287730011979836,0,0,0,0,0.0177577988220057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184569953451717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
