,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.168506669947688,0,0.194449175664324,0,0.156796524811057,0,0,-0.0554591519322622,0,0,0,0,0,0,0,0,0.0753871476806398,0,0,0.138218350737001,0,0,0,0,0,0,0,0,0,0,0,0.0698125757449976,0,0,0,0,0.0316652342536351,0,0,0,0,0,0,0,0,0.174745671268055,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0499344051591689,0.00718868425454949,0,0,0,0.170256290896464,0,0,0,4.33680868994202e-19,0,0,0.525188378469797,0,0,0,0,0,0.0750649749354789,0,-0.101284703046537,0.0732763814167425,0,0.112161817133101,0,0,0,0,0,0,0.151435278312092,0,0,0.0239941038383336,0,0,0,0,0,0,0,0.0215847442469524,0,0
X601939.CH.EQUITY,0,0,0,0,0.132714643468957,0,0.286124391493692,0,0,0.0642584971115897,0.0274666513854885,0,0,-0.122304755619707,0.0278295304065155,0,0,0,0,0,0.0765879322227883,0,0.460007018559667,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195301190974898,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0135810346347106,0,0,0,0.111223339306804,0,0,0,0,0,-0.0349479525570492,0.280461552969942,0,0,0,0,0,0,0.0885392929071271,0,-0.186173848312092,0,0,0,0,0.0576934640782405,0,0,0.294549703195189,0.352771142916109,0,0,0,0,0,0,0,0,0,0,0.106318492406738,0,0,0,0,0.0283338212084329
X601288.CH.EQUITY,0.163126130819339,0.00129897912656526,0,0,0,0,0.0936645258715182,0,0,0.0439164355856605,0,0,0,0,0,0.321780205044821,0,0,0,0,0.110270350170435,0,0.214965720013668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101117994982737,0,0,0,0,0,0,-0.0515092540767392,0,0.0269928769224883,0,0,-0.0481638403624434,0,0
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0
X601988.CH.EQUITY,0.126437505901148,0.21290184035342,0.0409766583912242,0,0.0711949930433373,0.256653248592722,0,0,0,0,0,0,0,0,-0.0149146051842171,0.181787317369833,0,0,0,0,0.179307708940435,0,0,0,0.0350165953049981,0,0,-0.00413260623759514,0,0,0.0909307566989645,0,0,0,-0.0382244661558452,0,0,6.93889390390723e-18,0,0,0,0,0,-0.149020691032708,0,0,0,0,0,0,0.0933994190759675
X1299.HK.EQUITY,0,0,0,0,-0.132567245163831,0,0,0,0,0.360299474345231,0,0,0,0,0,0,0,0.12008057860381,0,0,-0.0483670364115501,0,0,0,0.0477857242335334,0,0.346956556035452,0.127048801497253,0.0487265278612714,0,0,0,0,0,0,0,0,0.0227641479905295,0,0,0,0.0517341570120864,0.0277511799077153,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121742609092145,0,0,0,0,-0.0671294098418553,0,0,0,0,0,0,0,0,0.433524249005762,0.0842616783704631,0,0.0368990806372711,0,0,0.135629080144062,0,0,0,-0.00209416172933345,0,0,0,0,0,0.306911322293839,0,0.183704552920372,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947588018273227,0,0,0,0,0,0.485929560159583,-0.0734926162258394,0.0896271894460921,0,0.111841297290924,-0.025723177970281,0,0,0.198439506961257,0,-3.46944695195361e-18,0.272135364067971,0,0,0,0,0,0,0.202232349574847,0,0,-0.194099969767868,0,0,0,0,0,-0.143257487782007
