,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.231762249298627,0,0,0,0,0,0,0,0,0,0,-0.270537745978581,0,0,0,0,0,0,0,0,0,0,0,-0.319252971268421,0,0,0.786029435715309,0,-0.180390613462545,0,0,-0.0511122916842246,0.268729424665735,0,-0.0225147163265409,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.145279321504764,0,0.121544918122491,0.0318300927561557,0,0,0,0.0401780457401881,0,0,0.028708746222546,0.148349727517492,0,0,0,0,0,0,0.0402360836197779,0,0,0,0,0.0644852724482364,0,0,0,0,0,0,0,0,0,0.372370744137195,-0.0771696250588405,0.0273747223245918,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.229849814473602,0,0,0,0,0,0,0,0.01151428161354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104991409659684,0,0,0,0,0.0386805365575955,0,0.0328529612530019,0,0,0,0,0,0,0.345350399360764,0,0,0,-0.00649946948516841,0.0961788368699559,0,8.67361737988404e-19,0,0,0,0.03824410452684,0
X601288.CH.EQUITY,0,0,0,0,0,0.243197819152573,-4.33680868994202e-19,0,0,0.00654181942560555,0,0,0.0835495201904683,0,0,0,0,0,0.126441857247642,0,0,0,0,0,-0.018196987728166,0,0.114886534164971,0,0,0,0,0,0,0,0,-0.0769344461622117,0,0,0,0.292343446260447,0,0.00980652528931463,0,0.12793338152181,0,0,0,0.0814066050767208,0,0
X5.HK.EQUITY,-0.101903216268395,-0.252028135733427,0,0.113451676366841,0,0,0,0,0,0,0,0,0,0,0,0,0.326537807720207,0,0,0.126631889606133,0,0,0.198675995155925,0.405650130776147,0,0,0,0,0,-0.0539172417116485,0,0,0,0,0,0,0,0,0,0,0,0.181670818623403,0.0363028077274735,0,0,0,-0.038748193795451,0,0,0
X601988.CH.EQUITY,0.19735762696929,0,0.00884924006126538,0.60637573997464,0,0,0,0,0,0,0.107229163119624,0,0.150361176540673,0,0,0.0980652666608185,-0.0850646280457347,0,0,0,0,0.016243384178473,0,0.0304907933024319,0,-0.0146377371859523,0,0,0.00941256446123928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00708825442368737
X600036.CH.EQUITY,0,0.722744537025836,0.0465760187521521,0,0,0,0,0,-0.164903361242772,0,0,0,-0.124979734984403,0,0,0,0,0,0,0.0773133366992353,0,0,0,0,0,0.0580521275642253,0,0,0,0.0405817135317233,0.0929648354332226,0,0,0,0,0,0,0,0,0,0,0.228764205736857,0,0,0,0.0384905954602422,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394933688696827,0,-0.110247233597866,0.100933825175283,0.104877320548335,0,0,0.0256167169258448,0,0.0744019759098215,0.233334781216258,0,-0.1633642446259,0,0,0,0,0,0,0,0,0,0,-0.0307631894877608,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.172462330293743,0,0.0183083846952798,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.268860523418996,0,0,0,0,0.00101791204794109,0,0,0,0,0,0.145417339467666,0,0,0,0,-0.0402604999813624,0,0,0,0,0,0,0.113096258797671,0,0,0.0887657531042498,0,0,0,0,0,0,0,0,0.108292187201406,0
X601328.CH.EQUITY,0,0,0.0354397476262409,0.342651502573998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169431628003683,0,0,0,0.156706044736103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
