,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0572682129393475,0,0.13972115415169,0.178335143672568,0,0.351062576772919,0,0,0,0.000610568903080072,0,0.133058830461506,0,0,0,0,0,0,0,0,0,0.0119577852853785,0,0,0,0,0,0.104103179018274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.149720044927387,0,0,0,0,0.0429738471129237,0,0,0.215295101690951,0,0,0,0,0,0.0534108702105941,0.100621611377251,0,0.0708517704229423,0.167909285194037,0,0,0,0,0,0,0,0,0,0,-0.102188709838803,0.102413573881728,0,0,0,0,0,0.136335047858259,0,0.0631743621923683,0,0,0,0,0,0,0,0,0,0.0258600329290153,0,0
X601939.CH.EQUITY,0.255393452822583,0,0,0,0,0,0,0,0,0,0,0,0,0.415751093074876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201769335614718,0.102967514391296,0,0,0,0.0188559290733365,0,0,0,-6.93889390390723e-18,0,0,0,0,0
X601288.CH.EQUITY,0.343972409998603,0,0.0265503815996631,0,0,0.487894960226882,0,0,0,0,0,0.00727055202575278,0,0,0.0356441938019801,0,0,0.00910246126794196,-0.0255651614975544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100405426666428,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.110999012031142,0,0,0,0,0.122004345074769,0,0,0,0,0,0,0,0,0.0923970541950258,0.747673086055447,0,0,0,0.190483314838974,0,0,0,0,0,0,0.1063366261119,0,0,0.0242523026766171,0,0,0,0,0,-0.0466231146399698,0,-0.0595397514854313,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0592331998230027,0,0,0,0,0,0,0,0,0.10790805884113,0,0,0,0,0.21978950563996,0,0.0740033451994201,0,0,0,0,0,0.220176376195384,0,0,0,0,0,0,0,0.103796979839155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136929726076683,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119853790496655,0,8.67361737988404e-19,0.141538656454668,-8.67361737988404e-19,0,0.278534858776574,0,0,0,0.0933568182912476,0,0,0,0,0,0,0.00846646669352823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.170756273239513,0,0,0,0,0,0.219857964506088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983417521597805,0,0,-0.148011455499117,0,0,0,0,0,0,0,0,0.7835056874817,0,0,0,0,0,0.377726464939528,-0.2742522287394,0,0
X601328.CH.EQUITY,0,0,0.0783951528352567,0.00838666913408439,0,0,0,0,0,0,0,0,0.027799561219077,0.433854326976924,0.063196155672471,0,0,0,0,0,0,0,0.0282444046786318,0.175719157101654,0.133697031460827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199885733345709,0,0,0.040722578098932,0.00786820639880606,0,0,0,0
X601166.CH.EQUITY,0,0,0.284626495742733,0,0,0,0.373553831242677,0,0,-0.0682675556406148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0946339560493752,0,0.0124566936613486,0.504593102187212,0,0,0,0,0,-0.0215169283229746,0,0,0.0623947004789277,0,0,0,0,0,0.00952381710815077,0.0788993268565998,0,-0.182643553031932,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0498439703019984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145969553550404,0.563350467514115,0,0,0,0,0,0,0,0.0150144424313922,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.341066197741903,0.133893855523683,0,0,0,0.0467509217702665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632430423879636,0.147550866959328,0,0.136973628160251,0,0,0.173399492961873,0,0,0
X388.HK.EQUITY,0,-6.93889390390723e-18,0,0,0,0,0,0.104270595329053,0,0,0,0,0,0,0,0.12179166086742,0,0,0,0,0,0,0.239718657884953,0,0,6.93889390390723e-18,0,0.0373957589413469,3.46944695195361e-18,0.0867119582422531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160279777922162,0,0
X000001.CH.EQUITY,0,0.0319719094287577,0,0,0,0.0353391641383963,0.0854608038019047,0,0,0,0,0.231108064694554,0,-1.38777878078145e-17,0.07859393307358,0,0,0,0.00349002388337019,0.096616156592981,0,0,0,0,0.2099638819923,0,0,0,0,0,0,0,0,0,0,0,0.179017683423057,0,0,0.095675694378685,0.012687030493846,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0431129314566117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831057324483554,0,0,0,0,0,0,0,0,0.193659289998395,0.442515243076347,0.056670021491481,0,0,0,0.215789570331237,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.170321464676491,0,-0.0311817939466834,0,0,0,0,0.0210087815506445,0,0.116671068506882,0,0,0,0,1.38777878078145e-17,0.522189845584547,0,0,0,0.110849349426733,0,0,0,-0.0462811075484519,0,0,6.93889390390723e-18,0,0,-0.0772659710202434,0,0,0,0,0,0,0,0,0,0.172242983275465,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194650120435659,0.00128230263511035,0,0.359469451246896,0,0,0,0,0,0.0415735768512969,0,0,0,0.207369189454268,0,0.0244626628275747,0,0,0.0668333639115982,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18275381815292,0,0,0,0,0,-0.191606841944669,0,0,0,0,0.15279281130636,0,0,0,0,0.100557109051364,0,0,0,0,0,0.117294066676968,0,0,0.512322364189874,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0.285603499029949,0,0,0,0,0.0506360592802566,0,0,0.00847978527018662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211854851884996,0,0,0,0.246064925343505,0,0,0,0,0,0,0.150100221983098,0,0.0148199501470215,0.100573774300608,0,0.0895397416941367,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0856440650582975,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200737417633998,0.77401390254638,0,0,0.0994169549260435,0,0,0,0,0,0,0,0,0,0,0,0.0218291343498985,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.168582562258462,0,0,0,0.0564405172765772,0,-1.73472347597681e-18,0.2596512703561,0,0,0,0,0,0,0,0.167839042712153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149887330231886,0,0.0351998572339203,0,0.130250115418695,0,0,0,0
X600016.CH.EQUITY,0,0,0.0953819188782265,0,0,0.0651349316581941,0,0,0,0,0.0887785832063633,0,0,0.144213768555964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831968438519773,0,0.0552913530694867,0,0,0,0.0967597673082449,0,0,0,0,0,0,0.103662943990862,0.0220384746241193,0,0,0.257954050946794,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,-0.0382488505911655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132899198414528,0,0.397111170924421,0,0,0,0,0,-0.0962420189539143,0.160142203795045,0,0,0,0,0,0,0.189919696464799,0,0,0.194476267124201,0,0,0,0,0,0,0.264803712629828,0,0,0.0334048164949721
X267.HK.EQUITY,0,0.0677338563414492,0,0.0161065271391167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756641085424016,0,0.0616725461912851,0,0,0,0,0.0570048511209072,0,0,0,0.303094469949559,0.137889319208721,0,0,0,0,0.0568393284478917,0,0,0,0.15368898940223,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0.0563317310774721,0,0,0,0.159180994704989,-0.033796100067494,0,0,0,0,0,-0.044110679332129,0,0,0,0,0,0,0,0,0,0,0,0.0734352502147476,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.116455018539618,0,0,0,0,0.70048366367154,0.213832830527165
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.271091217708849,0,0,0,0,0,0,0,0,0,0,0.161529187971671,0,0,0,0,0,0,0,0.606012801164535,0.071565973693403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0.0280790151366391,0.0625038982272101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135840437928409,0.0634571062605277,0,0,0.0403784222915617,0,0.217036699766752,0,0,0,0,0.186838412407676,1.73472347597681e-18,0,0,0,0.03851305180154,0,0,0,0.157961762381591,0,0,0,0,0.0598030529433796,0,0,0,-0.0170735895834245
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.292492584680208,0,0,0,0,0,0,0,0,0.112830196425762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891110246151041,0,0,0,0.203722547344449,0,0,0,0,0.0535243877298524,0,0.101695974867116,0,0
X601818.CH.EQUITY,0,0,-2.77555756156289e-17,0,0,0,0.0240242223944423,0,0,0,0,0.442215045251089,0,0,0,0,0,0,0,0,0,0.0176876373412562,0,0,0.411614851840776,0,0,0,0,-0.0159859038373551,0,0,0,0,0,0,0.0251407512677016,0,-0.0617604580990869,0,0,0,0.0472829682663465,-0.0145736397998212,0,0,0,0,0,0,-0.0417340975977764
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.162344678636961,0,0,0.0230376418749992,0,0.078711357499198,0,0,0,0,0,0.0284700005376676,0,0,0,0,0.132174119613529,0,0,0,0,0,0,0.145083433586465,0,0,0.0798314857162134,0,0,0,0,0.249808835546969,0
X1113.HK.EQUITY,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.00640173643458767,0,-2.77555756156289e-17,0.189281736980426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466813587980699,0,0,0.0938906214409689,0,0,0,0,0,0.170004179380948,-0.0958832388969148,0,0,0.167567702384578,0,0.00383498859662055,0,-0.00863070054678316
X12.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458872939292645,0.245832090804412,0,0,0,0,0,0,0,0,-0.00958271916048226,0,0.0661800669678238,0,0,0,0.157285276135204,0,0,0,0,0,0,-0.0277102938358742,0,0,0.0558781648618036,0,0,0,0.01854739330098,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0223022497063707,0,0,0,0.0365203902227965,0,0,8.67361737988404e-19,0,0.0724378354169916,0,0,0,0,0.263856307525739,0,0,0,0,0,0,0,0,0,0,0,0.13337713804644,0,0,0,0.108771684174371,0,0,0,0.221824283408054,0,0.154148029303445,0,0,0,0,0
