,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.213476045288054,0,0,0,0,0,0,-0.0562800196505792,0.165937656871709,0,0,0,0,0,0,0,0,0,0,0,0,-0.209936714574504,0,0,0,0,-0.17027273870669,0,0,0,0,-0.237405954889776,0,0,0.0560546444240645,0,0.734057715775204,0,0.330765113004896,0,0,0,0,0,0,-0.018264896435121,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0472563901664297,0,0.169108227858024,0.0261529834409013,0,0.0473155371451748,0,0.237981582599547,0,0,0,0,0,0,0,0,0,0.116686454885672,0,-3.46944695195361e-18,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.128787648346588,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410441459777732,-0.0866918454249034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302909348210809,0,0,0,0,0,0,0,0,0,0,0,0.0863886743206472,0,0,0,0,-0.23892374552017,-0.143355485700519,0,0,0.532473347793312,0,0,-1.38777878078145e-17,-0.0275915174801867,0.131101706268198,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.000129637538969826,0,-0.197389158517326,0.111977997045407,0.00654788169508765,0.371293067226945,0.128339688656971,0,0,0.145864328624965,0,0,0,0,0,-0.0751266308851268,0,0,0,0,0,0,0,0,0,-0.554024061278198,0,0,0,0,0,0,0,0,0,0,0.137184248225572,0,0,0,0,0.266482964963644,0,0,-0.11475784130218
X5.HK.EQUITY,-0.154883460641655,-0.104884242819988,0,0,0,-0.0463795932285992,0,0,0,0,0,0,0,0,0,0.304265897358319,0,0,0,0.294370176475422,0.0470910766079821,0,0,0,0.417773205024729,0,0,0,0,0,0,0,-0.0248000432184107,0,-3.46944695195361e-18,0,0,0,0,0,-0.172812551535226,0,0.183114569438016,0,0,0,-0.0188787499756012,0,0,0
X601988.CH.EQUITY,0.073391185207629,0,0.106240161847839,0.397913637659764,0,0,0.0525199171387246,0,0,0,0.175510666384394,0,0,0,0,0,0.125038692645353,0.138071618197469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930998469171215,0,0,0,0,0.0629752878817627,0.17684489512204,0,0,0,0,-0.041194555210328
X600036.CH.EQUITY,0,0.242178258731199,-0.0113778478416956,0,0,0,0,0,-0.110796128598598,0.0614754197123888,0,0,0.534842706991648,0,0,0,0,0.0198793113716889,0,0,0.294764233388246,0,-0.105981093168204,0,0,0,0,0.0976419043937467,0,0,0,0,0.328903556759751,0,-0.155755629729621,0,0,0,0,0,0,0,0.107030230796676,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0923765371037232,0.0139399063446726,0,0,0,0,0,0.024822032710366,0,0,0,0,0.144024107275076,0.2224648234011,0,0,0,0,0,0,0,0,0,0,0.0237181803969384,-0.00253898991665847,0,0,0.0207274781667849,0,0.304978936847733,0,0,0,0,0,0,0,-0.104682632024603,0,0,0,0,0,0,0.0777997627854717,0,0,0
X601628.CH.EQUITY,0,0.032339768247031,0.00606482527025558,0.0454403362589981,0,0,0,0,0,0,0.0157608000337183,0,0,0.326609872589354,0,0,0,0,0,0,0,0,0.0763824489660535,0.00738434088273669,0,0,0,0,0,0,0,0,-0.0460552749217049,0,0,0,0.0556437762768838,0.230340865524567,0,0,0,0,0,0,0,0.131479763980103,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.608271572076865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279067929654523,0,0,0,0,0.0522892890805165,0,0,0,0,0,0,0,-0.0361367348717408,0,0,0,0,0,-0.0559091149536832,0,0,0,0,0.0428345540873805,0,0,0,0,0
