,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0804359020710652,0.050947674396155,0,0,0,0,0,-0.00459871206546632,0,0,0,0,0,0,0,0,0,0,-0.151778087703326,0,0.0259716255450314,0.605702496091115,-0.293139700351432,0,0.484963954503845,0,0,-0.100757197522717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101600757194395
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.213710945951523,0,0,0,-0.071714788861025,0,0,0.0999489377112247,0,0,0,0.0842972367906913,0,0,0,0.0120958599973794,0,0,0,0,0,0,0,0,0.015129329213969,0.153610017232648,0,0,0,0,0.244672234729226,0,0.068624835871644,0,0,0,0,0,0,0,0,0,0,0,0,0.0462212230057811
X601939.CH.EQUITY,0,0.0819414191754193,0,0.801938298928715,0,0,0,0.00153291498177449,0,0.0440754154879479,0,0,0.0144819989727452,-0.0104959303197842,0,0,0.0805601420908796,0,0,0,0,0,0,0,0,0.0255428577808944,0,0,0,0,0,0,0,0,0,0,0,0.0707103903134448,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.887006394035,0,-0.0618270204045016,0,-0.085138072341283,0,0,0.00896355995973289,0,0,0,0,0,0.0182745421500383,0,0,0.0488160163173575,0,0,0,0,0.16162759338632,0,0.0733763155175552,0,0,0.0144051081979756,0,0,0,0,0,0,0,0,0,0,-0.0476899344170155,-0.122202368965609,0,0,0,0,0,0,0,0,0,0.0190284462621721
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.273194383890271,0,0.0825605522051767,0,0,0,0,0,0,0,0.419599435630352,0,0,0,0,0,-0.0504647347751435,0,0,0,0,0,0,0,0,0,0.10864261453875,0,0,0,0,0,0,0,0,0,0.109105815904641,0,0.189739892273228,0,0,0.03943935604062
X600036.CH.EQUITY,0,0,0.0439241228688901,0.279062989446906,0,0,0,0.00493100897313505,0.0288348449121485,-0.00473868464876689,0,0,0,0,0,0,0,0.178267126958934,0,0.0323478062995857,0,0,0,0,0,0.0437764447565105,0,0,0.18372320603896,0,0.129554348568322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518295726114543,0,0,0,0,0.0342078287851034,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0649274162023526,0,0,0,0,0,0,0,0,0,0,0,0,0.299454725868002,0,0,0,0,0.0730211731554264,0,0,0,0,0.1499252127849,0,0,0,0.122020519239942,0,0.136815571633329,0,0,0,0.046418048150139,0,0,0,0,0.104285540766798,0,0,0
X601988.CH.EQUITY,0,0,0,0.087192039382697,-0.0454995295921566,0,0,0,-0.0202809016209493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175640761982234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.125536962391654,0,1.00116023650863,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155716461255092,0,0,0,0,0,0.131302866389185,0.240477358417139,0.327053638210533,0,-0.191277226082611,0,0,0,0,0,0,0,0,0.0139742737599145,0,0,0,0,0.248586007102306,0.145208124725997,0,0,-0.221486057827354,0,0.0220696432863207,0.0580352836699096
X388.HK.EQUITY,0,0,0,0,0.224186701099446,0,0.108613039700387,0,0,0,-0.0129940785889653,0,0,0,0,0,0,0,0,0,0.134817111569223,0,0.27115365487069,0,0.129788438408111,0,0,0,0,0,0,0,0.0801634956145592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249316886169581,0.185774753094907
