,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.430411812769136,0,0,0.305967248363506,0,0,0,0.225863501848109,0,0,0,-0.0143534576414848,0,0,-0.083025703887829,0.126079838682163,0,0,0,0,-0.132515022471674,0,0,0,0,0,0,-0.0381766578977462,0,0,0,0,0,0.257267568428691,0,0,0,0,0,0,0,0,0,-0.0786455058597811,0,0,-0.280138995950439,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.135464837153106,0.0870001564501401,0.068122187299834,0,0.0955231625400142,0,0,0.119709396596294,0,0,0.232189210052369,0,0,-0.202141133541442,0,0,0.0651108475907191,0,0,0,0,0,0,0,0,0,0,0.00618571880713898,0,2.16840434497101e-19,0,0,0,0.344809122124805,-0.0449130792346859,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.140082057912409,0,0,0,0,0,0,0,0,0.0767668805849696,0,0,0,0,0,0,0,0,0,0,0.132699605089831,0,0,0,0,0.417362457386378,0,0,0,0,0,0,0,0.0609085517507058,0.0873685812190569,0,0,0,0.015304825314932,0,0,0,-8.67361737988404e-19,0.00932522488726761,0,0,0,0,0,0
X601288.CH.EQUITY,0.058570683446262,0.0453653170069502,1.73472347597681e-18,0,0,0.0908545111735417,0,0,0,0.096149179386176,0,0,0,0,0,0,0,0,0,0,0.0933776536767069,0,0,0,0,0.0614631193753983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174423881052181,0,0,0,0.288512573242275,0,0,0,0.00793241221452662,0,0
X5.HK.EQUITY,0,-0.0947213393498388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164699148264896,0,0.0257713361736777,0.161378631349974,0,0,0,0.58670553922078,0,0,0,0,-0.100521664419688,-0.190786375812157,0,0,0,-0.00514078289924048,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0526975139579032,0,0,0,0,0,-0.204275495133454,0,-0.141075749265562
X601988.CH.EQUITY,0.271776643992338,0,0,0.335881859234429,0,0,0,0,0,0,0.118330662650728,-0.0941965590705873,0,-0.0245695001939189,0,0,0,0,0,0,0,0.196205411589772,0,-0.0317218121960255,0.0327848002564129,0,0.15596592451903,-0.0267959512381646,0,0,0,0,0,0.021952570878255,0,0,0,0.02348561173763,0,0.0330412814553086,0,0,0,0,0,0,0,0.0709935833098191,0,-0.0570364016646275
X600036.CH.EQUITY,-0.00301982829996431,0.364201306229348,0,0,0,0,0,0,0,0,0,0.171882364541423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844569136837648,0.0801225206147863,0,0.0203056214690656,-0.13318048209721,0,0,0,0,0.209133042177373,0,0,0,0,0,0,0,0,0,-0.184240989131022
X1299.HK.EQUITY,0,0.101620840186873,0,0,0,0,0,0,0,0,-0.0486497610297665,0,0,0,0,0,0,0.287714969610199,0,0.252460456485873,0.209892156391539,-0.0163931650179852,0.0990725766362734,0,0,0,0,0.109901852670863,0,0,0,0,0,0,0,0,0,0,-0.200893556900529,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.19404044754429,0,0,0,0,0,0,0,0,0.0305650822654007,0,0,0,0,0,0.207021985893588,0,0,0,0.0449348549914854,0,0,0.141327577237761,0,0,0,0,-0.0356839631398376,0,0,0,0,0,0,0,0,0.165257640560858,0,0.145755951229412,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0411285825639871,0,0.0760758719910009,0.102471153682001,0,0.226462205992307,0,0,0,0,0,0,0,0,0,0,0,0,0.0758166415397782,0,0,0.190412298343787,0,0,0.0583812364657802,0,0,0.0246023398244604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103182568234693,0,0.0225433007828371,0.0957709795603691,0,0.104666063449604,0,0,-0.0175826704168218
X601166.CH.EQUITY,0,0,0,0,0,0.299904756208646,0,0,0,0,0,0,0,0,0,0,0.420411890914601,0,0,0,0,0,0,-0.0190217622148332,0,0,0.222008183092538,0,0,0,0,0,-0.138049198854211,0.379475482184798,0.0990359100281457,0,0,0,0,0,0,-0.0158093774640782,-0.0912653879372809,-0.062135182782885,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0882816179836365,0,0,0,0,0.111996487766465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067707663053692,0.214122418249046,0,0,0,0,0,0,0,0,0,0,0,0.0956906893217122,0,0,0,0,0.236583772724072,0,0,0,0,0,0,0,0.164980233253123,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.160287392574453,0,0,0,0,-0.0681107248312162,0,0,0,0,0.113225246531863,0,0,0.152946105137264,0,0,0,0,0,0.026562863015451,0,0,0.0511285928621329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367542263513373,0.173480286174778,0,0,0,0
X000001.CH.EQUITY,0,0.0947543075647134,0,0,0,0,0,0,0,0,0,0,0.0527863688912071,0,0,-0.11328372991864,0,0.191850145376784,0,0,0,0,0,0,0,-0.008828617590622,-0.204253373288472,0.104619571487619,0,0,0,0,0.320050722286321,0.169264444858592,0,-0.212908771062793,0,0,0.337102899511642,0,0,0,0,0,0,0,0,-0.0599230579302236,0,0
X16.HK.EQUITY,0.00716251937272309,0,0,0,0,1.73472347597681e-18,0,0.13816893705339,0,0,0,0,0,0,0,0,0,0,0,0,0.0474720551158241,0,0,0,0,0,-1.0842021724855e-19,0.0733964595168368,0,0.243818697339057,0,0,0.0463668746440234,0,0,0,0,0,0,0,0.307747016558756,0,0,0,0,0,0,0.0618575192622024,0,0.0704449506225388
X000002.CH.EQUITY,0,0,0,0,0.0639301302746446,0,0,0,0,0,0,0,0,0.043159659380145,0,0,0.20905477642807,0,0,0,0,0,0,0,0,0,0.217361191253812,0,0.389084465523332,0,0,0,0,0.285902635370248,0.050763109740822,0,0,0,0.0822470774726861,0,0,0,0,0,0,0,0,-0.468629624859376,0,0
X601601.CH.EQUITY,-0.0442720357623003,0,0,0,0,-0.149167473653313,0.0696173709037201,-0.0383921849670929,0.203855404457424,0,0,0.229531881579676,0,0.371076141566031,0,0.206112931699574,0,0,0,0,0,0,0,0,0,0,0.072672208165993,0,0,0,0,0.0448986406876497,0,0.0499046452811061,0,0,0,0,0,0,0,-0.231438463699225,0,0,0,0,0,0,-0.052813421346167,0
X11.HK.EQUITY,0.295660915659668,0,0,0,0.114490489182146,0,0,0.18299959097311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467829095602471,0,0,-0.187315176188846,0,-0.0807840747382073,0,0,0,0.066065303696083,0,0,0,0.0481008341639532,0,0,-0.0256748730678631,0,0,-0.0556210199191518,0,0,0,0,0,-0.14930889696807,0,0.133328895764686
X601998.CH.EQUITY,0,0,0,0,0.0245552682348294,0,0,0,0,0,0,0,0.374292614079092,0,0,0,0,0,0,0,0,0.106092586023184,0,0.243070178585188,0,0,0,0,0,-0.0814673430798976,0,0,-0.0658471902750083,-0.38636076536953,0,0,0,0,0,0,0,-0.265453848234108,0,0.434660727591227,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.0240236767460226,0,0.0495972811778057,0,0,0.362593312259793,0,0,0,0,0,0,0,0,0.110210351172493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118083070836469,0,0,0,-0.0158219257486697,0,0,-0.47484688313505,0,0,0.128413704344417,-0.0787597586581666,0,0,0,0,0.595287692342487,0,0,0
X267.HK.EQUITY,-0.0619509356062807,0,0.160815979979815,0,0.295553445315135,0,0,0,0,0,0.0125563219922598,0,0,0,0.189901813621002,0,0,0,0,6.93889390390723e-18,0,0,0,0.13436702334356,0,0,0,0,0,0,0,0.0998768423444627,0,0,0,0,0,0,0,0.128052538125169,0,0,-0.199046251334158,0.1917552210676,0,0,0,0.0265685596526147,0,0
X600016.CH.EQUITY,0.0135458625851012,0,0,0,0,0.193062160765519,0,0,0,0.101681265539239,0,0,0.130458464452337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109119928998095,0,0,0,0,0,0,0,0,0,0.056007488476589,0.0576873432112056,0,0,0.438958059309147,0,0,0,0,0,0,0
X2388.HK.EQUITY,0.00772524420282388,0,0,0,0.640887288028907,0,0,0,0,0,0,0,0,-0.026563040810728,0.180944174564024,0,0,0.0795955474526484,0,0,-0.099754341596978,0,0,0.356054311759354,0,-0.0291618881484759,0,0,-0.0271675939041057,0,0,0.0106842450890399,0,0,-0.00742150973151393,0,0,0,0,0,0.0164489078884943,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.209917941626558,0,0,0,0,0,0,0.18476434254013,0,0,0.0480202770067507,0.268085018773622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193651884554793,-1.73472347597681e-18,0,0,0,0,0.135314604231291,-0.0546825236029829,0,0,0,0
X600030.CH.EQUITY,0,0.056379494121784,0,0,0,0,0,0,0,0.117986051514438,0,0,0,0,0,0,0,0,0,0.0582019919757518,0,0,0,0.000206291946320652,0,0,0,0,0,0,0,0,0,0,0,0.130199910932598,0.229919590837197,0,0,0.0898707762377393,0,0.0246095941973177,0,0,0.133765065324907,0,0.198644236518495,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275517157451068,0.190156623480692,0,0,0.164947363362681,0,0,0,0,0,0,0,0,0,-0.000217139196455575,0,0,0,0,0,0,0.149780455134391,0,0,0,0,0,0,0,0,0,-0.0611762854688055,0
