,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0871282615326332,0,0.39416397752362,0,0,0.102031778128324,0,0.109052769988329,0,0,0,0,0,0,0.18953376260297,0,0,0,-0.0718780359789085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872198595230745,0,0,0,0,0,0,0,0,0,0,0,0.0661636463503072,0,0,0,0
X601939.CH.EQUITY,0.223585575836185,0,0,0.0349869157926015,0.0743348086852476,0,0,0,0,0,0,0.069526936574406,0,0.334381057602076,0,0.206710896242504,0,0,0,0,0,0,0,-0.0514916142509713,0,-0.0868052196712671,0,0,0,0,0,0.0636819252738108,0,0.0262580945541513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388563356179644,0.0308428721405128,0,0,0.354756166109623,0,0,0,0,0,0.0991304635376027,0,0,0,0,0,0,0.0515317838254719,0,0,0,0,0,0,0,0,0,0,0,0.0195350802297872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322723294038906,0,0,0
X601988.CH.EQUITY,0,0,0,0.271864173009226,0,0,0,0,0,0,0,0,0,0.0883321264626246,0,0.100856876715,0,0,0,0,0.268029075333245,0,0,0,0.00323197829281833,0,0,0,0,0,0.0383698369244278,0.0509438214963543,0,0,0.122857984173081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.183713012440239,0,0,0,0,0.286831323884967,0,0.222376813842366,0,0,0,0,0.32269381468198,0,0,-0.276486786361358,0,0,0,0.0634555343172591,0,0,0,0,0,0,0,0,0,0.13502728200131,0,0,0,0,0,0,0,0,0,-0.137964966978798,-0.0659742970175538
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184968274802885,0,0,0,0,0,0,0,0,0,0,0,0.207052736310068,0,0.130964940088592,0,0,0,0.0961347133298387,0,0,0,0.0762332172412349,0,0,0,0,0.147012276312042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0531819650888753,0,0,-0.100056308042293,0,0,0,0,0,0,0,0,0,-0.0122313063106083,-0.0750765290237421,0,0,0,0,0,0,0,0,0,0,0.217928155791785,0,0,0,0,0,0,-0.510140950567902,0,0,0,0.529247241385036,0,0,-0.10922425747397,1.01891889273021,0,0,0,0,0,0,0,0,-0.0855822245834454
X601328.CH.EQUITY,0,0,0,0.271856794785307,0,0,0,0,0,0,0,0,0,0.314922263908332,0,0,0,0.0654283943029662,0,0,0.0942747917739659,0,0,0,0,0,0.100877663702156,0,0,0,0,0,0,0,0.091709618693344,0,0.103698239553501,0,0,0,0,0,0,0,0.0256785453500515,0,0,0,0,0,0,0,-0.0184082164230537
X601166.CH.EQUITY,0,0,0,0.0835780597559988,0,0,0.137067991693495,0,0,0,0,0,0,0.0387019596830867,-0.058716268478325,0.00919447551058598,0,0,0,0,0,0,0,0.0154124708677551,0,0,0,0,0,0.337800606947396,0,0,0,0,0,0,0,0.0708422740241009,0,0,0,0,0,1.38777878078145e-17,0.321060898282838,0,0,0,0,0.0606838022224303,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387271400127075,0.563204400685022,0,0.0936418700280468,0,0,0,0,0,0.128120317790099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0.0112665650365148,0,0,0,0.380915249078778,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.257320158440258,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121422063776932,0,0,0.314723977553689,0,0,0,0,0,0.00160229464278544,0,0.11950983519852,0,0,0.255505084791952,0,0.0816149352313427,0,0,0,0,0
X000001.CH.EQUITY,0,0.272895904397802,0,0,0,0,0.137428566550069,0,0,0,0,0.102940355956018,0,0,0,0,0,0.0736935284887369,0,0,0,0,0,0.0310268590866012,0,0,0,0,0,0.0259755391725144,0,0,0,0.0893413555180675,0,0,0,0,0,0.117768355474004,0,0,0.107385628539059,0,0,0,0,0,0.0427588638260221,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.223893470478484,0,0,0,0.0589649562607388,-0.0744458834250721,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.123809705599891,0,0.682886455455208,0,0.100813977013652,0,0,0,0,0,0,0,0,0.036097871730558,0,0,0.0211594397771537,0.00124112007409017,0,0
X388.HK.EQUITY,0,0,0,0.0353604672863376,0.0871769789020664,0,1.73472347597681e-18,0.0647193261404484,0.191258712156183,0,0,0,0,0,0,0.151035547361027,0.0469566058329348,0,0,0,0,0,0.0341372127605647,0,0,0,0,0,0,0,0,0,0,0.0671611119210606,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.285842708810862,0,0,0
X601319.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.308255285956847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021641580069341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368063465181304,0,0.0448850441180254,0,0,0.135785557737606,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0500057579934854,0.174782488116581,0,1.73472347597681e-18,0,0.119808064713414,0,0,0,0.0387366128730231,0,0,0,0,0,0,0,0,0,0,0.495749402390761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12244192780916,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.13263359125849,0,0,0.244335700208391,0,0,0,0,0,0.27187064489486,0,0,0,0,0,0,0,0,0.0360676241037602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630719186467613,0,0,0,0,0,0,0,0,0,0.271698049187923,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.166913743612209,0,0,0,0,0.0102312003237713,0,0,0,0,0,0,0,0,0,0,0,0,-0.108794871702312,0.103223045469078,0,0,0,0,0,0,0,0,0.39095150158461,0,0,0,0.0450290102203297,0,0,0,0,0,0,0,0,0,0.137925914920842,0.190407653444115,0,0,0,0.0571533491287339,0,0,0,0
X601601.CH.EQUITY,0,0.226411793038439,0,0.193512801393409,0,4.33680868994202e-19,0.0536321029748742,0.0169457627826143,0.0528091331386654,0,0,3.46944695195361e-18,0,0,0,0.0335692005392474,0,0,0,0,0,0,0,0,0,0,0,0.0158704902259038,0.00331574978690121,0,0.0658540602257824,0,0,0,0,0,0,0,0,0,0,0,0.362359941410834,0,0,0,0,0,0,0,0,0,0.025531214949392
X11.HK.EQUITY,0,0,0,0,0,0.29487650979279,0,0.17830723327149,0,0.105370881371844,0,0,0,0,0,0,0,0,0,-0.102944937096286,0,0,0,0,0.701697776437413,0,0,0,0.13556539220872,0,0,0,0,0,0,0,-0.193980933104776,0,0,0,0,-0.164927473579634,0.0501820633592273,0,0,0,0,0,0,0,0,0.108416229200875,0
X2388.HK.EQUITY,0,0,0,0,0,0.261550469904943,0,0,0,-0.0115535363363169,0,0,0,0,0,0,0,0.101946361139452,0,0,0,0,0,0.323591818331698,0,0,0,0,0.0591947410108104,0,0,0,0,0,0,0.269651580003258,0,0,0,0.092766741021737,0,0,-0.0740070803262456,0,0,0.0189380366030661,0,0,0,0.0540340688923625,0.0253596781175062,0,-0.0149316344831114
X601066.CH.EQUITY,0,0,0,0,0,0.0125420830232318,0,0,0,0,0,0,0,0,0,0,0.079811378901421,0,0.152079883558636,0,0,0,0,0,0,0,0.113064619887091,0.0356901816294971,0,0,0,0,0,0,0,0,0,0.0942476587013929,0.510924112483748,0,0.23368373722958,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.185216665425483,0,0
