,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279069428078013,0.05247540579647,0.0798679575252467,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.15688747555625,0,0,-0.115647232398509,0,-0.244391293253453,0,0,0,-0.336402051527267,0,0.117069963808813,0,0.774438842593106,-0.000519409311230346,0,-0.0805516228427385,0,0.197038863221235,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.230859048763341,0,0,0,0,0,0,0.157374102781185,0,0.138317734215321,0,0,0.0346088236358141,0,0,0.0267176896086701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146955663173494,0,0.118425625608209,0,0.2041990545706,0,0,0,0,0,0,0,0,0,0,0,-0.108138562977464
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.0290487981428723,0,0.362793160538188,0,0,0,0,0,0,0,0.0861656851767198,0,0,0,0,0,0,0,0,0,0,0,0.105485156778765,0,0,0,-0.322389963265772,-0.302695986969123,0,0,0.200515093357176,0.0631546559675511,0.528451563942323,0,0,0,0,0,0.224210585026626,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.511144447871532,1.38777878078145e-17,0.0285215175972988,0.573401857084066,0,0,0,0.449503783559288,0,0,0,0,0,0,0,0,0,-0.409759231305666,0,0,0,0,0,0,0,-0.705949028542829,0,0,0,0,0,0,-0.0506576655780163,0,0.525205814649342,0,0,0,0,0.149871122904892,0,0,-0.12497742282349,-0.352450697130646,0
X5.HK.EQUITY,-0.083692417366668,-0.112472099165011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597072693570488,0,0,0.401434227971393,0,-0.0147646851176858,0,0,0.141423403566311,0.0308542904011117,0,0,0,0,0,0,-0.0587241965441381,0,0,0,0,0,0,-0.144471159596822,0,0,0,0.0785734030691828,0,0,0,0,-0.122274139039017,0,0.0233938393578672,0,0
X601988.CH.EQUITY,-0.281441359182563,0,0,0,0.34790680601652,0,0,0,0,0,0,0,0,0,0,0,0,0.179187873075183,0,0,0.654162372953313,-0.0183571724124004,0,0,-0.0349828109111256,0,0,0,0,-0.480975751959399,0,0,0,0,0,0,0,0,0.0802796136831674,0,0,0,0,0,0,0.105085807442017,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.367571650024207,-0.0817438613684333,0,0,0,0,0,0,0.616435761592558,0,0.0752632956055758,0,0,0,0,0.0145429560813359,0,0,0,0,-0.0844433549764932,0,0,0.24710866075682,0,0,0.104214276445901,0,0,0,0.0428776424157815,0,-0.3476289428466,0,0,0,0,0,0,0,0.112088387432469,0.119756814419568,0,-0.0441228057217137,0,0,0,0,0,0,0.076276440399798
X1299.HK.EQUITY,0,0,0,0,0.168616735241481,0,0,0,0,0,0,-0.12581899304899,0,0,0.0508333801169923,0,0,0,0.0153072779543694,0,0,0.148492816033979,0,0,0,0.15759889077714,0,0,0.057617682252894,0,0.212426063307182,0,0,0.001310856041166,0,0,0,-0.0239929625209755,0,0,0,0,-0.123794415289335,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0589848486688954,0.00482304097688543,0.0345416799899868,0,0,0,0,0,0,0.0694251162762686,0,0,0.357854519397423,0,0,0,0,0,0,0.0873121242673042,0,0,0,0,0,0,0,0,0,0,-0.0393663656095002,0,0,0,0.0708502568373278,0.144747397421852,0,0,0,0,0,0,0,0,0.100501848564811,0,0,0,0,0,-0.079118182264926
X601328.CH.EQUITY,0,0,0,0.016543908655855,0,0,0.478820809903567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424121759012548,0,0.230564625104968,0.21808940859582,0,0.0777083520452673,0,0,0,0,0,0,-0.2682418823311,0,0,0,0,0,-0.0376212636380388,0,0,0.132080320870336,0,0,0,0,0,0,-0.0375162378533117,-0.240138644768722
X601166.CH.EQUITY,0.0120928987775755,0,0,0.290162102194705,0,0,0.0272209978998897,0,0,0,0,0.189818081908765,-0.00465962415583122,0,0,0.0259351305354369,0,0,0.0199880301009482,0,0,0.0796335026692473,0,0,0.0630750725036996,0,0,0,0.163444789968074,0,0,0.110564254092177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354913011271344,0
X600000.CH.EQUITY,0,0,0.47021596055736,0,0,0,0.335811299797911,0,0,0,0.215366151476852,0,0,0,0,0,0,-0.134962477464951,0,0,0,0.0872474091507058,0,0,0,0.111870129499232,0,0,0.0408210246563472,0,-0.0426549720287149,0.014737270080882,0,0,0,0,-0.4025367150016,0.00888303061147713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0894584110315519,0,0,0,0.363078101594626,0,0,0,0,-0.0754184862168663,0,0,0,0,0.12661886673081,0,-0.0916938438867152,0,0,0,0,0,0,0,0,0,0.36254526520262,0,0,0,0,0,0.124850941315723,0,0,0,0,0,0,-0.0974319016757853,0,0,0
X601601.CH.EQUITY,0,0,0,-0.141927923659001,0,-0.065884358218755,0.0305366063566545,0,0.704657740693114,0,0,0,0.00886410248460327,0,0,0,0,0,0,0,0,0,0,0.0488803655211483,-0.0765530734583627,0,0.178139067070046,0,-0.0102403927822268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199546043764685,0,0,0.0889866447302886
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0471772443204217,0,0,-0.0104826093169187,0,0,0,0,0,0,0,0,0,-0.0113355828045664,0,0,0,0,0.242388680131613,0,0,0,0.184613733420011,0.303791349970032,0.177936516446156,0,0,0,-0.13687338278937,0,0,0.339412919724517,0,0,0.105838801692933,0.00178348785612866,0,0,0.0199431565214497,0,0,0,0.06314272323492,0,0
