,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.13059635157343,0,0,0,0,0,0,0,0,0,0,-0.121320017482678,0.586985075870533,0,0.843913543539859,0,0.0550093994511253,-0.113666355524154,0,0,-0.129935460788519,0,0,0.00432138458609689,0,0,-0.0864999995172577,0,0,0,-0.345139098500078,-0.062832375518988,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.139965389443454,0,0,0,0,0,0,0,0,0.073753340173824,0,0,0,0.279841154771256,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0.118570926761155,0,0,0,0,0,0.260364463624904,0,0,0,0,0,0,0,0,0.0419259207032556,0,0,0,0,-0.0208157123563359,0,0.118971072111499
X601939.CH.EQUITY,0,0,0,0.787640069495642,0.0698089823211523,0,0.0588623512494837,0,0,0,0,0,0,0.0298462347982561,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00385144418781564,0.00692549742612785,0,0,0,0,0,0,0,0.0753556733365497,0,0,0,0,0.0035495086317078,0,0,0,0,0,0,0,0,0,0,0,0.0341048919013561,0,0,0,0
X601288.CH.EQUITY,0.0103267833811471,0,0.897329039956771,0,-0.0656066547832322,0,0,0,0,0,0,0,0,0,0.00413929616758237,0,0.0428662539816596,0.11518114319137,0,0,0,0,0,0,0,-0.062720223721818,0,0.0506641773721092,0,0,0,0,0,0,0,-0.096700111936106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460193794475431,-0.00999866754789158,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.780176756585076,0,0,0,0.0537983110028666,0,0,0,0,0,-0.0113102608413552,0.123502068818515,0,0,0,0,0,0,-0.0343815459465742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339038135021173,0,0,0,0,0,0,0.104343027123823,0,0.14670439013351
X601988.CH.EQUITY,0,0,0,0,-0.146682170279423,0,0,0,0,0,0,0,0,1.14371969482338,0,0,0,0,0,-0.109349780041182,-0.0252658810949346,0,0,0.0793411064613049,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.209785838578163,0,0,0,0,-0.17693733207134,0,0,0,0.0276399713960684,0,0,0.0809363090243033,0,0,0,0,0,0,0,0.218738971281494
X600036.CH.EQUITY,0,0,0.300551414843342,0.0739312412851572,0,0,0,0,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021362698156081,0.0661070644585642,0,0,0,0.43858460086398,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0.0590282572225404,0,0.0658707991935042,0,0,0,0.0344745047749546,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.361885405825766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202052142685152,0,0,0,0,0.0451351360155511,0.231068719900353,0,0,0,0.114983543381837,0,0,0,0,0.0163983732050259,0,0,0,0,0,0,0,0.485570879343452,0,0.0225841934787979,0,0.0837831934850942,-0.047089308980998,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0312483933823129,0,0,0,0,0,0,0.393167138621855,0,0,0,0,0,0,0,0.441724169109616,0,0,0.117091325622901,0.0190709988987605,0,0.291631795371301,0.0176966332569675,0,0,0,0,0,0,-0.357107751982835,0,0,0.139332382793734,0,-0.0600004718354087,0,0,-0.110784790760773,0,0,0,0.168518181998799,0,-0.107485861418293
X388.HK.EQUITY,0,0,0,0,0.474335737194521,0,0,0,0,0,-0.219457483790622,0,0,0,0,0,0,0,-0.242701765173368,0,0,0.0920315461909506,0,0,0,0.258159861716025,0,0,0,0,0,0,0,0,0,0,0,0.239771696796378,0,-0.0729687099281797,0,-0.237731902832074,0,0,-0.0514572564225557,0,0,0,0,0,-0.0688140295020614,0,0.02360180948692
X601658.CH.Equity,0,0,0,0.186185689655416,0,0,0,0,0,0,0,0,0.159634267128453,0,0,0,0,0.162766488698472,0.0421398150638029,3.46944695195361e-18,-0.319596973917323,0,0,0,0,-0.0883871332426561,0,0,0,0.0741912378302736,0,0,0,0,0,0,0,0,0,0,0,0,0.506508746741078,0,0,0,0,0,0,0.0562466503423745,0,0,0
