,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.236255725420692,-3.46944695195361e-18,0,0.0871211759895729,0,0.238978588590049,0,0,0,0,1.38777878078145e-17,0.128012432415547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381489560183912,0,0,0,0.0939236770393934,0,0,0,0,0,0.0225485360698658,0,0,0,0,0,0,0,0.106415763935585,0,0,0,0,0,0
X601318.CH.EQUITY,0.169828941524235,0,0,0,0,0,0,0,0.27686929965656,0,0,0,0,0,0,0,0.25163471164012,0,0.0590104595891955,0,0,0,0.0958043651019052,0,0,0,0,0,0.037949553219249,0,-0.0880524608032402,0,0,0,0.0942061789568441,0,0,0,0,-0.0198575994704053,0,0.0536213080560616,0.0190837953954127,0,0.0587457283649718,0,0,0,0.0610611151557365,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.282502767770538,0,0.0747352458979205,0,0,0,0,0,0,0,0.416032570609757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055871094479483,0,0,0.0735817602371674,0,0,0.00942289805520152,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354602405485388,0,0.0265151810094934,0,0,0.48714621678804,0,0,0,0,0,0,0,0,0.0301566822761509,0,0,0,0,0,0,0.0175747868808657,-0.0286170526672735,0,0,0,0,0,-0.000278711325411038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104902611403279,0,0,0,0.00350456135496455,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0333634397651249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313544922525307,0,0,0,0,0,0.222600390544904,0.0962233835756406,0,0,0.390827971448192,0,0,-0.0538129395301305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287330115901317
X601988.CH.EQUITY,0.37557334865918,0,0.000226240192717377,0,0,0,0,0,0,0,0,0.0951033656847728,0,0,0,0,0,0,0.0251803183518647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159787378156716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297329060421919,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.280080589078166,0,0,0,0.320085275463098,0.0712691597337634,0,0,0,0.152054344132088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115670433659575,0,0,0,-0.0532318090008609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335809488382265,6.93889390390723e-18,-0.00574669077690634,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378511560062058,0,0,0.070165253765632,0.171052384959725,0.0133298218592642,0,0,0,0,0,0,0,0.273550420575066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.254266231717032,0,0,0,0,0,0.274626014966482,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,-0.166230408941775,0,0,0,-0.148730743928664,0,0,0,0,0.746901387099743,0,0,0,0,0,0.25178977861701,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652609042166414,0,0,0,0,0,0,0,0,0,0.0649481243773758,0,0,0,0,0,0,0,0.0268946715536391,0,0,0,0,0,0,0,0,0.22154626683237,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.00297196030047749,0,0.386940482574569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338179857406613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044098503927458,0,0,0.229937701610659,0,0,0,0,0,0.0228685443865335
X000002.CH.EQUITY,0.201346546660865,2.16840434497101e-19,0,0.00564196930729845,0,0,0,0,0,0.01291277066942,0.0069522786525347,0,0,0,0,0,0.0388313078085762,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.524970298103002,0.00950642566594247,0,0,0,0,0,0.192487744133343,0,0,0,0,0,0,0,-0.175646939269944,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.388964714505581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455808291629538,0,0,0,0.0158449352830854,0.0929091763449961,0.0734166159781557,0,0,0
X388.HK.EQUITY,0,0,0,0.0310977180540482,0.0490948115073635,0,0,0.104769475140982,0,0,0,0,0,0,0,0.117145876260845,0,0,0,0,0,0.322284828337971,0.0625813866957103,0,0,0,0,0,0,0,0.0100150626727292,0,6.93889390390723e-18,0,0,0,0,0,0,0.107697145176404,0,0,0,0,0.0400166980285926,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0692002471140665,0,-0.130995091450676,0,0,0,0,0.0664105532724812,0,0,0,0.229099779755203,0,0,0.13132548252049,0,0,0,0,0,0,0,0,0,0.0786439106012786,0.147702833311593,0,-0.0331027147724586,0.0864431771902319,0,0,0,0,0,0,0.0902634996951717,0,0,0,0,0,0.239997926845535,0,0,0,0
X000001.CH.EQUITY,0,0.0332750646025705,0,0,0,0,0.223611697958267,0,0,0,0,0,0,0.0743263671914265,0,0,0,0,0,0,0.0767130000652034,0,0,0,0.135963553483563,0,0,0,0,0.213239711858305,0,0,0,0,0.121430208121105,0,3.46944695195361e-18,0.0569058145242523,0,0,0,0,0,0,0,0,0,0,0,0.101870420588306,0,0,0
X688.HK.EQUITY,0,0,0,0.0789335248321951,3.46944695195361e-18,0,0,0,0.18310059589232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676253476984938,-6.93889390390723e-18,0,0.0389881429362159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0973102005344991,0,0,0,0,0,0,0.0326252223058532,0.0711882395111091,0,0,0,0,0,0.584393576442719,0,0,0,0,0,0,0.0274171950153074,0,0,0,-6.93889390390723e-18,0,-0.119398884399785,1.73472347597681e-18,0,0,0,0,0,0,0.162308062404274,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.163481112386512,0.220345688610402,0,0,0.314059116034236,0.0379085774018022,0,0.079611465844071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214307823547679,0,0.0331604038372549,0,0,0,0,0,0,0,0,0,0,0,0,0
