,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.115037080489916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110443374734497,0,0.37874260948887,0.497956816103615,0.0117305060919483,-0.21999995762238,0,0,0.287142936592698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157917397439143,0,0,0.0635414530818666,0
X601318.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0.1378601820872,0,0,0,0,0,0,0.0337000955088188,0.151322164876268,0,0,0,0.16578654186395,0,0,0,0,0,0,0,0,0,0,0,0.0126663157984843,0.0401416990170523,0.0539141828644013,0,0,0,0.0285988453446704,0.211688179611057,0,0,0,0,0,0,0,0,0,0,0,0,0.0690098791336971,0,0,0.144315118694073
X601939.CH.EQUITY,0,0.0689595157705445,0,0,0.807120860750952,0,0,0,0,0.0020258390722943,0,0,0,0,0,0.0834218920765436,0,0.0186148274538574,0.0584222810157387,0,0,0.00324051733987338,0,0,0,0,0.0104577968246292,0,0.00997558253566968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.406644974597382,0,0,0,0,0,0,0,0,0,0.0918251377982413,0,0,0,0,0,0,0,0,0.00353936250297719,0,0,0,0,0.308968711180528,0,0,0,0,0,0,0,0,0,0.106210984087985,0.0450944900549761,0,0,0,6.93889390390723e-18,0,0.0753564753947846
X601288.CH.EQUITY,0,0,1.00437447424462,-0.0440597852844391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699717089040978,0,0,0,0,0,-0.00643373716382655,0,0,0,0,0,0,-0.00282012500424621,0,0,-0.0663303351339626,0,-0.0889001784304063,-0.043001839565326,0
X600036.CH.EQUITY,0,0,0.366764298372123,0,0,0,0,0,0.046338914161212,-0.00593304501083921,0,0,0,0,0,0.146512646126906,0,0,0,0.00358551956097793,0.0477366996697171,0,0,0,0,0,0.0968686871282907,0,0.275419855551863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257727736353297,0,0,0,0,0,0.0429571065495746,0,0
X601988.CH.EQUITY,0,0,0,-0.083670684046314,0,0.0660473195299024,0,0,0,0,0,-0.0602779026733251,0,0.0795195962135981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0948948637143373,0,0,0,0,0,0,-0.0198714205401211,0.988296982489582,0,0.0282466046692398,0
X1299.HK.EQUITY,0,0,0,0.158186774661178,0,0,0,0,0,0.132062004755152,0,0,0,0,0,0,0,0,0,0,0,0,-0.208127987644748,0,0,0.0835611690290769,0.419954891390722,0,0,0.163705823950016,0.380580038037191,0.0949017790422934,0,0,0,0,0,0,0,0,0,0,0,0,-0.172183173391292,0,0,0,0,0,0.088983087030009,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821468980606992,0,-0.134102953799325,0,0,0,0,0,0,0,0.302007710276357,0.394727877248944,0,0,0,0.0598588683478183,0,0,0,-0.0420571185087039,0,0,0,0,0,0,0,0.0619612772447406,0,-0.123172995377026,0,0,0.188298912239132,0,0.202812926990935,0,-0.0664855842706621
X388.HK.EQUITY,0,0,0,0.316189404622019,0,0,0,0,0,0,0,0,0,0,0,-0.0125667387557517,0,0,-0.176784940141736,0,0,0,0,0,0.412551838142133,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.115076579771818,-0.134416871560277,0.246012668125906,0.0679071486448147,0,0,0,-0.133347694331421,0,0.0612151951529156
