,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.45409460216129,0,0.104392901088937,0.0839748220709336,0,0.0438936693932927,0,0,0,0,0,0.0398341613765475,-0.00874691389918481,0,0,0,0.0665328296819016,0.0442637555172952,0,0,0,0,0,0,0.105431820931151,0,-1.73472347597681e-18,0,0,0,0.0171049264424484,0,0,0,0,0,0,0.00984791894639516,0,0,0,0,0,0,0,0,0,0,0.0131221807112181,0,0
X601939.CH.EQUITY,0.245957908452928,0,0,0.352232153936097,0,0.176763548402368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310892651354249,0.0560397621809385,0,0,0,0,0,0.0646699785708367,0,0,0,-0.0119287981279348,0,0,0.0106538154285069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106146851540097
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0,0
X601288.CH.EQUITY,0.217272385013861,0.0754483111563098,0,0,-0.0155104929455933,0.0162400302506685,0,0,0,0.156038793222854,0,0,0,0,0,0,0,0.11891413904663,0,0,0,0,0,0,0.00647302160498625,0.270859568014582,0,0.0731042201755017,0,0.0687902072339339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135860520324752,0,0.0409779041473366,0,0.250433250423485,0.0813917190671271,0,0,0,0.376787051439909,0,0,-0.189350721820312,0,0,0,0,0,0,0,0,0,0,0,0.101332692369577,0,0,0,0,0,0,-0.26711335592284,0,0,0,0,0,0,0,-0.497573129881212,0,0,0,0,0,-0.322063810927416,0
X601988.CH.EQUITY,0.012898060624104,0.271298792396745,0,0,0,0,0,0,0.0265367230427926,0,0,0,0.109331710549717,0,0,0,0,0,0,0,0,0,0.607830640511802,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0296481600782277,0.0494692171313525,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904324,0,0,0,0,0.047707372773791,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739586,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.100059408748505,0,0,-0.110267751279892,0,0,0.169919276017261,0,0,0,0,0,-0.0850907174438838,0,0.282417588701691,0,0,0,0.0140660885857129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524688435381495,0,-0.00369533934469076,0,0,0,0,0,0,0.289447433614523,0,0,0.123140076904974
X601628.CH.EQUITY,0,0,0.146515117107655,0.0753487997107665,0,6.93889390390723e-18,0,0,0,0,0.0515949291990092,0,0,0,0,0,0.0677660113753032,0.0911415635261419,0,0,0,0,0,0,0,0.083793972113228,0,0,0,0,0,0,0,0.0316061291497686,0,0.229355256896831,0,0,0,0,0,0,0.129919996574628,0,-0.0402001724003939,0.0855523947287453,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0665081876472336,0,0.000898392020542174,0,0.0468384197406611,0.00578547728898809,0,0,0,0.11605561891037,0,0,0,0,0,0,0,0,0.0128721546569263,0.200602138140377,0,0,0,0,0,0,0,0,0,0.150603393130512,0,0,0,0,0,0,0.170692437656998,0.267136170448224,0,0,0,0,0,0,0,0,0,0,0,0
