,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.219122433149182,0,0.406417783967199,0,0,0,-0.0117966978482493,0.162465947706079,0,0,0.0731488790102918,0,0,0,0,0,0,0,0,0,0,-0.0780890114074065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567704372299117,0,0.0065834064200246,0,0.122291648921879,0,0
X601939.CH.EQUITY,0.352677447100041,0,0,0.285824617112012,0,0,-0.0959220323796397,0,0,0,0.00277638031676467,0,0.139759022729503,-0.0642845351215618,0,0,0,0,0,0,0,0,0,0,0,0.0315897440408371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20120942846616,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0,0,0
X601288.CH.EQUITY,0.463476648931442,0,0,0,0.25123375198282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993984278622322,0,0,0,0,0,0,0,0,0,0,0.0244372894078767,0,0.0318212596440374,0,0,0,0,0,0.0136010561413946,0,0.0720795455533296,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0739054324451557,0,0.441069748541531,0,0,0,0,0,0.27247383161546,0,0,0,0,0,0.100013693236642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147156123676707,0,0,0,0,0,0,0,0,0,0,0,0,0.017391652753537
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026072055147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471636757511579,0.203737130985586,0,0,0.0586767088971651,0,0,0,0.195134466704992,0,0,0,0,0,0,0,0,0,0,0,0.197602606902139,0,0,0,0,0
X5.HK.EQUITY,0,-0.256417484224905,0,0,0,0,0,0,0,0,0,0,0,-0.0287098751874395,0,0,0,0,0,0,0,0,1.1447155962308,-0.742973718989737,0,0,0.50119347631274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420735348014978,0,0,0,0,0,0,0,0,0,0,-0.0717595997440175,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.221211631485417,0,0,0,0,0,0.0714615906287882,0,0,0,0.266294682450934,0,0,0,0.0865897236338608,0,0,0.0405148948480143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871597164688397,0,0,0,0,0,0,0,0.0344557175944147,0,0
X601658.CH.Equity,0,0,0,0.0984739523803937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324944826854589,0,0,0,0,0,0,0.36428195096759,0,0,0,0.132488811868852,0.0594015276778965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
