,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.134446117814112,0,0.111015314333193,0,0.0699481041076907,0,0,0.335546442630495,0.050177847473466,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.122935486337129,0,-0.0724656650497585,0,0,0,0,0,0,0,0,0.196590444078989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.383680671340395,0,0,0.0459388882641196,0.0866662034333823,0,-0.0898959557186585,0,0,0,-1.38777878078145e-17,0,0.377605247355771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280357699856412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100180568607757,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.23459422670999,0,0,0,0,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201534760613711,0,0,0,0,0,0.153258222526841,0,0,0.0798862263714011,0,0,0.175216971028561,0.18514168489818,0,0,0,0,0,0
X601288.CH.EQUITY,0.343605497528821,0.0713127024163262,0,0,0.380478744039983,0,0,-0.0185336765628364,0,0,0.0799156624641083,0,0,0,0,0.107762069013624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098192676004237,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.397959801851066,0,0,0,0.0222187312978818,0,0,0.156300907367231,0,0,0.132475419962494,0,0,0,0,0,0.183527026737574,0,0,0,0,0.0636149805215906,0,-0.036244421813169,0.0301668241712814,0,0,0,0,0,-1.38777878078145e-17,0,-0.0439632678342488,0,0,0,0,0.0641704068727295,0,0,0,0,0,0,0,0,0.0561983370255493,0,-0.00844339594066372,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.134677149326976,0,0,0.0402220766178042,0,0.490367269806767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101314968606375,0,0.0950563417301786,0,0,0.0515667310979907,0,0,0,6.93889390390723e-18,0,0.18326099788604,0,0,0,0,0,0,0,0,0,0.0321963473919343,0,-0.0371008220042923,0,0
X1299.HK.EQUITY,0,0,0,0.0534431774401615,0.0304159340959747,0,0,0,0,0,0,0,0,0,0,0,0,0.187553393748671,0,0.0201496336229572,0,0.0650301137238287,0,0,0,0.102052728934798,0,0,0,0,0,0.263477585266593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298488027933369,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.184080728305802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236211693496613,0,1.15581570539254,0,-0.763301255839714,0,0,0.52855683513057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35024606022677,0,0,0,0,0,0,0,0.133590082239739,0.0643125445952374,-0.0471413795312654,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.213727151185107,0,0,0,0,0,0,0,0,0.272906180610846,0,0.0450552406657735,0,0.180033399018389,0,0,0,0.0894676931260084,0,0,0,0,0,0,0,0,0,0,0.00148011029555808,0,0,0,0,0,0,0,0,0,0,0.0436569286230259,0,0
X601658.CH.Equity,0,0.0913504593739154,0,0.221841864777873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537295974649941,0,0.36201965093399,0.514886122504712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268795483883426,0,0,-0.638826976864112,0,0,0
X601328.CH.EQUITY,0,0,0,0.28963125967335,0,0,0,0,0,-0.0466492523953188,0,0,0.349321199908392,0.0297728340911821,0,0,0,0,0.164635000741626,0,0,0,0,0,0.0126954269274907,0,0,0,0,0,0.107813722570527,0,0,0,0.0333541844275919,0.0584922100764619,0,0.0173893871173059,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0104414045841701,0
X601166.CH.EQUITY,0,0.0479809958678732,0,0,0,0.171328287408139,0,0,0,0,0,0,0,0,0,0,-0.0584901109470596,0,0,0.129824524052435,0,0.041071479760204,0,0,0,0,0,0,0,0.0204584491017154,0.275446303722575,0,0,0,0,0,0,0,0.0654220968504502,0,0,0,0,0,0,0.184676032190725,0.10871554791991,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.344275093042138,0,0,0,0,0,0,0,0.211360211566508,0,0,0,0,0,0.151243972605683,0,0,0,0,0,0.0316459979699748,0,0,0,0,0,0,0,0,0.126158322792761,0,0,0,0,0.121993815832826,0.00674955285614679,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107549215363935,0,0,0,0.0385265790518713,0,0,0,0.534492539433571,0,0.191714546750733,0,0.160301333246005,0,0.0194979171215848,0.0408163465434535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0257715305712283,0,0,0.0166715867867247,0,0,0.0845985251655598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240891954740331,0,0.198324090491088,0,-0.0805596661890078,0,0,0.233267240948494,0.255603651158199,0,0.0900440653990701,0,0,0,0,0,0,0,0,0,0,0.0150298816862977
