,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600926.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.279563551308919,0.115037519878643,0,0.24557278993947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199721581863692,0,0,0,0,0,0,0.0147229184051171,0,0,0.0185903355739827,0.0962320419214648,0,0,0,0.0891600643116558,0,0,0,0,0,0,0,0,-0.000886203344759671,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.113363633701322,0,0,0,0,0.184321283957295,0,0,0,0.0342286198048801,0,0.0532004515028771,0.208606707738657,0,0.138027385021242,0,0,0,0.134013049186365,0,0.0203128279964363,0,0,0,0,0,0,0,0.0873679735764195,0,0,0,0,0.0496788051400433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.117234233911162,0,0,0,0,0,0,0.0873259641683603,0,0,0,0,0,0,0,0,0,0.0493305680283708,0,0,0.0779938845365816,0.337459514397289,0,0,0,0,0,0,0,0,0,0,0,-0.117843712555962,0.111646438496614,0,0,-0.0415317175888844,0,0,0,0,0,0.161248188209536,0.0191593874821749,0,0,0
X601939.CH.EQUITY,0.544804828677563,0.0152408069034615,0,0,0,0,0,0,0.132612022071754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130370497869302,0,0,0,0,0,0,0.0121718159810899,0,0,0.0856040274515998,0,0,0.13764501161259,0,0,0,0,0,0,0,0,0,0.138042135792858,0.193555092607753,0.0449634093089786,0,0
X601288.CH.EQUITY,0,0,0,0.157427393276698,0,0,0.483032529987976,0,0,0,0.00733953334585785,0,0.0297037234483271,0,0,0,0.071570158868461,0,0,0.0642424043951599,0,0,0.066327173008054,0,0,0.0587163763334102,0,0,0,0,0,0,0.123267215788514,0,0,-0.034114692029469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214741342766733,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0971839872738618,0.246442101772506,0,0,0,0.1491652153382,0,0,0,0,0,0,0.180583080560006,-0.231361559693993,0,0,0,0,0,0,-0.00981347752849878,0.130789346659307,0,0,0,0,0,0,0,0,0,0.145215131673864,0,0,0,0,0,0,0.248291952872276,0,0,0.0152138615182386,0,-0.0224510355178918,0
X601988.CH.EQUITY,0.191562847507197,0,0,0,0.349508621480997,0,0,0.0780752454847126,0,0,0,0.0603762073934224,0,0,0,0,0,0,0.120410424342626,0,0,0,0.0943736162938379,0,0,0,0,0,0,0,0,0,-0.203897544277759,0,0,0,0,0,0,0.053498592542575,0,0,0,0,0,0.0724772106815032,0,0,0,0,0,0,-0.0710951765189245
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184191129859842,0,0,0.277421232639652,0,0,0.0514897606145672,0,0,0.0340824384139679,0,0.00870035765996167,0,0,-0.0831574064367228,0,0.0381656667416716,0,0.102930333515535,0.213498384218075,0,0,0.0156326442052003,0,0,0,0,0,0,0,0.00106609982308908,0,0,0,0,0,0.0547336214216369,-0.0268668957222005
X5.HK.EQUITY,0,0.141288880028949,0,0.10249561123632,0,0,0,0,0,-0.139498319595435,0.0676647439048405,0.0763765671975624,0,0,0,0,0,0,0,0,0,0,0,0,0.204036036938071,0,0,0.166610374496978,0,0,0,0,0,0,0,0,0,0,0.26671325175196,0,0,0,0,0,0.0362978607914301,0,0,0,0,0,0,-0.0413842044181622,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197167770838435,0,0,0,0,0,-0.0857370717774948,0,-0.188591041409899,-0.149345792803579,0.079063704055099,-0.105600821990194,0,0.0613992542244204,0,0,0,0,0.0523689398270895,0,0.265581825539684,0,0,0.359944407098172,0,0,-0.0640997129743491,-0.420235280287408,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0124417916140426,0,0,0.45028343614741,0,3.46944695195361e-18,0,0,0,0,0,-0.113871521223401,0,0,0,0,0.14050393206411,0,0,-0.0843011062416511,0,0.113166513935088,0.152911846534574,0.00509696386508423,0,0,0.00938179179420703,0,0,0,0,0,0,0,0,0.0542609807344627,0,0,0,0,0.10376681486191,0,0,-0.107824442730621
