,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0696080928405592,0,0.391714307774087,0.109175046427373,0.0989467773775164,0,0,0,0,0,0,0,0,0,0,0,0.202642075502204,0,0,0.0109670992880921,0,-0.0354380335404029,0,0,0.0448653754331574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598235060063088,0.0406082952582691,0,0,0,0.034641625294827,0,0.122301645915302,0,-0.0803849176277119,1.73472347597681e-18,0
X601318.CH.EQUITY,0,0,0,0.0657088009394323,0,0,0,0,0.12296881709984,0,0,0.0870694597108895,0.108954840177346,0,0,0,0,0,0.113631860304103,0,0.265300695891122,0,0,0,0.0504102979866289,0,0,0,0.0969694294127847,0,0.0367960530761083,0,0,0,0,0,0.0191177077318009,0,0,0,0,0,0,0,0.0698568373612891,0,0,0,0,0,0,0,0.0991241744554516
X601939.CH.EQUITY,0.252433164778021,0,0,0,0.182849159078203,0,0,0,0,0,-0.0271002218392914,0.108759394425951,0,0.0733917733541432,0,0,0,0.0116077290581621,0,0.101875129140647,0,0,0.220114052974043,0,0,0.231966116194591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159017192218454
X600036.CH.EQUITY,0,0.116307852099119,0,0,0,0.0797940382494724,0.0720371836866452,0.126764866727956,0,0,0,0,0.168083438834148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349521339083034,0,0,0,0.0770111949460923,0,0,0,0,0,0,0,0,0,0.123359016990349,0,0,0,0,0,0,0,0,0,0,0,0.0414675817782488
X601288.CH.EQUITY,0.176221227703699,0,0.0494823783118891,0,0,0.070082088167623,-0.0741418540152275,0.336180118216824,0,0,0,0.0393123182883829,0,0,0,0.0627947971635265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184257868111668,0,0,0,0,0,0.0318612207564902,-0.0929244132591558,0
X601628.CH.EQUITY,0.0622359907877064,0,0,0,0,0,0,0,0,0,0.01510773501753,0,0,0,0,0,0.192581530543883,0,0,0,0,0,0,0,0.0545853863607364,0,-0.109150519918546,-0.086010973560768,0,0,0.0512476680027539,0,0.212794339540916,0,0,0.578425350149873,0,0,0,0,-0.0347006848271155,0.147749958340829,0,0,0,0,0,0,0,-0.0485447839628346,0,0,0.0424710279704442
X1299.HK.EQUITY,0,0,-0.0453922251515037,0,-0.0364426600939814,0,0,-0.0442314731522165,0,0,0.106835718405069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0473447315345865,0.0803225568574794,0,0.284036094705637,0.290466423185175,0,0.14264770547926,0,0,0,0,0,0.289078042535855,0,0.1067728054762,0
X601988.CH.EQUITY,0,0.121236104282207,0.00712393570968026,0.312644312070023,0.244581168227199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269652066016968,0,0,0,0,0,0,0,0,0.0979378613869689,0.118482583226776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334016332982903,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.1282987581141,0,0,0,0,0,0.0385571930846077,0,-0.00822708561422102,0,0,0,0,0,0,-0.0762104293063443,0,0,0,0,0,0,0.0784466518003345,0,0.0187804505866031,0,0.312457650333325,0,0,0,0,0,0,0,0,0.107213217146122,0,0.22045944701224,0,0,0.234436603717021,0.116998588147648,0,0,0,0,0.0168894953011298,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0972576837665132,0.169664816164829,0,0,0,-0.0326441704837067,0,0,0,0.0897087552521575,0.0304216567283607,0.0141749877517466,0,0,0.0614698982642841,0,0,0,0,0,0,0,0,0,0.158761217805044,0,0,0.36163819996783,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462280558956435,0,0,0,0,-0.0340154987915901,0,0,0,0,0
