,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.395963338973061,0,0,0.352751306145289,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436656998416595,0,0,0.103204066119446,0,0,-0.246758196418766,0,0,0,0,0,0,0,0,0,0,0.220577267234317,0,0,0,0,0.0659107240787317,0,0,0,0,-0.131764224684417,0,0,0,-0.0131409383464694,0,0
X601318.CH.EQUITY,-0.0192819598168756,0,0,0,0,0,0,0,0,0,0.260396817418109,0.222395273710956,0,0,-0.0423927638647175,0,0.142580444175244,0,-0.00393718606670081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123437468277271,0.375644934201512,0,0.0262216621073342,0,0.0760675944800123,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.276424136052356,0,0,0,0.0976368772749841,0,0,0,0,0,0,0,0,0.106642986252957,0,0,0,0,0,0,0.0355826495699861,0,0,0,0,0.331487114689318,0,0,0,0,0,0,0.0306205501624839,0,0.133058508729511,0,0,0,0.00310154563193884,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.313780795185012,0,0,0,0,0,0,0,0.0193356441616313,0,0,0,0,0,0,0,0,0,0,0,0.0240002359299145,0,0,0,0,0.0519691768515545,0,0,0,0,0,0,0,-0.0314192565335524,0,0,0,0,0.0758604422880539,0.169351013125903,0,0,0,0.295492725149443,0,0,0,0.00372779204677228,0.156067991044528,0,0,-0.106009297153165
X5.HK.EQUITY,0,-0.195610308664452,0,0.406956832889362,0,0,0,-0.13412288878233,0,0,0,0,-0.0207680846035938,0,0,0,0,0.0255992985439745,0,0.149704010091581,0,0,0.508160712718774,-0.227161586896849,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.00907149511127148,0,0,0,0,0,0,0,0.104656384443294,0,0,0,0,0,-0.0163517837742479,-0.172063351645931,0,-0.144168779249901,0
X601988.CH.EQUITY,0.0234328981327062,0,0.0703214180786154,0.303476634677766,0,0,0,0,0,0.119825565705029,0.178211213507066,0,0,0,0,-0.0300110713660068,0,0,0,0,0,0,0,0,0,0,0.0868845029813671,0,0,0,0,0,0.0447119302777713,0,0,0,0,0,0,0.0627408344762458,0,0,0,0.100039182183313,0,0,0,0,0,0,-0.0248905316831494,0.145560812342248
X600036.CH.EQUITY,0,0.300898949705154,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.125116536622759,0,0.0590312385525052,0,0,0.0103309349985946,0,0.0402510366870326,0,0,0,0,0,0,0,-0.040672715260655,0,0,-0.0218048735538637,0,0.219097659550529,0.101605460439571,0,-0.187985212683357,0.0413019756374483,0,0,0,0.200804726583008,0,0.0186122910467572,0,0,0,0,0,0,0,0.198534214023951,0,0
X1299.HK.EQUITY,0,0.0333563030689504,0,0,0,0,0,0,0,0,0,0,0,-0.0763851944577036,0,0,0,0.271824630000861,0.169285178108234,0,0.298736417143429,0,0,0.181644876370942,0,0,0,0.0157691465438869,0.0471296763975811,0,0,0,0,0,0,0,0,0,-0.152206474593038,0,0,0,0,0,0,0,0,0,0,0,0,-0.206894014769497
X601628.CH.EQUITY,0,0,0,0.0184597693850567,0,0,0,0,0,0,0.0168720286101954,0,0.0201451161833768,0,0,0,0.167195176834686,0,0,0,0.00379787665368765,0,0.0370657241497163,0,0,0,0,0,0,0,0,0,0,0,0.0332048933003504,0,0,0,0,0.347411202664381,0,0,0,0,0,0,0,0,0,0.154561536910017,0,0
X601328.CH.EQUITY,0.123167477884378,0.00138878123962112,0.0170676140217006,0,0.0874385343721567,0.419872214949726,0,0,0,0,0,0.125542002056687,0.103724072407967,0,0,0,0,0,0,0,0,0.0157094097542776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171756153223386,0,0.061178771214546,0.0177597028593109,0,0.121135764573155,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0619230061769697,1.38777878078145e-17,0,0.114423901819209,0,0,0,0,0,0,0,0,0,0,0.1604514898223,0,0,0,0,0,0,0,0,0,0.059771930557179,0,0,0.01632579479137,0,0,0.484807030738342,0,0.273049310957506,0,0,0,0,0,0,0,0,0,0,-0.078718673312918,0,0,0,0,0,-0.0618678774774802
X600000.CH.EQUITY,0,0.184524681973226,0,0,0,0.127137610036098,0.19437636040432,-0.0151333763331164,0,0.0506468825625904,0,0,0,0.0164377797969466,0,0,0,0,0,0.0648122417853037,0,0.36143687328904,0,0,0,0,0,0,0,0,0,0,0.00327377721809916,0,0,0,0,0,0,0,0,0.0392000805922629,0,0.00989209392513173,0,0,0,0,-0.1803746565029,0,0.0429948408629851,0.0456199287379715
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.194038045332961,0,0,0,0,0,0,0,0,0,0,0.0685488070280279,0,0.227039621150119,0,0.191045594149399,0,0,0,0.000398477857594504,0,0,0.0204011863496058,0,0,0,0.30547414292522,0,0,0,0,0,0,0,0,0,0.0425778230824379,0.103903306060927,0,0,0,0,0,0
X000001.CH.EQUITY,-0.0647101239190693,0.0467385219644644,0,0,0,0,0,0,0,0,0,0,0.149195585352774,0,0,0,0,0,0,-0.145602786068242,0,0,0,0,0,0,-0.11679761695892,0,0,0,0,0,0.19810007761451,0.204871243793185,0,0,0,0,0.385660276715736,0,0,0,0,0,0,0,0,0,0,0,0,-0.147494557989233
X16.HK.EQUITY,0.00772519359836953,0,0,0,0,0,0,0.128356211341494,0,0,0,0,0,0,0,0,0,0,0,0,0.0793677498742338,0,0,0,0,0,0,0.0540114949302756,0.272327572996693,0,0,0,0,0.0912346947544996,0,0,0,0,0,0,0.288238183981248,0,0,0,0,0,0,0.076560588981582,0,0,0.0472665206845767,0
X000002.CH.EQUITY,0,0,-0.158898296689973,0,0,0,0,0,0,0,0,0,0,0.0742375097152469,0,0,0.190048457508837,0,0,0.192849091557608,0,0,0,0,0,0,0.119206514675832,0,0,0.473000068329308,0,0,0.185005617034108,0,0.025845409930826,0,0,0,0,0,0,0.0642040130427674,0.0338985009093227,0,0,0,0,-0.275850255536667,0,0.267309492564827,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.0213901728830682,0,0,0.12409985314061,0,0,0,0,0.370472168534942,0,0.329950958724711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138852545664663,0,0,0,0,0,0,0.0948148557931102,0,0,-0.212536014592626,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0.258572816763419,0,0,0,0.121302974242875,0,0,0.217673084643259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525957440393967,0,0,-0.15344054389026,0,-0.0353529998598058,0,0,0,0,0,0,0,0.0675818376801284,0,0,-0.0369793589806695,0,0,-0.0773818671696519,0,0,0,0,0,-0.144089981968502,0,-0.108521899661907,0,-0.00746560245686532
X388.HK.EQUITY,0,0,0.0359943734154243,0,0,0,0,0.493673603479877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052170794283961,0,0,-0.379517731816543,0,0,0.120178662350363,0,0,0,0,0,0.488861110302956,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.065431421302861,0,0,0,-0.0487359650718791,0.16229231109997,0,0,0,0,0.0622974308609149,0,0,0,0,0,0,0.19242169500658,0,0,0,0,0,0,0,0.0606043348147929,0,0,0,0,0,0,0,0,0,0,0,-0.0241510136764596,0,0.117509598841877,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0.151229028051158,0,0.288281556099153,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.00297865569614046,0,0,0,0.236137537032227,0,-0.0236119614355075,0,0,0,0.121365593352073,0,0,0.193361199814076,0,0,0.0494013256669589,0,0,0,0,0.0329134737057284,0,0,0,0,0,0,0,0,0,-0.0418635950418319,0,0.0471949532869008
X600016.CH.EQUITY,0.145587999559344,0,0,0,0,0.0288334535851989,0,0,0,0.0340071287324347,0,0,0.135844272605998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514528591636789,0,0,0.0887667461143926,0,0,0,0,0,0.115446759652712,0.0624193314073282,0,0,0.353575495183004,0,0.15318474432479,0,0,0,0,0,0,0.0532096271432199
X2388.HK.EQUITY,0,0,0,0,0.608708445790304,0,0,0.047575751285387,0,0,0,0,0,-0.0119242736026249,0.148921873398278,0,0,0.105035384936014,0,0,-0.0797530798840796,0,0,0.338491662194507,0,0,0,0,0,0,0,0.0243188152893115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,-0.0793749777971504,0,0,0.194352066538382,0,0,0,0,0,0,0.306357848005153,0,0,0.351037483287105,0.0890206648048962,-0.0536143749461229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801128913464592,0,0,0,0,0,0.167455552212985,-0.171776118917061,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.0904643244858152,0,0,0,0,0,0,0,0,-0.0600740020277708,0,-6.93889390390723e-18,0,0,0,0,0.0547313971498125,0.155764601039221,0,0.0498834105369721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118284630574826,0.343987699134483,0,0,0.137556323062633,0,0.0143904098650977,0,0,0.0625291256615595,0,0.143739671280888,0,0,0,0,-0.000133620550051734
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208682037003664,0,0,-0.0806922203546511,0,0.207706515823498,0,0.218294806530898,0,0,-0.0332228015414268,0,0,0,0,0,0,0,0,-0.0415799857580292,0,-0.00476456388769805,0,0,0.132948660321557,0,0,0,0.0230670957787446,0,0,0,0,0,0,0.0289820142039029,0,0
X2007.HK.EQUITY,0,-0.162478677780227,0,0,0,0,0,0,0.0934247970935924,0,0,0,0,0,0,0.133545715838324,0,0.0850891918944018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286375330852425,0,0,0,0,0,0.407236870657021,0,0,0,0,0,0,0,0,0,0,0.0363731620312501
