,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.159749801047659,0,0,-0.00950151186678507,-0.0818709666883538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168921419523302,0,-0.0192809064997309,0,0,0,-0.402334053017043,0,0,0,0,0.825694708402867,0,-0.214898063811003,0,0.3085807446745,0,0,0,-0.0356594953155284,0,0,0,0,-0.0197021068298416
X601318.CH.EQUITY,0,0,0,0,0,0,0.15369871124759,0,0.115642014312881,0,0,0,0,0.0266034401393038,0,0.000228958515734503,0,0,0,0,0.0675855276426251,0,0,0,0.0811031539518508,0,0,0,0.02735645598181,0.0326417424642986,0,0.0565245797045393,0,0,0,0,0.339953992062169,0,0,0,0,0.0835246202373228,0,0,0.0367721901384848,0,0,-0.0715869690227893,0,0,0,-0.0335653827417448
X601939.CH.EQUITY,0.332160780539087,0,0,0,0.010130923060754,0,0,0,0,0.00899126198279909,0,0,0,0,0,0,0,0.136664027163286,0,0,0,0,0.0255095083037985,0,0,0,0,0,0.125117159326626,0.081481624976781,0,0,0,-0.200625202993017,-0.0170401356422058,0,0,0,0,0.458400648071893,0,0,0,0,0,0,0,0,0,0,0,0.0998614617598898
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0165082428299156,-0.301459100573625,0.209704135898388,0,0.408078001240171,0,0,0,0.0997387682795313,0.165868502362977,-0.0592580878810736,0,0,0,0,-0.04485384305911,0,0,0,0,0,0,0,0,0,0,-0.683534627283647,0,0,0,0,0,0,0,0,0,0.251753506979109,0,0,0,0,0,0.142610757646522,0,-0.098325380707308,0
X5.HK.EQUITY,-0.0678235484160828,0,0,0,0,0.0097085412395078,0,0,0,0,0,0,0,0,0,0.422588352214236,0,0,0.494865954539119,0,0,0.0449254399231699,0.0686123592142305,0,0,0,0,0,-0.130426806175218,0,0,-0.162308217069935,0,0,0,0,0,0,0,0,-0.147345173194766,0.204438106583344,0,0,0,0,0,0,-0.124836906890776,0,0,0
X601988.CH.EQUITY,-0.294958409849091,0,0,-0.0183697396273812,0.454218579337312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755628015352071,0,0,0.712079667093654,0,0,0,0,-0.577209505890578,0,0,0,0,0,0,0,0,0,0,0.185867614820813,0,0,0,0,0.104391239758595,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.264370604128982,-0.0634314441713399,0,0,0,0,0,-0.0563762657696086,-4.33680868994202e-19,0,0.619157830248754,0,0,0,0,0,0,0,0,-0.0665877686463815,0.258079497118542,0,0,0,0,0,0.0746509228432195,0,0,0,0.169219044471257,0,-0.102185106388191,0,0,0,0,0,0,0,0.113069295943825,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0261647179037431,0,0,0.139534686613335,0.0218962839672425,0,0,0.113857438973295,0,0,-0.0547193175783048,0,0.0479985113441445,0.2442406653122,0,0,0,0,0,0,0,0,0,0,0.123199380393297,0,0,0,0,0.178410477502972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0413884431726699,0.0618836879368672,0.0502533859343472,0,0,0,0,0,0,0,0,0,0.351103410765516,0,0,0,0,0,0,0.0618010906338763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150422767325106,0.128087504741982,0,-0.0286662781458958,0.0155688426059785,0,0,0,0,0,0,0,0,0,0,0,-0.168173980535366
X601328.CH.EQUITY,0,0,0.0435262823603436,0,0,0,0.101790091077882,0,0,0,0,0.372844803102603,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.202871787361378,0,0,0,0.0974593682779585,0,0.167255883944352,0,0,0,0,0,0,0,0,0,-0.158539861447582,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37258133127608
