,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.363229476696998,0,0,0.321780321146202,0,0,0,0,0,0,0,0,-0.0687790454629765,0,0,0,-0.168724082713555,0,0,0,0,0,-0.0900012879355377,0,0,0,0,0,0,0,0,0,-0.0693755040422734,0.140356605484325,0,0,0,0,0.164453643858649,0,0,0.233848801417559,0,-0.0975867974293936,0,0,0,0,0,-0.0673508039928317
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0703448074307078,0,0.166850615373496,0,0.0602926551836915,0,0,0.323103959388481,0,-0.0622116661924157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135122385747139,0,0,-0.0966076152040564,0.316017866932732,0,0.148719323498495,0.0196857949834631,0,0,0,-0.00226391981133197,-0.0443465031663203,0,0,0,0
X601939.CH.EQUITY,0.185971605715841,0,0,0,0,0,0,0,0,0,0.0331332396991868,0,0,0.164542690109518,0,0,0,0,0,0.205437168640534,0.0669058717803714,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0483621270124409,0,0,0,0.0678731562530879,0,0,0.126968539877524,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.346481963846639,0,0,0,0,0,0,0,0.232270392558186,0,0,0,0.00118879729996327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00657219325257168,0.0788758471619892,0,0,0,0.161840170554868,3.46944695195361e-18,0,0.237357147961207,0,0,0,0,0,0.0665245868811308,0,0,0,-0.00349339578618338
X5.HK.EQUITY,0,-0.203612286753156,0,0.399172715991143,0,0,0,-0.106887382146651,0,0,0,0,0,0,0,0,0,0.0716292469256017,0,0.116578229588482,0,0,0.488128865304561,-0.226777803284916,0,0,0,0,0,0,0,0,0,-0.0243391901160921,0,0,0,0,0.0404883192955237,0,0,0,0.121821067700016,0,0,0,-0.0136663733282627,-0.219764769285717,0,0,-0.171561866378692,0
X601988.CH.EQUITY,0,0,0.064072187114469,0.243259240173819,0,0,0,0,0.0385706170951498,0.174100673180081,0.401689336707432,0,0,0,0,-0.0390956765234665,0,0,0,0,0,0.063617339484914,0,0,0,-0.103049384750922,0,0,0,0,0,-0.105115859639212,-0.00864134244536705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467224760336498,0,0.0353575042960879,0.00473413930841805,0,0.162648566669151
X600036.CH.EQUITY,-0.0208760626808147,0.221548295478738,0,0,0,0,0,0,-0.0322875005719461,0,0,0.0872409169308744,0,0.280952591870593,0,0,0,0,0.158212532473456,0,0,0,0.0615089074238289,0,0,0,-0.0500258327058438,0,0,-0.016500489133932,0,0,0.107968023038881,0,0,0,0.0614926500235123,0,0,0.0933299195492927,0.1925800955335,0,0,0,0,0,0.0586351121571994,0,0,0.104812229806926,0,0
X1299.HK.EQUITY,0,0.141606507954697,0,0,0,0,0,0,0,0,0,0,0,-0.0774216968670131,0.212233845107623,0,0,0.16791266634917,0.238619130270971,0,0.173313506426258,-0.00799588590376521,0,0.0825443348976558,0,0,0,0.0395177683052842,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.20133950584177,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.0425425128852811,0,0,0,0,0,0,0,0,0,0,0,0.136620100330789,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0542415048612983,0,0,0,0,0.3159432322228,0,0,0,0,0,0,0,0,0,0.156249174121022,0,0
X601166.CH.EQUITY,0,0,0.0668342466090482,0,0,0.142309186580598,0.0128620222898807,0,0,0,0,0,0,0,0,0,0.221891488730698,0,0,0,0,0,0,0,0,0,0.0973192595964046,0,0,0,0,0,0.374839489357721,0,0.188138993402453,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395899207566692,0,0,-0.118221186615992
