,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.508835226345914,0,0.156993227834343,0.0967569862216449,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0568742051132215,0,0,0.0137775036160477,0,0,0,0,0,0,0,0,0,0,0,0,0.0492399207643111,0.114394045293682,0,0,0,0,0,0.0105699428720435,0,0,0,0,0.136446769942131,0,0,0,-0.156085237752621,0,0
X601318.CH.EQUITY,0,0,0,0,0.0112403714622864,0,0,0,0.139723273196024,0,0.0789557988460305,0,0,0.0543747067378218,0,0,0,0,0.107067919112893,0,0.224663639634445,0,0,0,0,0,0,0.069269809172046,0,0,0.0584229145203662,0,0,0,0,0.107591899330552,0,0,0,0,0,0,0,0,0,0.0231254946724584,0,0,0,0,0,0,0.076333860375564
X601939.CH.EQUITY,0.172852834857836,0,0,0.41255463041597,0,0,0,0,0,0,0.123657310861447,0,0,0,0,0,0,0,0,0.144371469080377,0,0,0,0,0.0987043326581325,0.23975514440147,-0.0797842665609163,0.0170690149882985,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243211810563504,0,0,0,0,0,0,0,0,0,0,0.020400052229384
X601288.CH.EQUITY,0.186868931051109,0,0.0548000333032823,0,0,0.0553614173818034,-0.0853466072830832,0.288228582128094,0.101768191181605,0,0,0,0,0,-0.0259196097865034,0.143738690968207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156288366295733,0,0,0,0,0,-0.122260607824647,0
X600036.CH.EQUITY,0,0.143850774442324,0,0,0,0.0709957002119185,0,0.127876168104177,0,0,0,0,0,0.184726508729383,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.317587771752187,0.0520793917067218,0,0.0226334688270495,0,0,0,1.73472347597681e-18,0,0,0,0,0.0794364499328856,0,0,0,0,0,0,0,0,0,0,0,0.0191791720720907
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.142807323343926,0,0,0,0,0,0.110555419486261,0,0,0,0,-0.0801822826333518,0,0,0.0286276341150409,0.216385459107674,0,0.0783153820589951,0,0,0.50558424769905,0,0,-0.020881359842129,0.0733345036779061,0,0,0,0,0,0,0,0,0,0,0.0736928649964337
X1299.HK.EQUITY,0,0,-0.189428730789275,0,0,0,0,0,0,0.146057480362742,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0581239203213557,0,0,0.0151290193836442,0,0,0,0,0,0,0,0,0.0225071305569258,0,0.207229268714833,0.250030649365115,0.0820064159984165,0.194004472017607,0.101744168740158,0,0,0,0,0,0,0.0753890326623288,0
X601988.CH.EQUITY,0.0327534873744662,0.0196958313774106,0.0495939640209241,0.176936801686939,0.364519172884489,0,0,0,0,0,0,0,0,0,0,0.197893167379994,0,0,0,0,0,-0.0087569373644573,0,0,0,0,0,0.076886789177692,0,0.0187881867738108,0,0,-0.118274473479639,0,0,0.295644775465358,0,0,-0.0757610167175927,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.045692746744935,0
X5.HK.EQUITY,0,0.00569613445582791,0,0,0,0,0,0,0,0,0,0,0,0.0938365130421895,0.032809938237611,0,0,0,0,0,0,0,0.102189414672066,0.00453528635162879,0,0,0.0208061149239933,0,0,0,0,0,0,0,0,0,0,0,0.46007189744762,0,0,0.235349165247759,0,0.16223232864342,0,0,0,0,0,0,0,0.00799443912608453,0
X388.HK.EQUITY,0,0,-0.212450763993597,0,0,0,0.105299538538947,0,0,0,0,0,0.165964770588448,0.00330509258910439,0,0,0,0,0,-0.089389541679826,0,0,0,0.209444714769342,0,0,0.201290470465248,0,0,0,0,0,0.145784489247264,0,0.142881552174732,0,0,0,0,0.153550459461704,0,0,0,0,0.0511763379753849,0,-0.143459318418392,0,0,0,0.165749697166204,0,0
