,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.225602841820316,0,0,0.341450099720089,0,0,0,0,0,0.248480747768902,0,0,0,0,0,0,-0.0598745490281584,0,0,0,0,0,0,0,0,0,0,-0.0463396651185668,0,0,-0.133250044489035,-0.0258335723670254,0.09367084203801,0,0,0,0.0417262461598711,0,0.104555673318658,0,0,0,0,-0.124874781183948,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.143739726447779,0,0,0,0.0198644357184515,0,0,0.20374550321496,0.023970488496696,0.0039601586784473,0,0,0,0,0,0,0.0704232938746128,0,0,0,0,0,0.0590569866150704,0,0,0,0,0,-0.0336065090562971,0,0,0,0,0.551021577812222,-0.0792974169752587,0.00840840119230457,0,0,0,0.060709228061443,0,0,0,0,0,0
X601939.CH.EQUITY,0.199231245587894,0,0,0,0,0,0,0,0,0.00654770114735277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425897701620992,0,0,0,0,0,0,0,0.112313934151665,0,-0.0494171968306597,0,0,0,0,0,0
X601288.CH.EQUITY,0.0134475625618257,0,0,0,0.0509196404553543,0,0,0,0.0088696641093866,0,0,0,0.0881525828194299,0,0,0,0,0,0,0,0,0.362388224392826,0,0,0,0,0.0662220499208408,0,0,0,0,0,-0.0598595397790325,0,0,0,0,0,0,0.212919157162549,0,0,0,0,0,0,0,0.0804692397129167,0,0,0,0
X5.HK.EQUITY,0,-0.0634859094886591,0,0,0,0,0,0,0,0,0,0,0,0,0.124261075502334,0,0,0.127833778943615,0,0.00271637679884386,0.291334771965252,0,0,0.436276412295713,0,-0.0510309542033224,0,0,-0.270205124912814,0,0,0,0,0,0,0,0,0,0,0,0,0.0175625100607891,0,0,0,0,0,-0.153004595688345,-0.0842622545223251,0.13719602047555,-0.0619469987129057,0
X601988.CH.EQUITY,0.0898305476277487,0,0,0.393987560544972,0,0,0,0,0,0.0952316138480855,0,0,0.100816762704233,0,-0.00994513083199236,0,0,0,0,0,0,0.259114908594228,-0.0944009515445826,0,0,0,0,0.147219042855422,0,0,0,0,0,0,0,0.106184389204794,0,0,0,0,0,0,0,-0.0503234517733447,0,0.0100503472613905,0,0,8.67361737988404e-19,0,-0.00188510728030968,0.080355177773875
X600036.CH.EQUITY,0,0.707107018649196,0.0171048560007467,0,0,0,0,0,-0.182555655873907,0,0,0,-0.101107768372826,0,0,0,0,-0.0926893065577178,0.124481202207256,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.122124682546925,0,0,0,0,0,0,0,0,0.0750769946289685,0,0.212899502253853,0,0,0,0,0.00288709294916127,0,0,0,0,0.156092229820967
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0845150946590909,0,0,0,-0.134475442825711,0,0,0,0.241377467773833,0.0652699388640828,0.238427006915553,0,0,0.347437407245353,0,0,0.0639776897564544,0,-0.0221447161236674,0,0,0,0,0,0,0,0.071684562165138,0,0,-0.0338369846498395,0,0,0,0,0,0,0,0,0,0,0,0,-0.171647054882205
X601628.CH.EQUITY,0,0.130118053526435,0,0,0,0,0,0,0,0.0431117166474116,0,0,0,0,0,0.24044690072622,0,0,0,0.0481340598597746,0,0,0.154995638552219,0,0,0,0,0,-0.0302813251683919,0,0,0,0,0,0,0,0,0.214547281763058,0,0.113507641015402,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19
X601166.CH.EQUITY,0,0,0,0,0,0.299279014383094,0.0120000943860649,0,0.0586195891609496,0,0,0,0,0,0,0.484490597153312,0,0,0,0,0,0,-0.273056362067948,0,0,0,0,0.348900524791225,0,0,0,0,0,0.0383741225884139,0,0.293625181893752,0,0,0,0,0,0,0,-0.0602369969900047,0,0,0,0,-0.123339786004911,0,0,-0.155811742398568
