,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0249257270779804,0.513920822213503,0,0,0,0.123617596345347,0,0,0.0818457353641119,0.0348820305828582,0,0,0,0.171998705423088,0,0,0.00896912917882177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014835539240672,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.127455874171421,0.280617208610381,0,0,0,0.0185984450467562,0,0,0.0146957025313875,0,0.327559450643213,0.0909934719828198,0,0,0.0673998542027396,0,0,0,0.0418738691620149,0,0,0,-0.0456366670814854,0,0,0,0,0,0,0,0,0,0.0579963877898799,0,0,0,0,0,0,0.00315083163501712,0,0,0,0,0.00437621058912858
X601939.CH.EQUITY,0.176405593255129,0,0,0.459145685310184,0.06605549346653,0.0903177015814351,0,0,0,0,0,0,0,0,0,0,0,-0.0165620457770934,0,0,0,0,0,0,0,0,0,0.210311432289547,0,-0.0140924403012772,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200816360834107,0,0,0.0129233014526417,0,0.0415099323962077
X601288.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0,0,0,0.0734374059832572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160817261479366,0,0,0.533683362697706,0,-0.0416386098802125,0,0.102672965086525,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0298654285693442,0,0,0,0.225105343660753,0,0.111466135584135,0,0,0.28591407753028,0,0,0,0,0.040947757080918,0,0,0.0263075745458238,0,0,0,0,0,0,0.0541100581406649,0,0,-0.103162424153835,0,0,0,0,0,0.141211671269741,0,0,0,0,0.0739895993641539,0,0,0,0,0,0,0.175308737052172,-0.154478955302445,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.320196948509443,0,0,0,0.107153882491213,0,0,0,0,0,0,0,0.0563639838599941,0,0,0,0,0,0,0,0.104056179918341,0,0,0,0,-0.23167066827445,0,0.0457567658888823,0.0736345710474114,0,0,0,0,0,0,0,0,0.0703573762601486,0,0,0,0,0,0,0,0.0792651016503315,-0.0686266409259577,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0960046332423446,0,0.0848600821970769,0,-0.150587288069597,0,0.0935296291273623,0,0,0,0.565486488588221,0,0,0.0136305706735576,0,0,0.0997050338579774,0,0,0,0,0,0.058932249434249,0,0,0,0,0.0446783085651036,0.234829894755282,0,0,0,0.123321805348521,0,0,0,0,0.0126886423975721
X1299.HK.EQUITY,0,0,0,0,0.243781840812703,0,0,0,0,0,0,0,0,0,0.0904771512541377,0,0.115062569254987,0,0,0,0,0.0608221430671949,0,0,0,0,0.0738859559356534,0,0.167696308692833,0,0.0294640087482376,0.119345853158162,0,0,0.0581010564034638,0,0,0,0,0,0,0,0,-0.102661191427787,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.175636526862784,0,0.175333433149615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617850598529437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114156178721006,0,0,0.387684969825828,0,0,0.0424685308912513,0.0117264860620983,0,0.126023646356237,0.0615605218201086,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00561323340218358,0,0.413699662911601,0,0,0,0,0,0,0,0,0.414541487942697,0,0,0,0,0,0,0,0,0.054709564469078,0,0.0494948564768494,0,0,0,0,0,0,0,0,0,0,0.0134260911627666,0,0,0,0,0,0.0928706020314547,0,0,0.230819763737711,0,0,0,0.0628310045052241,0,0,0,0,0
