,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.628603391518425,0,0.0282517058066794,0,0,0,0,0,0,0,0.0750885342222842,0,0,0,0,0,0.0835226011289779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839713338156642,0,0,0.0348178279401747,0,0.00809642255249066,0,0,-0.0212695520465951,0.0253207995247331,0,0,0.0225547137725873
X601318.CH.EQUITY,0,0,0,0.186239291280183,0,0,0,0,0.0711918005259205,0,0,0,0,0,0,0,0,0,0.199072847209781,0,0,0,0,0,0,0.029419533948458,0,0,0.0967353074565527,0,0,0,0,0.058982550938111,0,0,0,0,0,0.180483937472769,0,3.46944695195361e-18,0,0,0.0224151367989503,0,0.0899223955360887,0,0,0,0,0
X601939.CH.EQUITY,0.0575376665360687,0,0,0.470973743783737,0,0.122634712133334,0,0,0,0,0.0496141659173151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653719859928549,0,0,0.0515171696139852,0,0,0,0,0.129063501675743,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.01997184045782,0,0,0.0458629644169915
X601288.CH.EQUITY,0.257511806230382,0,0,0,-0.024027168477515,0.0403983783760346,0,0,0,0.1379832903966,0,0,0,0,0,0,0,0,0.0489571262097564,0,0,0,0,0,0.0451550561261423,0.185138004819826,0,0,0,0.0795957932465835,0,0,0,0,0,0,0,0,0,0,0,0.145812241770975,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.224106115860995,0,0.243411138879811,0,0,0,0,0,0,0,0.21261800664352,0.270234840592679,0,-0.138349649129469,0,-0.0647748253836906,0,0,0,0.139792739023404,0,0,0,0,0.16806285894045,0,0,0,0,-0.00628420538606384,0,0,0,0,0,0,0.0792401124339643,0,-0.416154282351853,-0.0854976065468246,0,0,-0.112612246522642,0,0,-0.211326044467102,0
X601988.CH.EQUITY,0.16998238479903,0,0,0,0.00620266938898589,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.546108571165932,0.059159172419264,0,0,0,0,0,0.108100188600498,0,0,0,0,0,0,0,0,0,0.0859017190179669,0,0,0,0,0,0,0,0,0,0.0883473225795936,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0243256710161308,0,0,-0.02279391003281,0,0,0,0,0,0,0.0747282997968757,0,0,0,0,0,-0.00758481030669002,0.704097077323442,0,0,0.0280620723736545,0.0942716118396483,0,0,0,0,0,0,0,0,0,0,0,0,0.066189209979624,0,0.0512698430610898,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.171220053452105,0,0,0,0,0,0,0,0,0,0,0.0594692456847791,0,0,0.0347647682159647,0.198810469423548,0,0,0.0580706106977658,0,0,0,0,0,0,0.135847084540895,0,0,0,0.0864030591514742,0,0,0,0.0843894503048013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237217162855099
X601628.CH.EQUITY,0,0.176587804298757,0,0,0.0117265032847614,0,0,0,0,0,0,0,0,0,0,0,0.022928576098326,-0.0488545896270468,0,0,0,0,0,0,0,0.114677806815859,0,0,0,0,0,0,0,0,0,0,0.380659211031003,0,0.234627198644645,0,0,0,0.0677170862105267,0,0.0105723451013681,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144720955628824,0,0,0,0.12642230124747,0,0,0,0,0,0,0.244041615478613,0,0,0,0,0,0,0,0.229243157812618,0,0,0,0,0,0,0.0486595050712878,0,0,0,0,0,0,0,0.00855033369948882,0,0.0246271974000345,0.202228676100068,0,0,0,0,0,0,0,0,0.0143756975309197,0,0,0
