,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.208981950087845,0,0.203001050363789,0,0,-0.0695228994353717,0,0,0,0,0,0,0,0,0.113927716393328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000265330627854115,0.0638797351090974,0,0,0,0.0400083076870199,0,0,0,0,0,0,0,0,0.277612668415268,0,0,-0.0686805424461322,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0640083265636681,0,0.149675263595528,0.0369485140964235,0,0.0251605794955309,0,0,0.206204584405769,0,0,0,0,0,0.302890548453507,0,0,0,-0.0336877614893093,0,0,0,0,0,0,0.0377679679522936,0,0,0,0.17434241531419,0,0.052736908582182,0,0,0,0,0,0.0257022630301626,0,0,0,0,0,0,0,0,0,0.142608837923333
X601939.CH.EQUITY,0,0,0,0,0.139612231221366,0,0.349692704104312,0,0,0,0,0,-0.164515266793619,0,0,0,0,0,0,0,0.0136591385867719,0,0.590980512066056,0,0,0,0,-0.017138334530158,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252663090247401,0,0,0,0,0,0,0,0,0,0,-0.12210170416528,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.120855826262516,0,0,0,0,0,0,0.267686200821589,0,0,0,0,0,0,0,0.050963611086935,0,0,-0.200556633410956,0.00830659599762009,0,0.0597188808388466,0,0,0.390745447338746,0.270297489629172,0,0,0,0,0,0,0,0,0,0,0.11665005499275,0,0,0,0,-0.0298143111644925,0,0.0329757849022889
X601288.CH.EQUITY,0.0836629610817581,0,0,0,0,0,0,-0.0116239948099112,0,0.0110665442064334,0,0,0,0.0416266587367217,0,0.453435263595562,0,0,0,0,0,0,0.321447798315932,0,0,0,0,0,0,0.000707072773625494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261063138185493,0,0,-0.0157362699650266,0,0,0,-0.0604905245167617
X600036.CH.EQUITY,0.122499582875024,0.151033073241399,0,0.161574401375586,0,0,0.051435811260187,0,0,-1.73472347597681e-18,0,0,0,0.310316991947439,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.188995028869135,0,0,0.0337217565058564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330648552165704,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.027449274598711,0.22569150981396,0,0,0.225243469887664,0.298987338497528,0,0,0,0,0,0,0,0,0,0.119702876916063,0,0,0,0,0.173194425031307,0,0,-0.024519926203037,0,0,0,0,0,0,0.0793733844666143,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.15180382229401,0,0,0,0,0,0,0,0.0384315256419757,0
X1299.HK.EQUITY,0,0,0,0,-0.135175034581844,0,0,0,0,0.384871421679801,0,0,0,0,0,0,0,0.122290337536647,0,0,-0.0577470873860307,0,0,0.149300387601699,0,0.042916408667265,0.341792183763328,0,0.0562958783371559,0,0,0,0,0,0,0,0,0,0,0.025849473341189,0,0.0602872419922698,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.018697319750128
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0623308046924943,0,0,0,0,0,0,-0.153053228720231,0,0,0.0273885674088236,0,0.0161656744286517,0,0,0,0,0.124446482432559,0.448626271779563,0,0,0,0.13411029003285,0,0,0,3.46944695195361e-18,0,0,0,-0.175576652474598,0,0.257721355388261,0,0.232542273889284,0,0,0,0,0.174194266296617,0,0,0,0
X388.HK.EQUITY,0,0.062233345535169,0,0,0,0,0,0,0,0,0,0,0,0.0476741590248477,0,0.148548341623913,0,0,0,0,0,0,0,0.00903362632515346,0,0,0,6.93889390390723e-18,0,0,0,0.380547506975133,0,0.099165064346974,0,0,0.0942066792719431,0,0.156673508730927,0,0,0.0139898478954058,-0.213539673384792,0,0,0.341130376796298,0,0,0,0,0.0549444950269344,0,0
