,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.308348881211825,0,0,0,0,0.368197554025114,0,0,0,0,0,0,0,0.0349630684386517,0,0,0,0,0,0,0,0.13125676348188,0,0,0.0292566714228596,0,0,0,0,0,0,0,0,0,0,0.105987435617107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.225195701045664,0,0,0,0,0,0.223264926366097,0,0,0,0,0,0.144418791615172,0,4.33680868994202e-19,0.0602889450631202,0,0,0.0556389227412445,0,0,0,0,0,0,0,0,0,0.0720726140945285,0,0.00307199171667613,0,0,0.121854946166484,0,0.0493517955674414,0,0,0,0,0,0,0.0162947418777868,0,0,0,0,0,0,-0.0379331237446528,0
X601939.CH.EQUITY,0.476091190388508,0.142377970137306,0,0,0,0,0,0.244815732450232,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179576782633222,0,0,0,0,0,-0.0101906309785398,0,0,0,0,0.120981713161951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146992825729849,0.200912620176796,0,0
X601288.CH.EQUITY,0,0,4.33680868994202e-19,0,0,0,0,0.558520361652112,0,-0.0795321974546534,0,0.0411284630134192,0,0,0,0,0,0.0182595272637846,0,0,0,0,0.0608055469729758,0.135316800005755,0,0,0,0,0,0,0.112872035622659,0,0.055933884935967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340110988669407,0,3.46944695195361e-18,0,0.019068952080137,0,0
X600036.CH.EQUITY,0,0.115794480788197,0,0,0,0.0795175438908323,0,0.0884128743655789,0,0,0,0,0.107293983272469,0,0,0,0,0.00205669512627194,0,0,0,0,0.0134133596922197,0.0939988394537568,0,0,0,0,0,0,0.0791143290051292,0,0,0,0,0,0,0.040336994687414,0,0,0,0,0,0,0,0,0,0,0,0.345422615597759,-0.216503497871911,0,0
X1299.HK.EQUITY,0,0,-0.271313213251717,0,0,0,0,0,0,0.173182889682105,0,0,0,0,0.104706286037008,0,0,0,0,0,0,0,0.0710897972618537,0.0128187216092839,0,0,0,0,0,0,0,0,0.228601946834647,0,0,0,0,0,0.188237512600259,0,0.0347329183114405,0.0931723047903269,0.308334686134559,0,0,0,0,0.218393098053354,0,0,0,0,0
X601628.CH.EQUITY,0.182401533187586,0,0,0,-0.0154636287665967,0,0,0,0,0,0,0,-0.0316394374063149,0,0,-0.223329247372219,0,0,0,0,0,0.0880925156967293,0,0,0,0,-0.0671039377315483,0,0,0,0,0,0,0.121730022265761,0.563771139442363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180695032926284,0.153681620906046
X601988.CH.EQUITY,0.0458711893268954,0,0.0888490215326822,0.365514719369967,0,0,0,0,0,0,0,0,0.194125052560564,0,0,0,0.153811015668952,0,0.0105989474906837,0,0,0,0,0.0289228419848207,0,0,0.00756090452888787,0,0,0.107455316114609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.382353889634652,0,0,0,0,0,0,0,0,-0.0380767071337489,0,0,-0.272164481010377,-0.113047029122766,0,0,0,0,0,0,0,0.214324733105048,0,0,0.162013884664892,0,0,0,0,0,0,0.0128384575283497,0,0,0,0,0,0,0,0.297820895465515,0,0.081520098277979,0,0,0,0.0783352883077847,0,0,0,0.00819558443471252,0,-0.0753867876739542
X388.HK.EQUITY,0,0,0,0,-0.208526624866257,0.335189112101767,-0.00869077807844505,0,0,0,0,0,0.0517004164605792,0,-0.043461053128454,0,0,0,0,-0.197877096592558,0,0.235768257682663,0,0,0,0,0,0,0.105246397317253,0,0,0,-0.0869763235005524,0,0,0,0,0,0.0577143796462567,0.0707598474253416,0,0,0,0.23493776179917,0,-0.0591260689846737,0,0,-0.0377586013555806,0,0.1770368078258,0,-0.0933786285258111
