,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.282537169410426,0.0432600747474687,0.0108558230382357,0,0,0.431391976960865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102318131302407,0,0,0,0.0488222694212206,0,0,0,0.0184682770031614,0,0,0,0,0,0,0.0747084304921886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.201244857420634,0,0,0,0,0,0.203805860606394,0,0,0,0.0480872452915612,0,0.0930102311391289,0,0,0.0656796836025277,0,0.0319824922164441,0,0,0,0,0,0,0,0,0.149790296524376,0,0,0.00819742882058655,0,0,0,0.132689519189638,0,0.0366629306197996,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724635550610946,0
X601939.CH.EQUITY,0.447063578630791,0.172024011515977,0,0,0,0,0,0.235660812197382,0,0,0,0,0,0,0,0,0.0123613028387303,0,0,0,0,-0.115523929631903,0,0,0,0,0,0,0.143524434994931,0,-0.0413299067615174,0,0.139389036106043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112496014481572,0.126944559286216,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.568160638101955,0,-0.0831842330628487,0,0.0386755558969203,0,0,0,0,0,0,0,0,0,0.0615877334687804,0.105183634999923,0.0759226767656925,0,0,0,0,0.114712346526926,0,0,0,0.0555056141939841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532722218302192,0,0,0.00559598489945604,0,0
X600036.CH.EQUITY,0,0.143191566274484,0,0,0,0.0256517573544533,0,0.00407619294735542,0,0,0,0,0.121058933279213,0,0,0.0292883955209167,0,0,0,0,0,0,0.0944673336256838,0,0,0,0.0767457517941553,0,0,0,0.0252874211292808,0,0,0,0,0,0,0.0585982322667919,0,0,0.0645302201562388,0,0,0,0,0,0,0,0,0.360602997822853,-0.288854559080568,0,0
X1299.HK.EQUITY,0,0,-0.161861316636448,0,0,0,0,0,0,0.167489377073747,0,0,0,0,0,0,0,0,0,0,0,0,0.0451232864627308,0.169356667337907,0,0,0,0,0,0,0,0,0.173583815537459,0,0,0.0966541986408044,0,5.42101086242752e-20,0.0891884138678298,0,0,0.0553369851824609,0.311758262342991,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0490516225264163,0,0,0,0,0.00137157694903858,0,0,0,0,0,0,-0.0288456849779931,0,0,-0.114920653068484,0,0,0,0,0,0.0804650704535051,0,0,0,0,-0.115108112182601,0,0,0,0,1.73472347597681e-18,0,-1.73472347597681e-18,0.534114692948619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456236577664755
X601988.CH.EQUITY,0.0400398968412166,0,0.090819855058098,0.355949711260847,0,0,0,0,0,0,0,0,0.208129068692833,0,0,0,0.15003254076768,0,0.0177929231904297,0,0,0,0.0260788188532863,0.00931780296363697,0,0,0,0,0,0.11718580658935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0
X5.HK.EQUITY,0,0.352514783547644,0,0,0,0,0,0,0,0,0,0,0,-0.202961076829925,-0.0801457966397102,0,0,0,0,0,0,0,0,0.269003563465979,0,0.134360067420402,0,0.0484177268580532,0,0,0,0,0.00256517809949585,0,0,0,0,0,0,0,0.216920554401408,0,0.127542985241465,0,0,0,0,0.136508982240557,0,0,0.0234121434723523,0,-0.0514437776978521
X388.HK.EQUITY,0,0,0,0,-0.0996463092755278,0.265672096820364,0,0,0,0,0,0,0.027746545144565,0,-0.00292443010478554,0,0,0,0,0,-0.130716144456932,0.432420046991411,0,0,0,0,0,0.0368456778502874,0,0,0,0,0,0,0,0,0,0,0.0599454974399871,0.121059643334852,0,-0.0884393808026769,0,0.168397711564939,0,-0.350595838196207,0,0.0183141864942757,0,0,0.177789220349346,0,-0.0344332627320627
X601166.CH.EQUITY,0,0,0.0440233766696334,0,0,-0.0112937322041904,0,0,0.00502808495765646,0,0,0.0251648367189188,0.171310632567287,0,0,0.122553454717583,0,0,0,0,0,0,0,0,0,0,0.184111188422846,0,0.400488981214076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109466720120966,0,0,0,0,-0.0811179912716282
X601658.CH.Equity,0,0,0,0.254363417851021,-0.122400835751503,-0.0275675483094525,4.33680868994202e-19,0.158543378567931,0,0,0.297184305072745,0,0.0642416259330699,0,0,0.0431995391249162,0.462135980009504,0,0,0,0,0.315243683227676,0,0,0,0,0,0,0,0,0,-0.322276988527538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26474877792921,0,0,0
X000001.CH.EQUITY,0,0.103967063819732,0,0,0.116188303521836,0,0,0.225493319906695,0,0.0620663580725448,0.368336791937722,1.73472347597681e-18,0,0,0,-0.0427412185170127,0,0,0,0,0,0,0,0.135320735433643,0,0,0.341682208963604,0,0,0,0,0,-0.278329219807456,0,0,0,0,-0.115350333769773,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0297953004152178
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0617263438227636,0,0,0,0,0,0,0,0.1617221401036,0,0,0.115621687516942,0,0,0,0,0,0,0,0,0,0.0720135826440172,0,0.298597571477437,0.0835499996853527,0.000673598493510359,0,0.0532266291432679,0,0,0,0,0,0.348340354262992,0.0120621438683219,0.0255168861651037,0,0,0.0150120970727531,0,0,0,0
X601601.CH.EQUITY,0,0.377623403451853,0,0,0,0,0.0867532820303006,0.0465590321148666,0.0730828420465937,0,0,0,0.108808811569097,0,0,0,0,0,0,0.188218828880875,0,0.160323587743421,0,0,0,0,0.065865585070594,0,0,-0.0266942775589522,0,0,0,0,0,0,-0.0907608469395317,0,0,0,0,0.186263666961182,0,0,0,0.0546558955238159,0,0,0,0,-0.0768764077430051,0,0
X000002.CH.EQUITY,0,-0.01704377193657,0,0,0.0409269599601526,0,0,0,0,-0.07045954968711,0,0.129609291876652,0,0,0,0,0,0,0,0,0,0,0.327748352014126,0,-0.158421055261958,0,0,0.494850090851275,0,0.0657066007381055,0,0,0,0,0,0,0,0,0,-0.0211729439684456,0,0,0,0.064413903129793,0,0,0,0.0199975904766063,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,4.33680868994202e-19,0.0968602835115131,0,0,0,0.130251141308246,0,0,0,0,0,0.244031110734755,0,0,0,0,0.0516758228656294,0,0.130425562164212,0,0,0,0,0.00494394682842537,0,0.0251138400406175,0,0,0,0.0716051451665486,0.0161874182972994,0.163772998182311,0.0117415967470027,0,0,0,0,0,0,0.0527347260206495,0,0,0,0,0.0691932186062807,0,0
X600000.CH.EQUITY,0,0.146360222904537,0,0,0.0799435165404656,0,0,0,0,0,0,0,0,0,0,0,0.323569698977874,0,0,0,0,0,0.12449937105261,0,0,0,0,0.0789713250655107,0,0,0,0,0,0,0,0,0,0,0,0.0118690290101255,0,0,0,0,0,0.0368499372177688,0,0,0,0,0,0,0.0290374749842149
X601066.CH.EQUITY,0,0,0.0480917714830706,0,0,0,0.0237412033488942,0,0,0,0,0.146561274429613,0,0.69341629472629,-0.103936668330032,0,-0.103726305449773,0,0,0,0,0,0.170236929002303,-0.115984013859354,0,-0.0855978876565687,0,-0.0914727817345036,0,0.0758594277093668,0,0,0,0,0,0,0,0,0,0.034305341968083,0,0,0,0.090801080425187,0,0.0277923467217122,0,0,6.93889390390723e-18,0,0,-0.140725766227005,0.0602463467879765
X601319.CH.EQUITY,0,0.0913597603486412,0.169358006331269,0,0,0,0,0,0,0,0,0,0,0,0,0.0186430016479916,0,0,0,0,0,0.145578845964402,0,0,0,0,0,0.0427349151457134,0,0,0,0,0,0.0273382868955704,0.172962015248489,0.100098864655008,0,0,0,0,0,0,0,0,0.0202323211650413,0,0,0,0.019995084895302,0.01545165469477,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.00140828058756535,0.0483913297553309,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0363093172998002,0,0,0,0,0,0.0180697195582722,0,0,0,0,0,0,0,0,0,0.512794466028129,0.3569128506876,0.146709546375809,0,-0.0661635029764297,0,-0.459303918576274,-0.141920466058546,0.04865808902025,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.00105089015255619,0,0,0.0675346335791971,0,0.0873903519125517,0,0,0,0,0,0,0.31473500051906,0.026698043334244,0,0,0,-0.0142250180777223,0,0,0,0,0,-0.0840970673635623,0.0248690561581022,0,0,0,0,0,0,0,0,0,0,0,0,0.359779304577457,0.0214204636225071,0,0.265876308021428,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.372942364520982,0,0.268445388057744,0,0.110618892230937,0,0,-0.164090484746035,0,0,0,0,0.0958999718838049,0,0.142171588444666,0.0232164762693428,0,0,0,0,0,0,0,0,0,0.370102412770543,0.035657085179239,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.126425930233637,0,-0.0566980206536401,0,0
X11.HK.EQUITY,0,0,0,0.030822059896321,0,0,0,0.0450872275706597,0.721384987736883,0.0967007063523244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179479142553809,0,0,0,0,3.46944695195361e-18,0,0.0649530171344403,0,0,0,0,0.152630629978004,0,0.0627094959298256,0,0,0,0,0,0,0,0,-0.00290533926841514,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.113769491354892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298428995348979,-0.00537006610062003,0,0,0,3.46944695195361e-18,0.123507084574238,0.0588744631296784,0,0,0,0.438424947804671,0,0,0,0,0,0,0,0,0,-0.21190448901473,0,0,0,-0.0955943194530533,0.224116213417861,0.210537845759168,0,-0.125011589913607,0
