,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0969779259623206,0.404155961074281,0.060242285143687,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139143743446163,0,0,0,0,-0.041866878712225,0.00552996373659679,0,0.0410448498467506,0.0649717994886997,0,0,0,-0.0828699852279932,0,0
X601318.CH.EQUITY,0,0,0.0642271314866256,0,0,0,0,0,0.115816113799477,3.46944695195361e-18,0.0337620410592354,0,0.0547363062705766,0,0,0,0,0.0751922671213667,0,0.143149345679497,0,0.0655805179960447,0,0,0,0,0,0.0832598570434848,0,0,0.0522394956220384,0,0,0,0,0,0,0.145553011488262,0,0,0,0,0,0,0,0,0,0.062142379397105,0,0,0,0,0.0956840780083575
X601939.CH.EQUITY,0,0,0,0,0.094425839117961,0,-0.03015336254012,0,0,0,0.0974165045565137,0,0,0,0,0,0,0,0,0,0.00806259909459759,0,0.619544023969902,0,0,0.15163621827167,0,0.099278735299728,0.0183023748788847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0920535966619184,0,0,0,0,0.206923392781926,0.0983927115237617,0,0,0,0,0.158453770269985,0,0.04897031541787,0,0,0,0,0,0,0,0.259597562020093,0.217450092292824,0,0,0.0307281538428874,0,0,0.0455327036676313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.100810839017607,0,0,0.102412812455637,0,0.451166846982075,0,0,0,0,0,0,0,0.0271722189262427,0,0,0,0,0,0,0,0,0,0,0,0,0.142126850880426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000881355592389443,0,0,0,0.0351168475520631,0,0,0,-0.0601738897862217,-0.0534454231467877
X601628.CH.EQUITY,0,0,0,0,0.0953150232050662,0,0,0,0,0,0,0,0,0,-0.182294775363083,0,0,0,0.0152507407442326,0,0,0.0564152942069704,0,-0.0120690538734893,0,0,0,0,0,0,0,0,0,0.641366062421154,0.0360422049046952,0,0,0,0,0,0,0,0,0,0,0,0,0.0749994277755147,0,0,0,0,0.209740275197162
X1299.HK.EQUITY,0,0,-0.129873037604729,0,0,0,0,0,0,0,0,0.127368815898819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851994577082004,0,0,0,0.128483054568929,0,0.0392721127136504,0,0,0,0,0,0,0.168334707465721,0,0.0462625588030718,0.278507315171435,0.09125620467029,0.157487388748188,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-8.67361737988404e-19,0.231510242902696,0.711289664709948,0,0,0,0,0,0,0,0.00686541745502544,0,0,0,0.0444891392703073,0,0,0,0.0724240426581795,0,0,0.103677955435458,0,0,0,0,0,0,0.0904021798476581,-0.119148219904633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343769334275258
X5.HK.EQUITY,0,0,0,0,0,0.00937812330712714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131363409293072,0,0,0,0,0.0846616863344465,0,0.176219081316093,0.0153658279575315,0,0,0,0,0,0,0,0,0,0,0,0.337377458744276,0,0,0.16220630546855,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.028345027432173,0.0588454600719317,0,0,0,0,0,0,0.063848466680393,0,0.15119868774822,0,0.112336144126957,0,0,0,0,0,0,0,0,0.177556315335914,0,0,0,1.73472347597681e-18,0.381703430123735,0,0,0,0,0.0301663753610037,0,0,0,0,0,0,0,0,0,0,0,-0.0101520736268014,0,0,0,0,0,0,-0.00629737825007097
