,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.674072095271378,0,0,0,0,0,0,0,0.00321495259313543,0,0,0.0849321975714492,0,0,0,0,0,0.0917498865065448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207965221462354,0,0,0.0578732428086686,0,0,0,0.0322657698963562,0,-0.0188704775608396,0,0,0,-0.0198272478449305,0,-0.0178420738478179,0
X601939.CH.EQUITY,0.252960774187853,0,0,0.371713422168121,0,0.151319597630315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320243144928825,0.0471847491942171,0,0,0,0,0,0.0826018889041045,0,0,0,-0.0126613092057536,0,0,0.0086634148403118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114684630152575
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.323452765453434,0,0,0,-0.0397222739296372,0.0300898739125208,0,0,0,0.131391861998301,0,0,0,0,0,0,0,0,0.0698439285353839,0,0,0,0,0,0.018031617364385,0.242075957179766,0,0.0746808045239999,0,0.0836278805389531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584490151586998,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.102924508742193,0.120514310628646,0,0,0.225354665862189,0,0,0,0,0.386001443483251,-2.77555756156289e-17,0,0,-0.187324639938093,0,0,0,0,0,0,0,0,0,0,0.0684193609025735,0,0,0,0.00595903768999069,0,-0.122582234936189,0.0299501379160708,0,0,0,0,0,0,0,-0.564687328466292,0,0,0,0,0,-0.286549944855886,0
X601988.CH.EQUITY,0.0510144365009676,0.00439890354177261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686320007331021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781985385066501,0,0,0,0,0,0,0,0,0,0.135179798257037,0.0807887211459836,0,0
X1299.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,3.46944695195361e-18,0.0599253090973641,0,0,0,0,-0.0337316685039121,0,0,0.278918715189553,0,0,0,0.0704991740436097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113581037219264,0,0,0,0,0,0,0,0,0.303093278023199,0,0,0.117013366068171
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256065,0.000775117816919061,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.00419517326406815,0,0.000700083101345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.13547811332712,0.0672944947354511,0,0,0,0,0,0,0,0,0,0,0,0.029582930929696,0.00342609293646155,0,0,0,0,0,0,0,0,0.0702684684294446,0,0,0,0,0,0,0,0,0,0,0.319930169006577,0,0,0,0,0,0.20995405298682,0.0698328239738378,-0.027153337512313,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0016222447124054,0,0,0,0,0,0,0.170594793296294,0,0,0.0379773602723101,0.147453636211696,0,0,0,0,0,0,0,0,0,0.251181829488844,0,0,0,0,0.03135590874341,0,0,0,0,0,-0.00875620144729865,0.0403775041029643,0,0,0.000780771862172158,0,0.252481017474932,0.0685600710698398,0,0.0396102574406996,0,0,0,0,0,0,0,0,0,0
