,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0145736318380579,-0.00657156618736537,0.239012577148998,0,0,0,0,0,0,0,0,0,0,-0.132046275597014,0,0,0,-0.199283189020962,0,0,0,0,0,-0.334284545085262,0,0,0,0.074492684290714,0,0.758698265221445,-0.188053173823339,0.18862403170339,0,0,0,0,0,0,-0.0246535758171563,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.055316842016165,0,0.030282425422901,0,0,0,0,0.0850714916968643,0,0,0,0,0,0,0,0,0,0,0.207773028470637,0,0,0,0,0,0,0.0261369949551593,0,0,0,0,0,0.348416338295539,0,0,0,0,0.208202965044602,0,0,0,-0.00950818731893225,0,0,0,0.0284463091591179,-0.0479182416963957
X601939.CH.EQUITY,0.273332432516195,0,0,0,0,0.0393926869628223,0,0,0,0.0217592179891555,0,0,0,0,0,0,0,0.0839855335299985,0,0,0.0297133630318769,0,0,0.0234065240699287,0,0,0,0,0.143447272140684,0.107229681669454,0,0,0,-0.114579807057655,0,0,0,0,0.415758549047566,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.106465086106327
X601288.CH.EQUITY,0,0,0,0,0,-8.67361737988404e-19,-0.0118181858650649,-0.237933686520705,0.196225614441541,0,0.392103377105175,0,0,0,0.208534256836533,0.0169323144428773,0,0,0,0,0,-0.044041463478481,0,0,0,0,0,0,0,0,0,0,-0.535602788679409,0,0,0,0,0,0,0,0,0.271860045341668,0,0,0.0259345651193999,0,0.0885087956158341,0,0,0,-0.10008848409988,0
X5.HK.EQUITY,-0.140573749370949,-0.0464605305375204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39438915166095,0,0,0.227773140739141,0,0,0.208534907940927,0,0.269666274591802,0,0,0,0,0,0,0,-0.0989644579540948,0,-0.0313667514648538,0,0,0,0,0,0,-0.145184026027547,0,0.16010445337385,0,0,0,-0.0286898465651156,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0186256520867211,0.0761220577686214,0.0926759265805538,0,0,0,0,0,0.255721063181941,0,0,0,0,0,0.0636417359186179,0.0893479855841921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782178686679251,0,0.156963974087067,0,0,0,0,0.257805548065687,0.193986778345124,0,0,0,0,0,-0.00732365436275255,0.019020763552979
X600036.CH.EQUITY,0,0.105104247878433,-0.0929230251623332,0,0,0,0,0,-0.056253818602004,0.235178349744145,0,0.389812210976185,0,0,0,0,0,0,0,0,-0.0612235178634215,0.250023158239322,0,0,0,0,0,0.0698915586090736,0,0,0,0.450026426870298,0,-0.260369374488711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208591325555062,0,0,0
X1299.HK.EQUITY,0,0.087400603441112,0,0,0.0717901454717475,0,0,0,0.0751802896126241,0,0,0,0,0.025764971515081,0.17900619755414,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.111022418602611,0,0,0,0.0264046543941508,0.249369112000858,0,0,0,0,0,0,0,0,-0.046867602366337,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0386849301923807,0.0357171928485408,0,0,0,0,0,0,0.00752140185857633,0,0,0.335828216264784,0,0,0,0,0,0,0.0487291765145014,0,0,0,0,0,0,0,0,0,0,-0.0585989806892109,0,0,0,0.0416954978425999,0,0.302154631361586,0.0939534743592892,-0.054597279614005,0,0,0,0,0,0,0,0,0,0,0,-0.11047891816881
X601328.CH.EQUITY,0,0,0,0,0,0,0.31473932761305,0,0,0,0,0.178151727765569,0,0,0,0,0,0,0,0,0.0456939203463187,0.26078851470996,0,0,0,0.0994375532697624,0,0,0,0,0,0,0,0,0,0,-0.168331735304782,0,0,0,0,0,0,0.0880408470184775,0,0,0,0,0,0,0,-0.217890677937206
