,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.391728222272145,0.0682551164339343,0.106021143266569,0,0,0,0,0,0,0.218053659250983,0,0,0,0,0,0,0,0,0,0,0,-0.000796260781141542,-0.0265276824019998,0,0.0199377882917569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642885562048471,0,0,0,0.114165425431282,-0.0552661962292385,0
X601939.CH.EQUITY,0.437066218396155,0,0,0.134192732588652,0,0,-0.167896987470028,0,-0.0135347601670021,0,0,0,0,0.231679529829804,-0.0509640318176116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257700032315795,0,-0.0800641857396053,0,0
X601318.CH.EQUITY,0,0,0,0,0.215558522192822,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0306499683367965,0,0,1.38777878078145e-17,0,0,0,0.185192199338877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258381118738053,0,0,0,0,0,0.221481482649538,0,0,0,0,0,0,0.104651704409532,0,0,0
X601288.CH.EQUITY,0.335059248689954,0,0,0,0.260439461583293,0,0,0,0,0,0.0231721373521906,0,0,0.11247666507147,0,0,0,0,0,0.100700547834512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120873239048119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,6.93889390390723e-18,0.498278524938418,0,0,0,0,0,0.301869504279346,0,0,0,0,0,0.00245867834748109,0,0.0222062983352183,0,0,0,0,0,0,0,0,0.103961804919722,0,0,0,0,0,0,0,0,0,0,-0.386362583749528,0,0,0,0,0,0,0.213413994129122,0,0,0,0,0,0,0,0.476191779732429
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.314144897767244,0,0,0,0,0,0.0789596038623143,0,0,0,0,0,0.00868123068557518,0,0,0,0,0,0.174834503741006,0.0471673178729792,0,0.0759370147223367,0,0,0,0,0,0,0,0,0.172068141137178,0,0,0,0,0.0988142320013821,0.0263198379546231,0,0,-0.00230794729667438,0,0
X1299.HK.EQUITY,0.0777758497563403,0,0,0,0,0,0,0,0.136038932317943,0,0,0,0,0.0977225896803783,0,0,0,0,0,0,0,0,0.00816798215850099,0,0,0,0,0,0.226912969075175,0,0,0,0,0,0,0.175056642296883,0,0,0,0,0,0,0.0667911678376079,0.00223381639662984,0,0,0.10723133247089,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415096775753096,0,0,0,0,0,0,0,0,0.13639031855257,0,0,0,0.515166720862635,0,0,0,0,0,0,0,0,0,0,0.211219987373244,0,0,0,0,0,0,0,0,0.0490744585283691,0,0,0,0,0
X601628.CH.EQUITY,0.037430320847936,0,0.0651959386876486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202593356545806,0,0,0,0.194760165670872,0,0,0,0,0,0,0.0900226432853661,0,0,0,0,0,0,0,0,0,0,0,0,0.0826762555562817,0.0415362247338546,0,0,0,0,0.0397865253083699,0,0,0.0918916298750759,0,0.0107513467135722
X601658.CH.Equity,0,0,0,0,0.213814299528117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288618102038067,0,0,0,-1.73472347597681e-18,0,0.0361904263143161,0,0.376011821382492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27037222237873,0,0,0,0
