,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.313755166765718,0,0,0.0835655177974879,0,0,0,0,0,0,0,0,0.0291028517517287,0,0,0,0,-0.0815162779103501,0,0,0,0,0,0,0,0,0,-0.0238446245631996,0,0,0,0.161106747647523,0,0,0,0.00345680777285743,0,0,0,0,0,0,0,0,0.260680968372415,0,0,-0.0566516565143532,0,0
X601318.CH.EQUITY,0,0,0,0,0.0150637282987555,0,0,0,0.14759954220463,0,0.0523365619490762,0,0.104721863961134,0,0,0,0,0,0.220277013599556,0.231335721398329,0,0,0,0,0.00603677285639379,0,0,-0.0183221909780454,0,0,0,0.0795293544264636,0,0,0,0,0,0.0496370025632341,0,0,0,0,0,0,0.0138832705330739,0,0,0,0,0,0,0,0.0807121383591862
X601939.CH.EQUITY,0,0,0,0.302946480402774,0,-0.118459603899074,0.0232949232715312,0,0,0,0.0225892805993252,0,0,0,0,0,0,0,0,0,0.00138273380778023,0,0.748764746289353,0,-0.243641804229026,-0.128286837099865,0,0,0,0,0,0.0658898561824865,0,0,0,0,0,0,0,-0.120029477028221,0,0,0,0,0,0,0,0,0,0,0,-0.0888051766117843,0
X601288.CH.EQUITY,0.21283553343324,0,0.0323000653067635,0,0.0558573111162338,0,0.343192214682741,-0.0973819545341063,0,0,0.0487459109302932,0,0,0,0,0.0670805551668669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162917628252041,0,0,0,0,0,0,-0.10755479461621,0
X601628.CH.EQUITY,0,0,0,0.0739449102913984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221696366836311,0,0,0,0.0786441489633675,0,0,0.154098648863375,-0.183562942570089,0,0,0,0.0505678183068019,0,0,0,0.49140844017463,0.0562529038177386,0,0,0,-0.0156665409016053,0,0,0,0,0,0,0,0.0590970309714039,0,0,0,0,0,0.0462919927255562
X600036.CH.EQUITY,0,0.194756577998934,0,0,0.104015676749442,0,0.0817587756130646,0,0,0,0,0,0.227369037829442,0,0,0,0,0,0,0,0,0,0,0.307409553545915,0,0,0,0,0,0,0.137364868985788,0,0,0,0,0,0,0,0.0528621403507924,0,0,0,0,0,0,0,0.0207397821689667,0,-0.0624233548242559,0,0,-0.0100023318781161,-2.16840434497101e-19
X601988.CH.EQUITY,0,0,0,0,0,0.330393727385946,0,0,0,0,0,0,0,0,0,0.505107150406406,0,0,0,0,0.0388769626118103,0,0,0,0,0,0,0,0,0,0.0101318642748047,0.142857917041913,0,-0.0681749444260134,0,0,0,0,0,0,0,0,-0.0140430455975961,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.330151300112012,0,0,0,0,0,0,0.0530333014307787,0,0,0,0,0,0,0,0,0,0.0568450455489552,0.0466787727018145,0,0,0,0,0,0,0,0,0,0.0537116733922871,0,0.154146075018428,0,0.119833441401513,0,-0.0373414364234851,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456798866526497,0,0,0,0,0,0.0945434563701992,0,0,0,0,0.595415200164375,0.0500610322849365,0,0,0.0604205356047367,0.0526988418553278,0,0,0,0,0,0,0,0,0.180987240331437,0,-0.106702335786507,0.0979010449506448,0.0519342022664415,0,0,0.12030533794397,0,0.171305711346512,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.15372608243374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00828653242339352,0.468442336039705,0.0743075195328286,0,0,0,0,0.124464499397855,0,0,0.218306393311774,0,0,0,0.0886124009083716,0,0.0462270042368035,0,0,0,-0.207582763655926,0,0.0789815455549492,0.121148014440324,0,0,0,0.0734896296192079,0,0
