,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0669267248968307,0,0,0,0,0,0.0225830498436182,0,0,0,0.188133580574516,0,0,0,0.437074862741381,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136227321077088,0.463872778350673,0,0,0,0,0,0,0,0,0,0.0755385272488552,0,0.0329916959792113
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0465421566361759,0,0,0,0.0620806195955616,0,0,0,0,0.160549207843071,0.0727324803607102,0.104991703724765,0,0.00889762025359371,0,0,0,0,0.101473067854883,0,0.0743670279202261,0,0,0,0,0,0,0,0.266105720494518,0,0,0,0.129708284111875,0,0.0345350532294686,0,0.109328743492691,0,-0.017236889737149,0,0,0,0,0,0
X601939.CH.EQUITY,0.30304844655426,0,0,0,0,0,0,0,0,0.0550125690863501,0,0,0,0,0,0,-0.181498501782884,0,0,0.165001495400551,0,0,0.247478453983866,0,0,0,-0.274844774637474,0,0,0,0,0,0,0,-0.11194941873773,0,0,0,0,0.0081101830462591,0.499727084615833,0,0,-0.0345018094884468,0,0.0513291152376737,0,0,0,0,0,0.164940136086248
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0519632153098286,0,0.153725520229048,0,0.259763231970069,0,0.0214983991108642,0,0.348609589644405,-0.103900142120507,0,0,0,0,-0.0726633019373703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.145542172758845,0.395610780279568,0,0,0,0,0,0,0,0.170939643583669,0,0,0,0,0,0,0,0.089776516327013,0,0,0.0351265583564511,0.0436611599544193,-0.138094714610847,0,0,0,0,0,0,0,0,0.0535353134215264,0,0,0.131042692622559,0,0,0,0,0,-0.186027058145422,0,0,0.123726142122676,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.284168987267909,0,0,0,0.135807532551153,0,0.104880866148917,0,0,0,0.149009875998481,0,0,0.0403604495032753,0,8.67361737988404e-19,-0.0307917559186683,0,0,0,0.0676437827260034,0,0,0,0,0,-0.227656221216348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990817504446176,0,0
X1299.HK.EQUITY,0,0,0,0,0.161064973969174,0,0,0,0,0,0,0,0,0.0147775601532312,0,0,0,0.185029831919188,0,0,0,0,0,0,0,0.0673294061873004,0,0.0215999165402292,0,0.113197733095094,0,0,0.127241130065032,0,0,0,0.386344078583741,0,0,0,0,0,0,0,-0.216796851060317,0,0,0,0,0,0,-0.044134027701281
X600036.CH.EQUITY,0,0.0592898083789111,0,0,0,0,0,0,0,0.526322076961364,0,0,0,0,0,0,0.070094386698028,0,0,0,0.241542937942699,0,0,0,0,0,0,0,0.147636921512417,0,0,0,-0.197997926581024,0,0,0,0,-0.166477495843732,-0.00286042339188063,-0.0236012954691024,0,0,0,0,0.192274471077559,-0.0511641207892984,0,0,0,0.0305323225029701,0,0
X601628.CH.EQUITY,0,0.109675927475805,0.0100679559208837,0.0497678954465564,0,0,0,0,0,0,0,0,0,0,0,-0.0495399532581281,0.179445903541276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134930585260738,0.215819458535493,0,0,0,0,0,0.243502358017798,0,0.0774928545500767,0.13564167106252,0,0,0,0,0,0,-0.0631528986293225
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.701316016449997,0,0,0,0,0,0,0,0,0,0,0,0,0.134829586500188,0,0,0,0,0,0.0383726570230528,0,0,0,0,0,0,0,0,0,0,0,-0.00868285113893279,0,0,0.0228289326623515,0,0,0,-0.181971740149712,0,0,0,0.0395040164621318,-0.0118397019964541,0
