,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.113018717190833,0,0.0508379661249137,0,0,0,-0.0755901934619842,0,0,0,0.496015500704303,0,0,0,-0.072228402478584,0,0,0,0,0,0,0,0,0,0,0,0,0.0561493732692542,0,0,0,0,0,0,0,0.0887688569137992,0,0,0,0,0,0.216237209747052,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0577251556120932,0,0.127409829464888,0,0,0.122796362508386,0,0.100651408183764,1.38777878078145e-17,0,-0.101425987008296,0.111035935372724,0,0,0,0,0,0,-0.0703556059820387,0,0,0,0,0,0,0,0,0,0,0,0,0.163229972852378,0,0,0,0,-0.222106037339689,0,0.315845447398587,0.175011610483557,0.1716482386224,0,0,0,0,0,0.228623080872824,0,0,0
X601939.CH.EQUITY,0.337114080555054,0,0,0.288732937727,0,0.0969830061473353,0,-0.0381377300010653,0,0,0,0,0,0,0.140822836101107,0.0375674267943943,0,0,0,0,0,0,0,0.0696565798304625,0,-0.0741574108327268,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0981974951814719,0,0,0.320402964239632,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0
X601288.CH.EQUITY,0.419496624715236,0,0.104873461935325,0,0,0.208642112563494,0,0,0.0738250668861794,0,0,0,0,0,0,-0.047103185502932,0.0574011211476779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159804716816831,0,0,0,0,0,0,0,0,0.176833611308369,0,0,0,0
X5.HK.EQUITY,0,0,0,0.250748911750203,0,0.109642930514123,0,-0.334989826678842,0,0,0,0,0.0549261700579712,0,0,0,0,0,0,0,0.471330079943628,0,0,0,0,0.399191550235061,0,0,0,0,0,0,0,0.0353799552462168,0,0,0,0,0,0,0,0,0,0,0,0,0.203947105312721,0,-0.106655730184614,0,0,0,0
X601988.CH.EQUITY,0.164518230486134,0,0.258535983636758,0.037274497905531,0,0,0,0,0.111850468639524,0,0.125787030215991,0,0,-0.222809305536261,0,0,0,0,0,0,0,0,0.0482780897304273,0.197378503026921,0,0,0,0.0316080028397273,0,0,-0.0513286488106501,0,0,0,-8.67361737988404e-19,0,0.0326041137247492,0,0,0,0,0,0,0.114889767798011,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.144015403402222,0,0,0,0,0.162442112822704,0,0.338411723035479,0.100903093690293,0,0,0,0,0.142799530441018,0,0,0,0,0,0,0,0,0,0,0.0976476735255654,0,0,0.0311575758459181,0,0,0,0.0897538071423719,0,0.0108971009334008,0,0,0,0,0,0,0.0094414461296255,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0282730811486619,0,0,0,0.179918990824132,0,0,0,-0.144994667005528,0,0,0,0,0.295989971956865,0.304614841113343,-0.060875422846676,0,0,0,0,0,0.146130570885853,0,0,0.0865011529603452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00797586429900939,0,0.0863300774162558,0,0,0,0,0,0.0253799355086768
X601628.CH.EQUITY,0.25781003014281,0.225085073539884,0,0,0.0199044656808688,0,0,0,0,0,0.0208312811729367,0,0,0,0,0,0,0.00292281416376626,0,0,0,0,0,0,0,0,0,0.0426417080940539,0,0,-0.00395545790726516,0,0,0,0,0,-0.026060514389933,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0313971322727746,0,0,-0.164582649653937,0,0,0.152942736584182
X601658.CH.Equity,0,0,0,0,0,0,-0.0528956855468823,0,0.0773914157775175,0,0,0,0,0,0,-0.190250941092631,0,0.0420612067014578,0,0,0,0,0,0,0,0,0,0,0,0,0.118832141514765,0,0,0,0,0,0,0.0611175618405712,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517734112224967,0,0
