,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.563645012119566,0.0480794246947894,0.0303054278976949,0,0.0664995625659776,0,0,0,0,0,0,0.0467492731954521,0,0,0,0.0178691757613207,0.0620530266023513,0,0,0,0,0,0.06860617428051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.096484513916347,0,0,0,0,0,0,0,0,0,0,0.186039590614479,0.0406421094968501,0,0,0,0,0,0,0.0496986524428929,0.0902766118258607,0,0,0,0,0,0,0,0,0,0.168987809413582,0,0,0.328730507849055,0,0,0,0.0159587566323769,0,0.0274477227778214,0,0,0,0,0,0
X601939.CH.EQUITY,0.343235117462739,0,0,0.146574783671486,0,0.187790246176642,0,0,0,0.049424773853319,0.0961202572387086,0,0,0,0,0,0,0,0,0,0,0.00107844201358184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606200430258857,0,0,0,0.0110500598915576,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.436908655708581,0,0,0,0,0,0,0,0,0.176269616246949,0,0,0,0,0,0,0,0.12765652444729,0,0,0,0,0,0,0.0559345800629152,0.042466137960508,0,0,0.0866221566620031,0.117980270063699,0,0,0,0,0,0,0,0,-0.0459791167752509,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.191444996352837,0,0,0,0,0,0,0,0,0,0,0.192326515331218,-0.164994939604317,0,0,0,0,0,0,0,0.389915283845028,0,0,0,0.0857161056374144,-0.340489175780784,0,0,0,0,0,0.381467963095512,0,0,0,0,0,0,-0.0413897727748714,0,-0.353160812830458,0,0,0,0,-0.290579149879534,0
X601988.CH.EQUITY,0,0,0.283986107239343,0,0,0,0,0,0.0103685071507345,0,0,0,0.0796873741385289,0.0871780983158639,0,0,0,0.0425509241500664,0,0,0,0,0,0.401946119391304,0,0,0,0,0,0.00727548083196975,0,0,0,0.135849398227906,0,0,0,0,0,0.0557413863861473,0,0,0,0,0,0,0.00144396416033184,0,0,0.0394778167560245,0,0
X600036.CH.EQUITY,0,0.0990691965182931,0,0,0,0,0,0,0,1.38777878078145e-17,0.100223123297185,0,0.289715407506059,0,0,0,-0.0542904157526151,0.00585000516615101,0.0957637927456106,0,0,0,0,0,0.347998965399228,0,0,0,0,0.0363947875852775,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034120336015932,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0458842807771693,0,0,-0.0904053437494711,0,0,0,0.140259412111962,0,0,0,0,-0.0337523189085758,0,0,0.266479572354721,0,0,0.0509472109577968,0.0650853034778956,0,0,0,0,0.0249148603577954,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263150340618034,0,0,0.248905972705269,0,0,0,0,0.138351406214553
X601628.CH.EQUITY,0,0.0134859779277534,0,0.00352972302145995,0,0,0,0,0,0,3.46944695195361e-18,0.029199271258197,0.194490194860478,0,0,0.0228295189794858,0.0161957548354186,0,0,-0.0455237456354805,0,0,0,0,0,0,0.243940583092127,0,0,0,0,0,0,0.255149166949734,0,0,0,0,0,0,0,0.129763382073039,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.141858526848058,0,0,0,0,0.00962095530187241,0.000938459430321559,0,0,0,0,0.112403043177575,0,0,0,0,0,0,0.0326014454958233,0.101826998798867,0.0188467830682337,0,0.0219041893010136,3.46944695195361e-18,0,0.0784638584652619,0,0,0,0,0.112536821097332,0,0,0,0,0,-0.0217940138677989,0,0.1648961257509,0.224809963739909,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0884412597393663,0.0496253344740593,0,0,0.156551101323146,0.135453264416582,0,0,0,0,0,0,0,0,0.0204669233111607,0,0,0,0,0,0,0,0.119772710090417,0.151470214453529,0,0,0,-0.00693204444454828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119883741057568,0,0,0,0,0.048309601275108,0,0.0223169564145324
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.290110809576406,0,0,0,0,0,0,0.107680800817647,0,0.0435007564504847,0,0,0,0,0,0.385445373885604,0,0,0,0,-0.147628689442981,0,0.0144406258377788,0.622205276141021,0,0,0,0,0.0686235960210322,0,0.119859374356375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389709741454686
X600000.CH.EQUITY,0,0.0471699577511446,0,0,0,0,0.186665421946382,0.102140034529085,0,0.147100473047943,0.0314754573691134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172176836708236,0,0,0,0,0,0,0,0,0,0,0.0145273990396983,0,0.0986535968993169,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118234066128071,0.222551154414756,0,0.377979450316422,0,-0.418689456131009,0,0,0,0,0,0,0.123404329981414,0,0,0,0,0,0,0,0.16052121366977,0,0.145258361737956,0.142355668652576,0,0,0,0,0.175759675549409,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.154115597122354,0,0,0,0,0,0,0,0,0,0,0.121684979401977,-0.196804436294164,0,0,0,0,0,0,0.0785815050152763,0.0358101075859215,0.125803735903258,-0.00481337757367521,0.23136632162901,0,0,0,0.122612213092089,0,0.246124246155781,0,0,0,0,0,0,0.10715306067332,0.229339045410358,0,-0.0122493967050668,0,0,-4.33680868994202e-19,0
X000002.CH.EQUITY,0,0,0,0,-0.0108041445847518,0,0,0,0,0,0,0,0,0,0,0,-0.0417578903061751,0,-0.00284340568194385,-0.0590989642440568,0,0,0.0564161534003714,0,0,0.118758319692501,0,0.117019637252205,0,0,0,0,0,0,0,0.0643279500887781,0.737204314626451,0,0.0820464035578631,0,0,0,0,0,0,0,0,0,0,0,-0.0654911396309566,0
X2388.HK.EQUITY,0,0,0,0,0.164798081834188,0,0,0.0591014676459636,0,0,0,0,0,0,0,0,0,0,0.0233905820092835,0,0,0.0793415972372961,0,0,0,0.038676052023555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602186162347796,0,0,0,0,0
X601601.CH.EQUITY,0.168666617333215,0.176060994081962,0,0,0,1.38777878078145e-17,0.0064266298710001,0,0,0,0,0,0,0,0,0,0,0,0.0757099437589108,0,0,0,0,0,0,0,0,0,0,0,-0.0311944275362111,0,0,0.160336768631194,0,-0.00378457521993909,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.296657623098553,0,0.0425894947936129,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0.499829599151542,0,0,-0.102245550750892,0,0.109225613065031,0,0,0.0352807162409992,0,0,0.0415015239824974,0,0,0,0,0,0.0756978889054549,0,0,0.175986894497352,0.0735399891292939,0,-0.0339292125581022,0,0,0,0.0438345894251524,-6.93889390390723e-18,0,0,0,0.00198439288034702,0,0,0,0,0.0887750098012125,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683045218949642,0,0,0,0,0,0,0,0.0330904005138932,0.173001378649354,0,0,0,0.505945243754421,0.20353929011094,-0.268029959447484,0,-0.249812167586174,0,0,0.0967135975329042,-0.174945809225825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282862892207101
