,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240296003778616,0,0,0,0,0.422175436177968,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0734111688269951,0,-0.210652665494209,0.504063601969296,0,0,0,0,0,0,0,0,0,0.104196238693715,0,0.0159491387409926
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.141480331682252,0,0,0,0,0,0,0,0.0384007365437677,0,0.0707816838019153,0,0.0517154087291653,0,0,0,0,0.122169885057459,0,0.0508556091347616,0,0,0,0,0,0,0,0.24909112012985,0,0,0,0.232077007412554,0,0.00658760274344609,0,0,0.0338522337290218,0,0,0,0,0,0,-0.0128970870604318
X601939.CH.EQUITY,0.253736709405634,0,0,0,0,0,0,0,0,0.0352518086528646,0,0,0,0,0,-0.0128641692293753,0,0,0,0,0,0,0.0563745774095053,0,0,0,-0.141868105382205,0,0,0,0,0,-0.000303751417546827,0,0,0,0,0.0472946533477726,0,0.048145674440623,0.511933811757695,0,0,0,0,0,0,0,0,0,0,0.116907984047525
X601288.CH.EQUITY,0,0,0,0,-0.243669403937353,0,-0.238307284065205,0,0,0,0.817776120205098,0,0,0,0.0470550890988807,0,0,0,0,-0.148644531821252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101182195702566,0,0,0.103393018434207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135546028952658,0.403614978147417,0,0,0,0,0,0,0,0.182255545429899,0,0,0,0,0,0,0,0.0608239774276144,0,0,0,0.0351180672090268,-0.133449380501213,0,0,0,0,0,0,0,0,0,0.0692501719543305,0,0.158502345797956,0,0,0,0,0,-0.171525054620716,0,0,0.118253101895741,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.273229662644485,0,0.042987217664428,0,0.0430454581999223,0,0.109118365342988,0,0,0,0.130669230255497,0,0,0.0968180848714918,0,-0.0307372737647973,0,0,0,0,0.0495577658581897,0,0,0,0,0,-0.270041054205246,0,0.107241358984567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880668510085242,0,0
X1299.HK.EQUITY,0,0,0,0,0.284796351868911,0,0,0,0,0,0,0,0,0,0,0,0,0.129023792368661,0,0,0.06023901818162,0,0,0,0,0.0682569586501421,0,0.120632110078219,0,0.0946113415983403,0,0,0,0,0,0,0,0.311321140348229,0,0,0,0,0,-0.202526592342169,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.115559086786121,0,0,0,0,0,0,0,0.375651028105935,0,0,0,0,0,0.111911986187278,0,0,0,0.27809981851909,0,0,0,0,0,0,0,0,0.166735415380878,0,0,0,0,-0.124545313881977,0,0,-0.148458739555816,-0.159665325050068,0,-0.0852324810171833,0,0,0,0.265910399681729,0,0,0,0,0,0,0,0.0158146809495092
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.755855112342471,0,0,0,0,0,0,0,0,0,0,0,0.147906660532967,0,0,0,0,0,0,0.0386977630267385,0,0,0,0,0,0,0,0,0,0,0,-0.00949454348342673,0,0,0.020725740462706,0,0.00343341498771472,0,-0.204208449540039,0,0,0,0.0517780520203947,0,0
X601166.CH.EQUITY,0.135159674639401,0,0,0.262410670935187,0,0,0,0.0965453068747337,0.00217141290770696,0,0,0,0.307757764830138,0,0,0,0,0,0.034232739035349,-0.0147961817021979,0.0253544491529975,0,0,0,0.0532509893802488,0,0,0,0,0,0,0,0.117087492223555,0,0,0,0,0,-0.164453674374431,0,0,0,0,0,0,0,0,0,0,0.0624899844134025,0,0
X601319.CH.EQUITY,0,0,-0.0103827000930628,0,0,0,0,0,0,-0.0230623881834993,0,0,0,0,0,0,0,0,-0.19606445422111,0.0586608915970671,0,0,4.33680868994202e-19,0,0,0,0,0.00575156262012012,0,0,0,0,0,0,0,0.199288636337334,0,0,0,0,0,0,0.470476725328259,0,0,0.0750558452370624,0,0,-0.0271912948536167,0,0,0.0596819993354849
X600000.CH.EQUITY,0.0095896888565339,0,0,0,0,0,0,0.0280707615051595,0,0.208818957551523,0.470363614391001,0,0,0,0,0,0,0,0,0,0.0405717559624098,0,0,0,0,0,0.332845005416861,0,0,0,0,0,0,0,-0.0776815526240471,0,-0.195513558553651,0,0,0,0,0,0,0,0,-0.072894241459595,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,-0.0854129391386723,0,0,0,0.0577083352235174,0,-0.0292192599269433,0,0,0,0.144375320260751,-0.191286838810755,0,0,0,0,0,0,0,0,0,0,0,0,0.342568704434149,0.156228687500839,0,0.222098472869381,0,0,-0.0357066757714749,0,0.56149246609526,0,0,0,0,0,0,0,0,0,0,-0.0266967657087503,0,0,0
X000002.CH.EQUITY,0,0,0,0,-0.0961921229267223,0,0,0,0,0,0,0,0,0.0190916333806423,0,0,0.0822281191733194,0,0,0,0,0,0,0,0,0.234240354692423,0,0,0,0,0,0,0.265541584148107,0.450196391056598,0,0,0,0,0,0,0,0,0,0.147002327492539,0.0752738417180618,0,0,0,0,0.100661671140771,0,0.0328007620523721
X11.HK.EQUITY,0.019087623633359,0,0,0,0.0548565080786667,0.131827014791217,0,0,0,0,0,0,0,0,0,0,0,0,0.31266354913152,0,0,0,0,0,0,0,0,0,0,0,0.579054397667521,0,0,0,0,0,0,0,-0.232980607100041,0.0484773954113037,0.0644018811746716,0,0.39647890088688,0,0,0,0.0144486836323971,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.104650783581694,0.157232643739842,0,0,0,0,0,0.110959868769819,0,0,0,0,-0.109719741626693,0,0,0,0,0,0.134770225779343,0.0841871538185162,0,0,0,0,0,0,0.120475811333209,0,0.0439070959124422,0,0,0,0,0,0,0,0,0,0,0,0,0.0629099824174306,0,0.00545372180169234,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151221050766111,0.0232484147430306,0,0.57198433306789,0.0402529902204633,0,0,0.00880231447355021,0,0,0,0,0.14890650914295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.221498551652103,0,-0.187889363155597,0.214320922753023,-0.466866545076366,0,0,0,0,0,-0.154370974255997,0,0,0,0,0,0.591959599536311,0,0,0.300508448753997,0,-0.311433011095496,0,0,0,0.121930443433271,-0.156602410339685,0,0,-0.240863204131218,0,0.305250922550923,-0.113612594767397,0,0,0,0,-0.041171825516098,0,0.03633633101597,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0243484235124662,0,0.00146715129609068,0,0,0,0.141224462197046,0,0,0,0.0845430887149609,0,0,0,0.356951761076584,0,0,0,0.0169973199090172,0,0,0,0,0,0,0,0,0,0,0,0,0.064485482046925,0.0671036403468828,-0.42307020539027,0,0,0,0,-0.235914918387799,0,0,0,0,0,0
X688.HK.EQUITY,0,0.0490930433445861,0,0,0,0,0.178757133111043,0,0,0,0,0,0,0,0,0.0269310280949938,0,0,0,0.0580984637909549,0,0,0.126811978659009,0,0,0,0.201190267934556,0,0,0,0,0,0,0,0,0,0,0,0,-0.0662621272771485,0.318368814169934,0,0,-0.115964115975828,-0.246299323813038,0,0,0,0,0,0,0.0147087895415867
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409572461005038,0,0,0,0,0,0,0.292179036837204,0,0,0.281158580196285,0,0.35109585308834,0,0,0,0,0,0.0340480565409856,0.0010656987149767,0,0,0,0,0,0,0,0
