,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00572318691880769,0.170697386222442,0,0,0,0,0,0,0,0,0,-0.269686677341311,0,0,0,0,0,0,0,-0.0622167223678868,0,0,0,-0.28895214227284,0,0,0,0,0.770009588332972,-0.122703927588867,0,0.351244134256718,0,-0.0823686030851461,-0.0117990778658275,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152457639607503,0,-3.46944695195361e-18,0.0289108460395307,0,0,0,0,0,0.027385538679924,0,0,-0.0264036962483877,0,0,0,0,0.0226071137158759,0.143402572150849,0,0,0,0,0.0843570904696958,0,0,0,0,0,0,0,0.476732498486365,0.0386410026818321,0,-0.0606601855389508,0.0299184342986126,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.281767739381905,0,0,0,0,0.0146016750023348,0,0,0,0.0401893938162633,0,0,0,0,0,0,0,0,0,0,0,0,0.0432114857774548,0.0935453963139696,0,0,0,0,0.193681717036684,0,0.0862819591107848,0,0,0,-0.107140547754922,0,0,0,0.410202685653518,0,0,0,0,3.46944695195361e-18,0,0,0,0,8.67361737988404e-19,0,0,0.151665030489462
X601288.CH.EQUITY,0,0,-0.0026544532103982,0,0,0,-0.0372517015916904,-0.170337533463081,0.200785720336726,0,0.422790486454416,0,0,0,0,0,0.0406914570276391,-0.0450952381473533,0,0,0,0,0,0,0,0,0,0.0499189686468273,0,0,0,0,0,-0.729660148652517,0,0,0,0,0,0,0,0,0.137819493943281,0,0,0,0,0.28606238370273,0,0,-0.112765592902252,0
X5.HK.EQUITY,-0.180216407367875,0,0,0,0,0,0,0,0,0,0.0128658079733826,0,0,0,0.0404338242088554,0.246330881007017,0,0,0.0942735551925404,0,0.208840911978127,0,0.485279410881109,0,8.470329472543e-22,0,0,0,0,-0.242498757965781,0,0,0,0,-0.00719450183635192,0,0,0,0,0,-0.0966115650041474,0.19241041087764,0,0,0,-0.138200251167036,0,-0.0886080102639803,0,0.0219393376640093,0,0
X601988.CH.EQUITY,0.207007948279202,0,0,0.582940716695596,0,0,0,0,0,0,0.112413834777217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243973094399186,0.0549821405116134,0,0,0,0,0,0,0,0,0,0,0.228762332222642,0,0,0,0,0,0,0.0429976943899311,0,0,0,0,-0.0162527746999302,0.09949445388032
X600036.CH.EQUITY,0,0.413503149899049,-0.0631507665654142,0,0,0,0,0,-0.124449966723076,0.545578418814134,0,0,0,0,0,0,0,0.00387674254526578,0.109681601127852,0,0,0,0,0,0,0.110648762793537,0,0.044826578515076,0,0.339768052194122,0,0,0,0,-0.333817442161483,0,0,0,0,0,0,0.114114451937989,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.0064719912974428,0,0.0888918432101772,0,0,0,0,0,0,-0.0399141172100202,0,0.0539230670127334,0,0,0.149249662246572,0,0,0,0,0,0,0.0439888532640106,0,0.204506001466182,0,0,0,0,0.125099865781394,0.162276371831921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0184628651597703,0,0.0109870554739572,0,0,0,0,0,0,0,0,0,0.272771360746565,0,0,0,0.000867711322097545,0,0,0,0,0,0.0834222147268326,0,0,0,0,0,-0.0114026895039786,0,0,0,0,0,0,0,0.28982700386743,0,0,0,0,0,0,0,0,0,0,0.106049249041185,-4.33680868994202e-19,0,-0.0546942314346283
X601328.CH.EQUITY,0,0,0.0476323061460686,0,0,0.13072846682526,0.247636743878301,0,0,0,0,0.0513832300108012,0,0,0,0,0,0.24135109852569,0.170412560606381,0,0,0.0156995507817569,0,0,0,0,0,0,0,0,0,0,-0.158875176450881,0,0,0,0,0,0,0,0,0,0,0,0.157934419802779,0,0,0,0,0,0,-0.415914257441771
