,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0210408756566431,0,0,0.178658023303532,0,0,0,0,0,0,0,0,-0.0106131705580233,0,0,0,0,0,0,0,0.0418781276882573,0,0,0.113399276368958,0,0,0,0,0,0,0,-0.16516186921897,0,0.0639760043549365,0,0,0.224541240534025,0,0.0389016774585835,0,0,0.0877111427118409,0,-0.120834527582892,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0,0,0
X601939.CH.EQUITY,0.241316963929264,0,0,0,0.0172190151671692,0,0,0,0,0,0,0,0,0.179863729998237,0,0,0,0,0,0.184838314283436,0.069866940948402,0,0,0,0,0,0,0,0,0,0,0,0,0.0676687590110035,0,0,0,0,0.0645632160994454,0,0,0.124405057259579,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350255140316523,0.00154787509956542,0.0947222959264001,0,0,0,0,0,0.13111393121711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13004984128893,-0.0511589564658041,0,0,0,0.117148215146019,0,0,0.232239063303499,0,-1.73472347597681e-18,0,0,0,0.127863608443414,0,0,0,0
X5.HK.EQUITY,0,-0.20070652707078,0,0.412216722596383,0,0,0,-0.101860892711038,0,0,0,0,0,0,0,0.00555160043985012,0,0.0619340401176898,0,0.117410045666512,0,0.484530128010823,0,-0.236972520039797,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0330269881826767,0,0,0,0.0369569192458471,0,0,0,0.13173022701257,0,0,0,0,-0.221601866174478,0,0,-0.16298599508526,0
X601988.CH.EQUITY,-6.93889390390723e-18,0,0.0419332333797136,0.280929710847569,0,0,0,0,0.0286083103857657,0.163188704778372,0.308802544413078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645525377914506,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0718639094910427,0.0249784281125827,0,0.205056736410354
X600036.CH.EQUITY,-0.0382688077745399,0.20245046763636,0,0,0,0,0,0,0,0,0,0.0969261671657856,0,0.28051768075614,0,0,0,0,0.143664230140146,0,-1.73472347597681e-18,0.0861877421577673,0,0,0,0,-0.0441484585482044,0,0,0,0,0,0.131077137183713,0,0,0,0.0660378344395692,0,0,0.0419843875250836,0.178746546224511,0,0,0,0,0,0.0643983345573346,0,0,0.0974607093629492,0,0
X1299.HK.EQUITY,0,0.099650296549487,0,0,0,0,0,0,0,0,0,0,0,-0.0140796836034931,0.0895160117888806,0,0,0.126034284209438,0.234366616512367,0,0.182654528184584,0.158518127225842,-0.0212211539693193,0.100135059709142,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.240199822821832,0,0,0,0,0,0,0,0,0,0,0,0,-0.0544022705890937
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0.0413241352951175,0,0,0,0,0,0,0,0,0,0,0,0.129406795366334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052426165245244,0,0,0,0,0,0.300781772614196,0,0,0,0,0,0,0,0,0,0.153786804974357,0,0
X601166.CH.EQUITY,0,0,0.0837402750354672,0,0,0.117899243766833,0,0,0,0,0,0,0,0,0,0,0.210024331034539,0,0,0,0,0,0,0,0,0,0.0735564602624968,0,0,0,0,0,0.382994351431246,0.212458901853176,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0332492768182968,0,0,-0.10672814668294
