,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.368824004912015,0,0,0.358732154286985,0,0,0,0,0,0,0,0,0,0,0,0,-0.00319086875712989,0,0,0.106763706453602,0,0,-0.23595203684887,0,0,0,-0.0406428964578319,0,0,0,3.46944695195361e-18,0,0,0.198879369992509,0,0,0,0,0.0915615782326728,0,0,0,0,-0.138414028673142,0,0,0,-0.0269046827893723,0,0
X601318.CH.EQUITY,-0.0148177662112173,0,0,0,0,0,0,0,0,0.245578697273141,0,0.213424536890966,0,0,0,0,0.161892868972241,-0.0449333373185664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145943181316074,0.344329311658819,-0.00760439963767791,0.0460384783527975,0.129035938649587,0,0,0,-0.0149407696342594,0,0,0,0,0
X601939.CH.EQUITY,0.31428734691962,0,0,0,0.0928731641259722,0,0,0,0,0,0,0,0,0.11754895190257,0,0,0,0,0,0,0.0514785888697291,0,0,0,0,0.262986412760499,0,0,-0.0142446438509635,0,0,0,0,0,0.135790245473575,0,0,0,0.00249296530360068,0,0,0,0,0.0573055635630028,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.335189521195546,0,0,0,0.0693160449347063,0.0266189169938773,0,0,0.193869749215988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660969081086512,0.0685260538274507,0,0,0,0.141456462049866,0,0,0,0.214589372824847,0,0,0,0.0302899187389475,0,0.110057853055072,0,0,-0.0249436604828973
X5.HK.EQUITY,0,-0.170656987510686,0,0.393455939114842,0,0,0,-0.215807238679721,0,0,0.0177766238358838,0,0,0,0,0,0,0.0317235791649546,0,0.149978406935592,0,0,0.469492465746608,-0.0774021889375358,0,0,0,-0.0103210008383241,0,0,0,0,-0.102941451066071,-0.072108671484564,0,0,0,0,0,0,0,0.141812389668649,0,0,0,0,0,0,-0.153893317289765,0,-0.14296647896412,0
X601988.CH.EQUITY,0.0241991637568089,0,0,0.333947600448741,0,0,0,0,0,0.129119578465026,0.299308095215483,0,0,0,0,-0.0617388024988368,0,0,0,0,0,0,0,0,0,0,0.0720528113006581,0,0,0,0,0,0.0463778603383339,0,0,0,0,0,0,0.0578680998941649,0,0,0,0,0,0,0,0,0,0.000128128219874918,-0.0458175876373878,0.148150732746173
X600036.CH.EQUITY,0,0.349672279924398,0,0,0,0,0,0,-0.11646032494218,0,0,-6.93889390390723e-18,0,0.237918353066046,0,0,0,0,0.13541144466879,0,0,0,0.138652388894697,0,0,0,-0.0533420362510297,0,0,-0.0987400743660246,0,0,0.166879248532995,0,0,0,0,0,0,0.208091537600754,0.045986085628265,0,0,0,0,0,0.0667045561121344,0.0316531341910086,0,0.0409102490829993,0,-0.000232521144434648
X1299.HK.EQUITY,0,0.0639618162895697,0,0,0,0,0,0,0,0,0,0,0,-0.0649865692911117,0,0,0,0.335291494007754,0.20267498799861,0,0.278607200117056,0,0,0.102119551138588,0,0,0,0.0605204405284092,0,0,0,0,0,0,0,0,0,0,-0.168416162190094,0,0,0,0,0,0,0,0,0,0,0,0,-0.156442218581169
X601628.CH.EQUITY,0,0,0,0.0493623256521932,0,0,0,0,0,0.0163602738070597,0,0,0.0188773278146928,0,0,0,0.163762907587563,0,0,0,0.00400140659359298,0,0.0193620657830429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307020340823837,0,0,0,0,0,0,0,0,0,0.149857108628353,0,0
X601166.CH.EQUITY,0,0,0.101074831580283,0,0,0.158806917617434,0,0,0,0,0,0,0,0,0,0,0.22955675094645,0,0,0,0,0,0,0,0,0,0.0784870178568074,0,0,0,0,0,0.440805019011898,0,0.219307758223642,0,0,0,0,0,0,0,0,-0.0635893326237357,0,-0.0590886226823005,0,0,0,0,0,-0.0686025379257508
