,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.498439258146986,0.0716986804456416,0.0451679558522673,0.0203636424824214,0.037617403672054,0,0,0,0,0,0,0,0,0,0.0605277870191137,0,0.0803896817861699,0,0,0,0,0,0.0518569358470615,0,0,0,0,0,0,0,0,0,0,0,0,0.0300797850354587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.223282013826228,0,0,0,0,0,0,0.0635521848501052,0,0,0,0,0,0,0,0.238928138914693,0,0.0480488138003506,0,0,0,0,0,0,0.0689755473905208,0,0,0,0,0,0.0387177296090012,0,0,0,0,0.0237064068181014,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.492988547931788,0,0,0.0356739167012785,0,0,0,0,0,0.141345970535187,0,0,0,0,0,0,0,0,0,0.0131517976685843,0,0,0,0.0113336983124861,0,0,0.159241919597656,0.0492008059689706,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.054807518629191,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.501493383152062,0.0502328176513564,0,0,0,0.0500713943948271,0,0,0,0.0651803312115462,0,0,0,0,0,0,0.182921634298121,0,0,0,0,0,0,0,0,0.00442636205436526,0,0,0.0885612766899281,0.0573323517767121,0,0,0,0,0,0,0,0,-0.0515180548184151,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.312774978952413,0,0,0,0,0,0,0,0.325935637855651,0,0,0,0.213170107048991,-0.372509339168584,0,0,0,-0.0490690591172936,0.159959485945165,0,0.142893421835425,0,0,0,0.277000822000391,0,0,0,0,0,0,-0.0656189539921248,0,0,0,0,0,0,0,0,-0.0802885634894121,0,0,0,0,-0.176113427257427,0
X601988.CH.EQUITY,0,0,0,0.176491057495766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297244790735177,0.0715865875536263,0,0,0,0,0,0,0,0,0.0734666665321989,0,0,0,0.0061262673567406,0,0,0,0.0928124657557109,0,0.0836497120410824,0,0,0,0,0,0.0369897668478629,0,0,0,0
X600036.CH.EQUITY,0,0.111130080211998,0,0,0,0,0,0,0,0,0.0797268902554887,0,0.233339710014586,-0.0383984415637641,0,0,0,-0.0370695679113485,0.0792149224715073,0,0,0,0,0,0.381052607289416,0,0.0551828017218381,0,0,0.0600608588321506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546337388015489,0,0,0,-0.0381812819219582,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.123442986760247,0,0,0,0,0.0967031796439508,0,0,0.082643253883339,-0.0533776491151333,0,0,0,0,0.252968083796628,0.185384333483879,0,0,0,0,0,0,0,0,0,0,0,0.0292413133762057,0,0,0,0,0,0,0,0,0,0,0.195494522258546,0,0,0,0.110826844821981
X601628.CH.EQUITY,0,0.0291948356182736,0,0.0258496211002469,0,0,0,0,0,0,0,0,0.18350240740481,0.023892089272757,0,0,0,0,0,0,0,0,0,0,0.0070955467063436,0,0.17234030660511,0,0,0,0,0.237374915560752,0,0,0,0,0,0,0,0,0,0.192655783279963,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.058394381385492,6.93889390390723e-18,0,0,0,0.0769817732083197,0.0117640115321289,0,0,0,0,0.125473310767342,0.0246682410000409,0,0,0,0,0,0,0.173758561017151,0,0,0,0,0,0,0,0,0,0.0521412361853085,0,0,0.0148122590227151,0,0,0,0,0,0.192526908709398,0.238969269760776,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0658880001715771,0.141806965524701,0,0,0,0.15562633375276,0.007505943482488,0.115234290352899,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.292523079770058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577092060824059,0,0.00483823329390336,0,0,-0.00592118933082469,0,0,0
X601319.CH.EQUITY,0,-0.00183190717789005,0,0,0,0,0,-0.324123162520746,0,0,0,0,0,0,0,0.156534925296074,0,0.0829637244973459,0,0,0,0,0.241585860087495,0,0,0,0,-0.191075545484139,0,0.0456800603817787,0,0,0.106194681388411,0,0,0,0.60866677030383,0.176719526519622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
