,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.37636901051141,0.0130916333184555,0.0342216294660297,0,0,0,0,0,0,0.25338499148589,0,0,0,0,0,0,0,0,0,0,0.113442790489491,0,0,0.0644192697847449,0,0,0,0,0.00504835614690633,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293847197071193,0,0,0,0.044744263222773,0,0,0,0.00484589547908182,-0.146411588410393,0
X601939.CH.EQUITY,0.440851084602669,0,0,0,0,0,0,0,-0.0215298357986273,0,0.21011666171119,0,0,0.0416047654842531,-0.0104119064109403,0,0,0,0,0,0,0,0,0,0.158166418295494,0,0,0,0,0,0,0,0,0,0,0,-0.00637594937713936,0,0,0,0,0,0,0,0,0,0,0,0.0831747153345639,2.16840434497101e-19,-0.0507073230597043,0,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176677344113125,0,0,0,0.365763313052055,0,0,0,0,0,0.0401241530353525,0,0,0.0943729846889334,0,0,0,0,0,0.0652467068776686,0,0,0,0,0.0957885250424752,0,0,0,0,0,0,0,0,0,0.146820503003996,0,0,0,0,0,0,0,0.0113971779350347,0,0,0,0,0,3.46944695195361e-18,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.380958780466298,0,0,0,0,0,0.228543044961069,0,0,0,0,0,0.0624900266879014,0.157937702650254,0,0,0,0.0191117431814461,0,0,0,0,0,0.100157599827496,0,0,0,0,0,0,0,0,0,-0.500051970950673,0,0,0,0,0,0,0.0835177841452847,0,0,0,0,0,0,0,0,0.289816709484876
X600036.CH.EQUITY,0,0.0771891646245998,0,0,0,0,0,0,0.000903740873173429,0,0,0.190944420313427,0,0,0,0,0,0,0,0,0,0.273554603071379,0,0,0,0,0,0,0,0,0,0.282848284129171,0,0,0,0,0,0,0,0,0.064788682147031,0.0539455117980786,0,0,0,0,0.0244042254298796,0.0890923600616283,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.107925249296578,0,0,0,0,0.00253512755567825,0,0,0,0.381285160989767,0,0,0,0.034734627633451,0,0,0,0,0,0.00144149798565599,0,0.0512681449664327,0,0.0877700998619996,0,0,0,0,0.212289199490129,0,0,0,0,0,0,0,0,0,0.166184182679552,0,0.0370598263293391
X601658.CH.Equity,0,0,0,0,0.129333373208984,0,0,0,0,0,0,0,0,0.161803015071528,0,0,0,0,0,0,0,0,0,0,0,0,0.191716846911976,0,0.0909940380115365,0,0,0,0,0,0,0,0,0.160136713623581,0,0,0,0,0,0,0,0,0,0,0.415813393947826,0,0,0.0939777497223144,0
X601328.CH.EQUITY,0.171471001943582,0,0,0.46132707254351,0,0,0,0,0,0,0,0,0.0218724467346129,0,0.0409440259410358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156442269436676,0,0,0,0,0.0893332775507799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672226547479353,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.409157447899433,0,0,0,0,0.0676511762316732,0,0,0,0,0,0.047454243479703,0,0,0,0,0,0,0,0,0,0,0,0,0.219135413515701,0,0,0,0,0,0,0,0,0,0,0,0,0.0545235911384159,0,0,0,0.0297932918281061,0.0608199591139983,0.115511144372535,0,0,0,0
X388.HK.EQUITY,0,0,0.27035845170345,0,0,0,0,0,0,0,0,0,0,0.034409118704665,0,0,0,0.0377195768918744,0.11651028010068,-6.93889390390723e-18,0,0,0,0.0447466654178106,0,0,0,0,0,0,0,0,0,0.0437987394071329,0,0,0,0,0,0,0,0,0,0,0.0508817958365833,0,0,0.0201561071074086,0,0,0,0,0
X600000.CH.EQUITY,0.301314023688181,0.0501956553975055,0,-6.93889390390723e-18,0.123608399444133,0,1.73472347597681e-18,0,0.109419731568764,0,0,0,0,0,0,0,0.0300409204804611,0,0,0.0531773142184789,0.0718212146965074,0,0,0,0,0,0,0,0.0272969917850434,0,0,0,0.0246343872209057,0,0,0,0,0,0,0,0,0,0.0545550534776952,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0217265322696293,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.112258454052226,0,0,0,0.465247584354576,0.0779194501644635,0,0.117721499014544,0,0.227463378071036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26246187494649,0.0159553243108881,0,0,0,0,0,0,0,0,0.191500961676504,0,0.216611492399013,0,0,0,0.164308588263851,0.0766253560739427,0,0,0,0.114214685225998,-3.46944695195361e-18,0,0,0,0,0,0,-0.00525699172312414,0
X000001.CH.EQUITY,0,0,0.182820993910984,0,0,0,0,0,0,0.007216406142964,0,0.295774443317306,0,0,0.116319196249076,0,0,0,0,0,0,0,0.130779489463004,0,0,0,0,0,-1.73472347597681e-18,0,0,0.03956848106531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164678897656623,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0301304155674242,0,0.315044000712566,0,0,0,0,0,0,0,0,0,0,0,0,0.225361058231314,0,0,0.0613720108858388,0,0,-3.46944695195361e-18,0,0,0.0514064995548198,0,0,0,0,0.0423454060018822,0,0.31436447859764,-0.0860134236031641,0,0,0.123981591449162,-0.119639992174427,0,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.134575504017552,0,0,0,0.11941453535076,0.125930711577086,0,0,0,0,0,0,0,0,0,0,0,0,0.301550002993421,1.0842021724855e-19,0,0.00203256147281665,0,0,0,0,0.213938695859655,0,0.00351589599368927,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.106425581990318,0,0.0633446254437458,0.0103231990764894,0,0,0,0,0,0.222813288708198,0.0148586276328061,0,0.210458213838317,0,0,0,0.236966362720031,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0850543468354709,0,0,0,0,0,0,0,0,0,0,0,0.0752564788967661,0,0,0.0550968758580157,0,0,0,0,-0.0364592099491819,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.187436416881603,0,0,0.038213651248757,0,0,0,0,0,0,0,0.153636835638365,0,0,0,0,0,0.0896578319764062,0,0,0,0,0,0,0.268976049492317,0,0,0.019073266554565,0,0,0,0,0.113214407024707,0,0,0,0,0,0,0,0,-0.0373440635680593,0
X601601.CH.EQUITY,0.0127564954435128,0,0.77898848787708,0,0,0,0,0,0,-0.108246468683127,0,0,0,0,0,0,0,0.121761200512041,0,0,0,0,0,0,0,0,0,0,0,0,-0.00776364380973707,0,0,0,0,0,0,0,0,0.0147213927913057,0,0,0,-0.0206834829123212,0,0,0,0,0,0,0,0,-0.0604610156963763
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0854817465113933,0,0,0,0.0159056468402891,0.0764237425951756,0,0.514629082086054,0,0.0750072091705999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866379289713249,0,0.18731082145442,0,-0.105147263976054,0,0,0,0,0,0.0332351308001988,0,0,0,0,0,0,0.166620891923896,0,-0.109054487090557,0.0120651034024057
X2388.HK.EQUITY,0,0,0,0,0,0,0.264429537936881,0,0,0,0,0,0.0737075958607979,0,0,0,0,0,0,0,0,0,0,0,0,0.384578083996354,0,0,0,0,0,0.0267364301108581,0,0,0,0.183872443636098,0,0,0,0.0371468137764358,0,0,0,0.0657035143029712,0,0,0,0,0,0,0,0,-0.0386700748407716
X601998.CH.EQUITY,0,0.151285657902421,0,0,0.094160034001297,0,0,0.0179065841536133,0.0625134848207675,0,0.141157293405324,0,0,0.110964017305013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142421555694176,0,0.0161620761375805,0,0,0,0,0,0.0177873390949075,-0.0412571352928337,0,0,0,0.0299557471624056,0,0,0.417583242553394,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.0948854324254398,0,0.294908869837235,0.0377426413845452,-6.93889390390723e-18,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.029672169239287,0,0.53782088419684,0,0,0,0,0,0,0,0,0,0,0,0,-0.0981272970249528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276300704383872,0,0,0,0,0,0.264737614719776,0,-0.0586811346755465,0,0,0,0,0.258157633530545,0,0,0,0,0,0,0,0.0817421115967126,0.203040340933298,0,0,0,0,0,0,0,0,-0.0704445386404654,0,0,0.096516923857565,0,0,0,0
X267.HK.EQUITY,0,0,0,0,-0.0168823727733561,0,0,0.231888363614291,0,0,0,-0.145803827047055,0,0,0,0,0,0,0.00336128551790836,0,0,0,0,0,0,0,0.536457851321006,0,0,0,0,0,0,0,0,0,0.112717417001318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540556660910625,-0.0334716268641454,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.00312094658332631,0,0,0,0,0,0,0,0.0350067740660676,0,0,0,0,0,0.118281112924535,0,0.00199416575770686,0.541835682652019,0,0,0,0,0,0,0,0,0,0,0,0.0440751716488362,0,0,0,0,0,0,0,0,0.258698536660902,0,0,0,0,0.0288644459221211
