,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.465192382445506,0,0,0,0.0665777642690362,0,0,0.00888663941276068,0.117647403128981,0,0,0.165044552281259,0,0,0,0.0731236663958641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588828815023549,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0293819499637627,0.0982992457867919,0.265117138380099,0,0,0,0,0,0,0.0531210438831544,0,0.325176806934293,0.0889710900613006,0,0.064834591341192,0,0,0,0,0.0250941855825635,0,0,0,-0.0396394875886043,0,0,0,0,0,0,0,0,0,0.0508054306524646,0,0.0019488727351645,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.135621368159604,0,0,0.495800242803141,0.0910260264920408,0.0745356147384639,0,0,0,0.0668531021730035,0,0,0,0,0,0,0,-0.0336617855199648,0,0,0,0,0,0,0,0,0,0.199331681398714,0,-0.0106414634959601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454180223505636
X601288.CH.EQUITY,0,0,0.159469998153774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288793546325194,0,0,0.124314019543284,0,0,0,0.0768236798683851,0,0,0,0.0533610255274537,0,0,0,0,0,0,0.0854400977736244,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565667250838317,0,0,0.20614208592333,0,0.206671275714962,0,0,0,0.211968833481591,-0.00846314137343993,0,0,0,0,0,0.19545586316906,0,-0.242526725476259,0,0,0,0,0.0447018391304168,0,0,-0.0597630533986325,0,0,0,0,0,0.196417955159283,0,0,0,0,0.0805457609242897,0,0,0,0,0,0,0.171784598190022,-0.00758690477570181,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.321915676589816,0,0,0,0.106993688341162,0,0,0,0,0,0,0,0.0547920236204352,0,0,0,0,0,0,0,0.103771398380368,0,0,0,0,-0.230269654166468,0,0.0456638042278307,0.0738399927011982,0,0,0,0,0,0,0,0,0.0702888667317925,0,0,0,0,0,0,0,0.0792976129856635,-0.0684006232488712,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141732474175714,0,0,0.123309717772097,0,-0.106510484237026,0,0,0,0,0,0.502285522922184,0,0,0.0796212293481565,0,0,0.0932238284540789,0.124173181463057,-0.065579263646607,0,0,0,0.0596992805102167,0,0,0,0,0,0.264169010601329,0,0,0,0.129793357419905,0,0,0,0,0.0655196655004434
X1299.HK.EQUITY,0,0,0,0,0.1336668613032,0,0,0,0,0,0,0,0,0.0460758469405336,0,0,0.191467556538637,0,0,0,0,0,0,0,0,0.0375606547887111,0.159776392572557,0,0.153398759177823,0,0.0480931687609671,0,0,0,0.11137007328817,0,0,0,0,0,0,0,0,0,-0.0944434844243315,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.182525756776152,0,0.164809193758713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068234223097785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00754806544263462,0,0,0.387001181875764,0,0,0.0348673598590056,0.0187352360126162,0,0.133395717732837,0,0.0563668436967627,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.370135918364909,0,0,0,1.35525271560688e-20,0,0,0,0,0.419248521161121,0,0,0,0,0,0,0,0,0,0.0103584744422268,0.150794099294542,0,0,0,0,0,0,0,-0.0179977283130556,0,0,0.0272915909279555,0,0,0,0,0,0.0912824890093904,0,-0.0160568702509054,0.213213048594445,0,0,0,0.0808941550621952,0,0,0,0,0
