,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00538862607686134,0,0.231899463758825,0,0,0,0,0,-0.216379647936056,0,0,0,0,0,0,0,0,0,0,0,0.470062780738448,0.475025553801253,0,0,0.104619671298564,0,0,0,0,0,-0.0825234937739137,0,0,-0.180865166660128,0,0,0,-0.61805627269686,0,0,-0.0944224001064758,0.0352210037851857,0.0321854568505359,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0723709206684922,0,0,0.211993278430909,0.0208772749307649,0,0,0,0,0,0,0.100696621329841,0.21155740540085,0,0,0,0,0,0,0,0,0,0,0.0422496553542933,0,0,0,-0.0245359311874118,0,0,0,0,0,0,0,0,-0.0133634427104868,0,0,0,0,0,0,0,0,0,0.0223180014082852,0,0.371807633138405,0,0,0,0.0987370425393942
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.279157736315349,0,0,0.340692700598568,0,0,0.0555942626340899,0,0,0.0254925727527291,0,0.141734359756508,0,0,-0.0276789465124065,0,0,0.0505552782636919,0,0.109377712089888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706936423152867,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.225888206134073,0,0,0,0,0,0.556916889235895,0,0.151954623917891,0,0,0,0,0.0833111049878589,0.0118677148927066,0,0,0,0,0,0.195563924996823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.241307897067596,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0963486409562012
X600036.CH.EQUITY,0,0.0870939808250569,0,0,0,0,0.0349653202387125,0.0622857359427585,0,0,0,0.114575097388176,0,0,0,0,0,0,0,0.126746423636614,0,0,0,0,0.0166830889279798,0,0.00162766513253858,0,0,0,0,0,0,0.387353398409585,0,0,0,0,0,0,0,0,0,0,0,0.0727926420294661,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.287049068572072,0,0.042519322720924,0,0,-0.0888815773602228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241483130497149,0,0,0,0,0,0,0,0,0,0,0.107337906246415,0.200576021963508,0.0793839254054673,0,0,0,0,0,0,0.0312924660748868,0,0,0,0,0,0,0.0123350166822798
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483201362332595,0,-0.0662371640496795,0.0371977416694003,0.0333429629590808,0,0,0,0,0.206738769631054,0,0,0,0,0,0.12239307183254,0.132333452328085,0,0,0,0,0.186754841750832,0,0,0.351900883418681,0,0,0,0,0.170348914844765,0,0.0460222308497723
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482095410315851,0,-0.0656711647217774,0,0,-0.543685000560844,0.804264878093947,0,0,0.132052777777494,0.637170972315477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181381422193198,0,0,0
X601658.CH.Equity,0,0,0,0.0410477219772985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294573085518942,0.0540574088777609,0,0,0,-0.00683379898760895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217607691469846,0,0,-0.0123332599658033,0,0,0,0,0,2.16840434497101e-19,0
