,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.564484859197396,0.0483267584728598,0.0304762765938522,0,0.0660810666954633,0,0,0,0,0,0,0.0467707987532996,0,0,0,0.0179005658993222,0.0615021672767748,0,0,0,0,0,0.0680715027240889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0855347075783434,0,0,0.0574258745268191,0,0,0,0,0,0,0,0.215261535777989,0.0415579263656033,0,0,0,0,0,0,0,0.0938636830415162,0,0,0,0,0,0,0,0,0,0.120524843606442,0,0,0.297964707751152,0,0,0,0.031116826033159,0,0.0325703026662872,0,0,0,0,0,0
X601939.CH.EQUITY,0.466372674866456,0,0,0.183429705797174,0,0.111589681609333,0,0,0,0.0167636264007315,0.134568339853665,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.00112295933282277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00509450042447351,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.229759903267366,0,0.0429912359492248,0,0,0.148381668782133,0,0,0,0.243322916059403,0,0,0,0,0,0,0,0.185211835936135,0,0,0,0,0,0,0,0.0330726478223757,0,0,0.0915754605209062,0.0795259236827385,0,0,0,0,0,0,0,0,-0.0349595204088223,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.409224944740451,0,0,0,0,0,0,0,0,0,0,0.583446900577596,-0.148152945029456,-0.117446768467927,0,0,0,-0.165277535287964,0.215834428381379,0,0.275633692231381,0,0,0,0.088664232138822,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.00657469096283002,-0.519122425223674,0,0,0,0,-0.197769719577117,0
X601988.CH.EQUITY,0.0931852351601584,0,0.167026554195973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581451449438412,0,0,0,0.343579708325009,0.0785170372280736,0,0,0,0,0,0,0,0,0,0,0,0,0.0147489435923399,0,0,0,0,0,0.219510868371823,0,0,0,0,0,0,0,0.0596816976040383,0,0
X600036.CH.EQUITY,0,0.140955389236578,0,0,0,0,0,0,0.0579931489838577,0,0.143568252169485,0.00566950473896423,0.219287054205186,0,0,0,-0.0548175299960778,0,0.0757533076027754,0,0,0,0,0,0.298847706063568,0,0,0,0,0.116343334195369,0,-1.38777878078145e-17,0,-3.46944695195361e-18,-0.0367405322537915,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417953573229352,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0762932375014888,0,0,-0.142023770260852,0,0,0,0.156414963449836,0,0,0,0,-0.0373669543604784,0,0,0,0,0.2569273356809,0.105739355752662,0.0504503063407918,0,0,0,0,0.0441814023227229,0,0,0,0,0,0,0,0,0,0,0,0,-0.028413602572021,0,0.0214530405306345,0.203935361252764,0,0,0,0,0.148048454521327
X601628.CH.EQUITY,0,0.0331107181908967,0,0,1.35525271560688e-20,0,0,0,0,0,-1.38777878078145e-17,0.0101619338384257,0.199242388230997,0,0,0.0263958226276811,0,0,0,-0.0132247967386075,0,0,0,0,0,0,0.177444809064425,0,0,0,0,0,0,0.246990273788248,0,0,0,0,-0.00948385667228373,0,0,0.190905361640515,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.107255967885069,0,0,0,0,0.0368473452967564,0.00708396066731072,0,0,0,0,0.162001026200406,0,0,0,0,0,0,0.011435992492435,0.00898875171989845,0.0427903878620947,0,0.0346115399895915,0,0,0.0524292378141424,0,0,0,0,0.100783514096147,0,0,0,0,0.0153693644108726,-0.0365257868715841,0,0.224659438447002,0.209644454438702,0,0,0,0,0,0,0,0,0,0,0
