,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0705328989338216,0,0,0,0,0,0,-0.070183282425214,0,0,0,0,0,0,0,0,0,0,-0.194801951843201,0,0.0433931954855284,0.713914194029231,0,0.562896621416659,0,0,-0.220727935234835,-0.119527234968682,0,0,0,0,-0.0445013836235027,0,0,0,0,0,-0.0537531929079179,0,0,0,0,0,0,0,0,0,0,0.0666775048727523,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.32518317185521,0,0,0,-0.0566692440946953,0,0,0,0.00509436078960471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.101952355393613,0.0950581582730532,0,0,0,0,0.209796581258471,0,0,0,0,0,0,0,0,0,0,0,0,0.0493531739846527,0,0,0,0.0526173437818599
X601939.CH.EQUITY,0,0.0809525045154184,0,0.802718558348125,0,0,0,0,0,0.0444184324461106,0,0,0.0169152832250042,-0.00808213476747497,0,0,0,0.0802610144262619,-2.71050543121376e-20,0,0,0,0,0,0.0252535176794423,0,0,0,0,0,0,0,0,0,0,0,0,0.0678311347292246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0190942116976888,0,0.935880259886391,0,-0.0415036707347401,0,-0.0822670198416032,0,0,0.0204850824415278,0,0,0,0,0,0.00689879344624824,0,0,0.114396653990549,0,0,0,0,0,0.0477799902941291,0,0,0,-2.16840434497101e-19,0,0,0,0.0346563617662661,0,0,0,0,0,0,-0.0629438722242087,-0.0470761617004097,0,0,0,0,0.0531770113300913,0,0,0,0,-0.0747378814724935,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.310923325922883,0,0.0637317996538196,0,0,0,0,0,0,0,0.241323181634332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902196774386124,0,0.202329344289528,0,0,0,0,0,0,0,0.11899524847175,0,0.192394207878287,0,0,0,0.0551056374461142,0.0817406242166658
X600036.CH.EQUITY,0,0,0.07192742974827,0.257133459150424,0,0,0,0,0.0479894223952412,-0.00689222746313215,0,0,0,0,0,0,0.176057648358912,0,0,0.0201336233578427,0,0,0,0,0.0238490423452218,0,0,0.18755694873173,0,0.0312187094895846,0.128864675563445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04237851245281,0,0,0,0,0.0317384628903197,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0415583332144933,0,0,0,0,0.128757430733908,0,0,0,0,0,0,0,0,0,0,0,0,0.295923882398157,0,0,0,0,0,0,0,0,0,0.145461827676493,0,0,0,0.0824741321450582,0,0.0820113078361201,0,0,0,0.104748366294862,0.0268501379947587,0,0,0,0.145067831743749,0,0,0,-0.00668186135886858,0.0468335085750091
X601988.CH.EQUITY,0,0,0,0.0868515561151626,-0.0451237891769641,0,0,0,-0.0203648535317358,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0178417307108297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124250651621187,0,1.00250594771237,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0374328097952143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229620173852712,0,0,0,0,0.106533014274256,0.311804118767513,0,0,0,0,0,0,0,0,-0.219097012106224,0,0,0,0,0,0,0,0.0645285814039473,0,0,0,-0.121904873439742,0,0.11598753680909,0.152576329599355,0,-0.0253229691598652
X388.HK.EQUITY,0,0,0,0,0.202882875414252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997740844635058,0,0.279312134237988,0,0,0,0,0,0.115607033137574,0,0.0455172018063852,0,0.0744830845809644,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.174714003584611,-0.0330516548267327,0,0.304456735704869
