,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.243676397292911,0,0.178338184654353,0,0,0,0,0,0,0.198894833083637,0,0,0,0,0,0,0,0,0,0,0,0.0491998510413072,0,0,0,0,0,0,0.129531053228022,0,0,0,0,0,0,0,0,0,0,-0.064039974419207,0.0398886911133215,0,0,0,0,0,0,0.0232892813303875,-0.0109039718093385,0,-0.209680956463291,0
X601939.CH.EQUITY,0.475500955191574,0,0,0.205510435963838,0,0,0,0,0,0,0,0,0,0.0662239041734962,-0.168781129676827,0,0,0,0,0,0,0,0,0,0,0.207368452642477,0,0,0,0,0,0,0,0,0,0,0,-0.0174836645517357,0,0,0,0,0,0,0,0,0,0.084598591258587,0.0655509787007868,0,-0.0244114448110447,0,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296447699469657,0.094636753194279,0,0,0.174311776067071,0,0,0,0,0,0,0,0,0.185008242894728,0,0,0,0,0.0447551235324097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11922022142632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.48440870539057,0,0,0,0,0,0.307106142933066,0,0,0,0,0.0862370873679616,0.190213454929549,0,0.0401792902759072,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0494700150713352,0,0,0,0,0,0,0,0,0,0,-0.5361839334497,0,0,0,0,0,0,0,0,0.0890486361723268,0,0,0,0,0,0.223484369012546
X600036.CH.EQUITY,0,0.049749811743964,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.169964539100538,0,0,0,0,0.0286695370813972,0,0,0,0,0.207910152334429,0.0132792253442919,0,0,0,0,0,0,0,0,0.357864932452161,0,0,0,0,0,0,0,0,0.112171198944315,0,0.142426570721992,0,0,0,0.00288212738390839,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0668977417904556,0,0,0,0,0,-0.110208984635158,0,0,0,0,0,0,0,0,0.0813711299526331,0,0.293803976417456,0.121171113833068,0,0,0,0,0,0,0,0.0410282316246947,0,0,0,0.0764993028333962,0,0,0,0,0.00341146822613407,0.114823419196881,0,0,0,0,0,0,0,0,0.164617724477152,0,0.0605391840736308
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0780652367696398,0.073001097799289,0,0,0,0,0,0,-0.0453931684002116,0,0.0980926632367365,0,0,0,0.143785231533031,0,0,0.289178838135084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31855368758381,0,0.109527904859164,0,-0.150134973487963,-0.154209337175447,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.417826832011178,0,0,0.220632712690673,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.103110721239561,0,0,0,0,0,0,0,0,0.0285239218279403,0,0,0,0,0.223932230156856,0,0.01086381197085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218419663972433,0,0,0.0335234689423937,0
X388.HK.EQUITY,0,0,0.423427425401018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879434835982328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456992327937537,0,0,0,0,0,0,0,0,0,0,0,0.00600239692269454,0,0,0.00135346089147321,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0333343803082248,0,0.351195646210452,0,0,0,0.0272684186652253,0,0,0,0,0,0,0,0.0139404768177394,0.0281184313533495,0,0,0,0,0,0,0,0,0,0,0.244660517681182,0.0626252006492607,0,0,0,0,0,0,0.00948056832161901,0,0,0.0330527595885862,0.0179961037954222,0,-3.46944695195361e-18,0,0,0,0.0849061208078818,0.134405193795198,0,0,0,0
X600000.CH.EQUITY,0.131238564509035,0,0,0.129585473402915,0,0,0,0,0,0,0,0,0.25156495359148,0,0,0,0,0,0.0296019126033055,0,0.0109962538745992,0,0,0,0,0.053670239945125,0,0,0.155042514488356,0,0,0,0,0.015042135937049,0,0,0,0,0,0,0.0286047329279828,0,0,0.0418259359629972,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293153854776947,0,0,0,0,0,0,0,-0.0166787137070936,0,0,0.34243582918602,0,0,0,0.420609441763252,0,0.0219755743517375,0.0517067998595011,0,0.107870323244207,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725237805434798,0,0,0,0.0270440702580317,0,0,0.252193254418314,0,0,0,0,0,0,0,0.00733366820983073,0.180043340958041,0.270415516086799,0,0.0788217390660794,0.0473048401947916,0,0.0380846871958409,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0149724646675179,0,0,0.349792424965949,0,0,0,0,0,0,0,0,0,0,0,0.189352263417995,0,0,0,0,0,0,0,0,0,0.0388536676996057,0,0,0.0257499055398223,-0.0590988925230183,0,0,0.284196432542692,0,0,0,0.141647926263466,0,-0.0810832999183638,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.245356973242515,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0415823313364219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703558950375262,0,0.16791290052048,0,0.290133995121891,0,0,0,0,0,0.119659745062823,0,0,0,0,0,0,0,0,0,0,0.141058412923869,0,0,0
