,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.105623917055792,0.479485567063287,0,0,0,0,0,0,0,0.135507495855724,0,0.170741790337851,0,-0.0114578418562969,0,0.0658913799506602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332211353559307,0,0,0,0,0,-0.015435657026745,0,0,0.0350498246007583
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.074415540554349,0.257721103501685,0,0,0,0,0,0,0.0360219831644353,0.342690788350472,0,0.090030129452451,0.0765375551133696,0,0,0,0,0.0324910668417891,0.0253653637048189,0,0,0,-0.0290891237566285,0,0,0,0,0,0,0,0,0.0789725894042679,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X601939.CH.EQUITY,0.180570657591669,0,0,0.463464560968096,0.0374172945931099,0.0913737070958837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173334946068446,0,-0.024373244287557,0,0,0.0101615632021691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242466304554476,0,0,0.0207079820925028,0,0.02267177730092
X601288.CH.EQUITY,0,0,0.178248688846907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225874121957557,0,0,0.234945065400035,0,-0.00723435101157499,0,0,0,0,0,0,0,0,0,0,0,0,0.206897925858517,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.241033396429043,0,0.188157368820446,0,0,0,0.31562256295038,0,0,0,0,0,0,0.183925612975555,-0.192602127795809,0,0,0,0,0,0.0816904659063344,0,0,-0.0591297791262939,0,0,0,0,0.190474334249022,0,0,0,0,0,0,0,0,0,0,0,0,0.184055361916728,-0.0241327395453082,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.148045164583863,0,0,0.121729324520606,0.191536282973822,0.119080615898861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408994623782487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150261826654015,0,0,0.1411816613747,0,-0.0254136820595372,0,0,0.0767507951034575,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286491319213067,0,0,0,0,0,-0.0319130196440671,0,0,0,0,0,0.784680802852097,0,0,0.0492423314978541,0,0,0.0817372138948521,0,0,0,0,0,0,0,0,0,0,0,0.0953515420267137,0.0780736462081511,-0.0254072022099293,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.289208545513535,0,0,0,0,0,0,0,0.0406212115730991,0,0,0,0,0.0844613163455601,0,0,0,0,0,0,0,0,0.0650542867241965,0,0.152039978651016,0,0.0106588285665435,0.27049902248584,0.0387377065856118,0.0764338689821195,0,0,0,0,0,0,0,0,-0.0936619667453483,-0.0755602323610113,0,0.0493374212891014,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.132005871297065,0,0.0610437574303449,0,0,0,0,0,0,0,0,0,0,0,0,0.114798958490012,0,0,0,0,0,0,0,0.140403931436201,0,0,0,0,0,0,0,0,0,0,0,0.332008999052387,0.046523996556908,0,0,0.0884694027455358,0,0.0550123745498644,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.238779171623955,0,0.0622100531261872,0,0,0,0,0,0,0,0,0.353613476061483,0,-0.00898316752919335,0,0,0,0,0,0,0,0,0.3574328919353,0,0,0,0,0,0,0,0,0,0.0226359241767959,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0410249672532139,0,0,-0.0102385644461068,0.107287470723251,0,0,0,-0.0544400920699173,0
