,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0327479325098764,0,0,0,0,0,0,0,0,0,0,-0.0505423311636526,0.565219018607273,0,0.859041737168332,0.069789731651898,0,0,-0.121678321349128,0,0,-0.195039279534571,0,0,0,0,0,-0.0029900584377955,0,0,-0.314359090185203,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0716896538497363,0,0,0,0,0,0,0,0,0,0,0,0,0.40387536654293,0,0,0,0,0,0,0,0,0.00879594507347599,0.10445754428021,0,0,0,0,0,0.223356291998792,0,0,0,0,0,0,0,0,0,0,0.0354557874511844,0,0,0,0,0,0.115249517171096
X601939.CH.EQUITY,0,0,0,0.805222726851985,0.00994531006498399,0,0.0583739196117555,0,0,0,0,0,0.0218884699950565,0,0,0,0.00644554815596143,0,0,0,0,0,0.0161300012840245,0.00162057202557239,0,0,0,0,0,0,0,0.0757158480812902,0,0,0,0.015825521405879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445551400344884,0,0,0.0174108927818223
X601288.CH.EQUITY,0,0,0.910948886297322,0,-0.0667892586051128,0,0,0,0,0,0,0,0,0,0,0,0,0.114315017178606,0,0,0,0,0,0,-0.0144791831745782,0,0.0597380336749722,0,0,0,0,0,0,0,0,0,-0.0929263958968077,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048597920470438,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.766189153213295,0,0,0,0.0484760325559741,0,0,0,0,0,0,0.120030376788142,0,0,0,0,0,0,0,-0.0318694397522957,0,0,0,0,0,0,0,0,0,0,0,0,0.044870956246203,0,0,0,0,0,0,0.104459990328494,0,0.151714926980374
X601988.CH.EQUITY,0,0,0,0,-0.0851806455431873,0,0,0,0,0,0,0,1.05641913553793,0,0,0,0,0,0,-0.259372108861339,-0.15894103265308,0,0,0.149622996635093,0,0,0,0,0,-0.00355574908505206,0,0,-0.0378683078981298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0300875461708179,0.127633697623733
X600036.CH.EQUITY,0,0,0.297964082579193,0.0778861609534564,0,0,0,0,0.093723024687039,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389429615866122,0,0,0,0.448134087433938,0,0,0,0,0,0,0,0,0,0,-0.0199119801089355,0.0548551712734952,0.0738727573622442,0,0,0,0,0.0246265795033272,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.347115854511997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197364574428347,0.00339471904076114,0,0,0,0.0454447718569447,0,0.225864788217426,0,0,0.124162040180181,0,0,0,0,0,0,0,0,0,0,0,0.475074251691821,0,0,0,0.021110206267725,0.0770810289145136,-0.048806234477143,0
X5.HK.EQUITY,0,0,0,0,-0.153137141187116,0,0,0,0,0,0,0,0,0,0,0,0.264905820706715,0,0,0,0,0.197136392994202,0,0,0,0.353920480427359,0.0878853053301484,0,0,0,0,0,0,0,0,0,0,0.113257028348108,-0.0475315851058491,0,0,0,0.005605502999211,-0.135922747485591,-3.46944695195361e-18,0,0,0,0,0,0.0560994395339987,0,-0.15577042259837
X388.HK.EQUITY,0,0,0,0,0.216716468730199,0,0,0,0,0,-0.124921748407147,0,0,0,0.0776961262327222,0,0,-0.051824702989626,0,0,0.024545191839268,0.0457561063445657,0,0,0,0,0,0.446159931677937,0,0,0,0,0,0,0,0,0.210139921999875,0,0,0,0,0,0,0,-0.222991406066465,0.0457231306152432,0,0,0,0,0,0,0.0721489822459785
