,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00676282920026175,0,0.417220283768876,0.107195874920802,0.0691079611561491,0,0,0,0,0,0,0,0,0,0,0,0.114204580242936,0,0,0,0.106602145716889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129613983594923,0,0,0.0393513329861654,0,0,0,0,0.20900527640529,-0.132686756726262,0,0.0401073005439469
X601318.CH.EQUITY,0,0,0,0.0649710638535578,0,0,0,0.00438863174622475,0.128718876185468,0,0,0.0797505602615276,0.109981010040849,0,0,0,6.93889390390723e-18,0,0.118536398104056,0,0.215836478258121,0.0651689692313292,0,0,0,0,0,0,0,0.0478792268481593,0.101173200892261,0,0,0,0,0,0.015700232617468,0,0,0,0,0,0,0,0,0.0850409874678577,0,0,0,0,0,0,0.112292438506254
X601939.CH.EQUITY,0,0,0,0,0.354332416339851,0,0,0,0,0,0,0.225173523327736,0,0,0.0109183719773245,0,0,0.142074952765801,0,0.0689179221941397,0,-0.107013379344854,0,0,0.250953675245934,0.233499032191331,-0.061342335211451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00840542167732095,0,0,0,0,2.16840434497101e-19,0.0382628891047927
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0751164914521003,0,0.0792180546947341,0,0,0.0903835118172319,0,0.392560509086242,0,0,0,-4.33680868994202e-19,0,0,-0.0339703991638007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171745813539854,0,0,0,0,0,0,0,0,0,0,0,0,0.0780879811459666,0,0,0,0.124932020699743,0,0,0,0,0,-0.0610846380220119,-0.0650240978637598
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0959381609522739,0.074140858746778,0,0,0,0,0,0.169198487665153,0,0,0,0,0.139195779574038,-0.136326618267697,0,0,0,0,0,0,0.00510304409464424,-0.0235730237529369,0.202621339515511,0,0,0,0.569194327883183,0,0,0,0,-0.0301557527235438,0.153375404167704,0,0,0,0,0,0,0,0,0,0,0.122169533689634
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.136052573390474,0,0,0,0,0,0,0,0,0.030761513199638,0,0,0,0,0,0,0.106953171430321,0,-0.239136113673173,0,0,0,0,0,0,0,0.00929401415246411,0,0.0889163293863581,0,0.26179108039612,0.137959591198723,0.0666352493448098,0.0524538067427172,0.0822288451950363,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0928120737642138,0.106147209577837,0.16616049616243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230483262453138,0,0,0,0.210997344041159,0,0.044083949631424,0,0.33139676184682,-0.0298396031221487,0,0,0.142512611186416,-0.0742850961618555,0,0,0,0,0,0,0,0.0902232726808901,0,0,0,0,-1.73472347597681e-18,0.0286981045992672,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0826038216281722,0,0,0,0,0,0.241493250851253,0,-0.0787791623944882,0.0642101742679657,0,0,0,0,0,0,0,0,0,0.107649150639234,0,0,0.142368512017342,0,0,0.216628600826734,0,0,0.0608495414773097,0,0,0,0,0,0,0,0,0.234930324702699,-0.101573871208241,0,0.107807280704736,0,0,0.0606769391425398,0,0,0.108548898485173,0,0,0,0.0433246594957316,0
X601166.CH.EQUITY,0,0,0.033603354889401,0.101199050598524,0,0,0,0,0,0,0,0.0325843409422401,0.0871290446601997,0,0.0510106219545677,0,0,0,0,0,0,0,0.165957623564622,0,0,0,0,0,0.362186256809988,0,0,0,0,0,0,0.0254684988320303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
