,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0.001069182584079,0,0,0,0,0,-0.0404143895491005,0,0,0,0,0,0,0,0,0,0,0,0,0.515392320380106,-0.11411332956827,0.660616111789161,0.00755518279815517,0,0,0,-0.196294579541597,0,0,0,0.243022932488517,-0.309772094474016,0,0,0,0,0,-0.0546977910396884,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0.0117198559299371,0,0,0.195524765385621,0,0,0,0,0,0,0.113518230596168,0,0,0,0,0,0.132776727492638,0,0,0,0,0,0,0,0,0.133666733648386,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.228553956007991,0,0,0,0,0,0,0,0,0,0,0,-0.0156678780482717,0,0
X601939.CH.EQUITY,0,0,0,0.813145669647112,0.0116163732678002,0.00229660016388014,0,0,0,0,0,0,0.00857894026948731,0,0,0,0,0,0.0520989473946462,0,0,0.00255145940810201,0,0,0,0,0,0,0,0,0,0.0884841227977873,0,0.0438698910026307,0,0,0,0,0,0,0,0.033763385237452,0,0,0,0,0,0,0.0386675899687211,0,0,0,0.0207359237352803
X601288.CH.EQUITY,0.0117871290564649,0,0.884377972060396,0,-0.0868725021923322,0,0,0,0,0,0,0,0,0,0.00644515407262255,0.0550835144494274,0,0.12836062604249,0,0,0,0,0,0,0,-0.0259033132120789,0,0.0519550119432675,0,0,0,0,0,0,0,0,0,0,0,0,-0.115837624134453,0,0,0,0,0,0,0,0,0,-0.0423649313338776,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.826513799927023,0,0.0346271055153689,0,0,0,0,0,0,0,0.141238505346107,-0.00743055531081834,0,0,0,0,0,0,-0.0886762446190953,0,0,0,0.0224942409416043,-0.0334547094372086,0,0,0,0.00689935194153714,0,-0.0309443856811392,0.0657470415965553,0,-0.016259651366715,0,0.013627552016645,0,0,0,0,0.036125860762767,0,0.144141354303985
X601988.CH.EQUITY,0,0,0,0,-0.0788077547550082,0,0,0,0,0,0,0,0.871412882465903,0,0,0,0,-0.3305074576775,0,0,-0.0372792359782128,0,0,0,0.387964514350715,0,0,0,0,0,0,0,0,-0.0846490927378948,-0.0070502465854321,0,0,0,0,0,0,0,0,0.0798357442749338,0,0,0.0726726699546436,0,0,0.0122504613635748,0.0744999745958135,-0.000677269677814309,0.0735020548469054
X600036.CH.EQUITY,0,0,0.350191931513264,0,0,0,0,0,1.73472347597681e-18,-0.0181422838758596,0,0,0,0,0,0,0.15941591836002,0,0,0.0253366195242142,0,0,0,0,0,0,0,0.151574454356705,0.0980980894367925,0,0,0,0,0.249936255860575,0,0,0,0,0,0,0,-0.0155434425670127,0,0,0.0301094186366348,0,0,0,0,0,0.0778546812849371,0,0
X1299.HK.EQUITY,0,0,0,0,0.13253389258312,0,0,0,0,0.19485752513138,0,0,0,0.0225225963685964,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.123323256409948,0,0,0.264004240699016,0.33093972945272,0.133780161744848,0.124764803569786,0,0,0,0,0.0424236086856868,0,0,0,0,0,0.0242649076566789,0.127474535626999,0,-0.18939373963558,0,0,0,0,0,0.154436935117408,-0.0324951092392147,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239722005760375,0,0,-0.206021239922414,0,0,0,0.0169558151858864,0,0,0.0375098223098841,0.373402797788305,0.340308598419863,0,0,0,0,0,0,0,0,0.00803662186435915,-0.100200493088588,0,0,0,-0.129375654717844,0,0.090162670696376,-3.46944695195361e-18,0,0,0,0,0,0.140081450278267,0,-0.0959585835905483
X388.HK.EQUITY,0,0,0,0,0.217985783280877,0,0,0,0,0,0,0,0,0,0,0,-0.0366459616638556,0,-0.240134837652548,0,0,0,0,0,0,0.442514803375555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259409523921833,0,-0.113674057682026,0,0.0500880409266738,0,0,0,0,-0.111607799096937,0,0.0699081438761669
X601658.CH.Equity,0,0,0,0.222679918046904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280075806893193,0,0.0153545284915193,-0.05836191016706,0,0,0,0,-0.098724323775417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312564774377162,0,0,0,0,0,0,0.0600112344319298,0,0,0
