,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.134873077914834,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.124513124228703,0,0.0480953905783507,0.467899505683357,0,0.36276875745237,0,0,-0.204210442648067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331169445164422,0,0,0,0,0,0,0,0,-0.080831847616464
X601318.CH.EQUITY,0,0,0,0,0,0.19590896521386,0,0,0,0,0,0,0,0.0149167615576273,0,0,0.105123303029337,0,0,0.0646558310360021,0.0284069208356548,0,0,0,0,0,0,0.181392981777135,0,0,0.11719931735104,0,0,0,0,0.0894788685522218,0.0919809917359015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364724590568809,0.0262558016811955
X601939.CH.EQUITY,0,0.0427049894398863,0,0.787113550707689,0.0106663928326422,0,0,0,0,0.039486005580786,0.0594793499951887,0,0.0086652852076248,-0.0579596385949687,0,0,0.0796746194084875,0,0,0,0,0.00271989156381245,0,0,0.0392423951494575,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0883701458549787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.955537476174737,0,0,0,0,-0.0754420535788328,0,0.0098000367782369,0,0,0,0,0,0,0,0,0.0614906291495265,0,0,0,0,0,0.0719967328195559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430340267148219,-0.038454688980904,0,0,0,0,0.0542973426956097,0,0,0,0,-0.085247201508377,-0.00608804856681715,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0276586838510645,0.311183227380699,0,0.262044210297872,0,0,0,0,0,0,0,0.464480091381456,0,0,0,0,-0.069877862126658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130845525318653,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.125252683302531,0.211412006611054,0,0,0,0,0.0649651320273856,-0.0176114390832877,0,0,0,0,0,0,0,0.166789118027003,0,0.0305453481595334,0,0,0,0,0.0237946533658719,0,0,0.0395451823852943,0,0.177909462602616,0.126193422172795,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0321651475159123,0,0,0.0312379579099143,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685110286568195,0,0,0,0,-0.0538831936133953,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0716467222533338,0,0,0,0,0.00240010368421843,0,0,0,0,-0.0224754399895811,0,0,0,0,0,0,0,0,0,0,0,-0.133084853549993,0,0.998245354714871,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0549126341036621,0,0,0,0,0.155516317076484,0,0,0,0,0,0,0,0,0,0,0,0,0.289470589489077,0,0,0,0.0305851044094073,0,0,0,0,0,0.138172164793821,0,0,0,0,0.0592460053579331,0.116026249417254,0,0,0.0673942102879702,0,0.0387629742342325,0,0,0,0,0,0.136699416854586,0,0,0.0446894249446288
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623197224388317,0.0189647286885353,0,0,0,0,0.13904807114278,0.307322460628819,0,0,0,0,0,0,0,0,-0.143733203804829,0,0,0,0,-0.0470831430876521,0,0,0.130816947189523,1.73472347597681e-18,0,0,0.0763558819494276,0,-0.181852819112743,0.187122565155566,0,-0.0250471423221078
X388.HK.EQUITY,0,0,0,0,0.218912218523583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130144136630561,0,0.256482326021555,0,0,0,-0.00865864152258798,0,0.112999806826408,0,0,0,0.132355652656592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178657736960017,0,0,0,0,0.28167318422975
X601658.CH.Equity,0,0,0.132230625840251,0.146659572371015,0,0.0413851167619947,0,0,0,0,0,0,0,0,0,0,0.168012001412754,0,0.147017987801054,0.0414817020737602,0,0,0,0,0,0,0,0,0,0,0,0,0.0299550230820922,0,0,0,0.0769921424883413,0,-0.0613181079703146,0,0,0,0.0366218048399309,0,0.0420544617572256,0.0167564304752469,0,0,0,0,0,-0.041607601718766,0
X600030.CH.EQUITY,0,0,0,0,0.0201554558921972,0,0,-0.0286169797053598,-0.0461693185608876,0.095823611365704,0,0,0,0.342112278213078,0.00687792162928972,0,0.0739161301365507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100997527913237,0,0,0,0,0,0,0.189663431029444,-0.0267575640335951,0.0661578953133386,0.115877716799384,0,0,0,0,0,0.175207302177218,0,0,0.0325975644764731
