,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.413349148562282,0.0763614154929148,0,0,0,0,0,0,0,0,0,0,0.0520004570133912,0,0,0.0763969098557948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052157658177907,0,0,0,0,0,0,0,0,0,0.0786604575447849,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0766553121279124,0.246944481854512,0,0,0,0,0,0,0,0,0.327847643364969,0,0.0906285861742868,0.0574180456608737,0,0,0,0,0.0921474161629186,0,0,0,-0.0128884608374193,0,0,0,0,0,0.0267390461274847,0,0.00909264805168823,0,0.0425975026468861,0,0,0,0,0,0,0,0,0.0119313020779856,0,0,0
X601939.CH.EQUITY,0,0,0,0.661935174643303,0,0.0545580840186757,0,0,0,0.26179163620764,0,0,0,0,0,0,0,0,0,0,0.0587666167586484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158190405526449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363210821079697
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.259411855541639,0.0343956626502163,0,0.757319562216524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132010566254634,0,0,0,0.112545522144596,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X5.HK.EQUITY,0,0,-3.46944695195361e-18,0,0,0.154172112031281,0,0.306773199631214,0,0,0,0,0.0445045058546357,0,0,0,0,0,0,0.0211645836356135,0,0,0,0,0,0.0149536343002681,0,-0.144295999443199,0,0,0,0,0,0,0,0,0.112302480670317,0,0,0.291271789948716,0,0,0,0,0,0,-0.0588656440910317,0,0.06022801421727,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.30938863327915,0,0,0,0.253887269522544,0,0,0,0,0,0,0,0.0163670411438945,0,0,0,0,0,0,0,0.0499293883093446,0.0328318807548241,0,0,0,-0.152905385515167,0,0,0.0425384528075565,0,0,0,0,0,0,0,0,0.123875718545955,0,0,0,0,0,0,-0.0183324754664984,0,-0.163674551620521,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.441156442537665,0,0,0,0,0,0,0,0.187279538368148,0,-0.115035069639396,0,0,0,0,0.204542539929629,0,0,0,0,0,0.176381103999049,0,0,-0.0112271755087264,0,0,0,0,-0.0124930411476055,-0.198443515984454,0,0.152867723882142,0,0,0.125948905487773,0,0,0,0,0,0,0.0102501765563789
X1299.HK.EQUITY,0,0,0,0,0.21327544378265,0,0,0,0,0,0,0,0,0,0,0,0.194355781090593,0,0,0,0,0,0,0,0,0.0672711361012666,0,0.0940808770420094,-0.0749697274874651,0.000602901764602648,0.0999860296873826,0,0,0,0,0,0.414593637303447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475476352555279
X601628.CH.EQUITY,0,0.167067079228382,0,0.00497270839446169,-0.107368504036019,0,0,0,0,0,0,0.00753252886776779,0,0,0,0,0,0.184729390162587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206994920473618,0,0.344220510842457,0,0.0375248490307465,0.157974064275674,0,0.0810575976947859,0,0.0983289106277865,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.179045558040432,0,0,0,0.374858523720762,0,0,0,0,-0.00354964085325192,0.459799739005392,0,0,0,0,0,0,0,0.0481094188183155,0.18658419878085,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0389689770148574,-0.0920239262804494,0,0,0,0,0,0,0,-0.0433070236930392,0,0,0,-0.0970452689395383,0,0,0,0,0,0
