,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0407034053338304,0,0,0,-0.279745276520715,0.0444757011421414,0.0672382162496152,0,0,0,0,0,0,0,0,0,0.138912790360023,0,0,-0.110073809835014,0,0,-0.206060850863439,0,0,0,-0.335690932191027,0,0.138651982811471,0.808279707313175,0,0,-0.0236325849173844,-0.101911674891165,0.212824547791516,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246188454198702,0,0,0,0,0,0,0.125844776137945,0.105252158620636,0,0,0,0,0,0,0.108185896947148,0.0393383626361083,0,0,0,0,0,0,0,0,0,0,0,0,0.115062116709967,0.0742507916253519,0,0.264562288768191,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.113756496738952
X601939.CH.EQUITY,0.243291508149329,0,0,0,0.185794616658258,0,0,0,0,0,0.0762600361323632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186820363775521,0,0,0,-0.214179014687223,-0.172066275660897,0,0.176619700852177,0,0.464516384462755,0.0242363233645172,0,0,0,0,0,0.109515461990263,0,0,0,0,0,0.0407036326788216
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.398903236301176,0.0654491384192854,0.605630671803656,0,0,0,0,0.534284040384789,-0.381196529785811,0.192378591319294,0,0,0,0,0,0,-0.108114865411193,0,0,0,-0.265215656382788,0,0,0,-0.445388058266418,0,0,0,0,0,0,0,0,0,0,0,0,0.154634219678659,0,0,0.182222778703062,0,0,-0.137351831950239,0
X5.HK.EQUITY,-0.0485287961629347,-0.134438485132046,0,0,0,0.0490935095982791,0,0.211436637444588,0,0,0,0,0,0,0.0107409400033583,0.214422204007043,0,0.0319459086557726,0,0,0.0681261420109478,0.648821794421308,0,-0.227434469085446,0,0.0977533364856953,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108796874124134,0,0.100476419019319,0,0,0,0,0.0976630088606037,0,0,0,0,0
X601988.CH.EQUITY,-0.355543739624568,0,0,0,0.456536957210513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86836954874163,0,0,0,-0.209885844857647,-0.0360176934805892,0,0,-0.185607238177636,0,0,-0.621164732447951,0,0,0,0,0,0,0,0,0,0.243157491322314,0,0,0,0,-3.46944695195361e-18,0.0842712062605819,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.319406526150911,-0.0672338287587909,0,0,0,0,0,0,0,0.533835925034317,0.180120330713913,0,0,0,0.0827049012802744,0,0,0,0,0,-0.0562367884519821,-0.0601009165295872,0.295980067488657,0,0,0.114903581930379,0,0,0,0,0,0,-0.240322032731909,0,0,0,0,0,0,0,0.0633452304207207,0,-0.133737002339928,0,0,0,0,0,0,0,0.0763852847333588
X1299.HK.EQUITY,0,0,0,0,0.276324748009371,0,0,0,0,0,0,-0.08446662454587,0,0,0,0,0.0235054039353607,0,0,0,0,0,0,0,0,0.151706231817866,0,0,0.107356978195836,0,0,0,0.105977396424832,0,0,0,0,0,0,0,0,-0.101336910752742,0,0,0,0,0,0,0,0,0,-0.00967408181093304
X601628.CH.EQUITY,0,0.0950783595315622,0.00799887531711427,0.0145021668877556,0,0,0,0,0,0.162086445436644,0,0,0,0.349238343473394,0,0,0,0,0.00925698501717822,0,0,0,0,0,0,0,0,0,0,0,-0.053097556260351,0,0,0,0,0.0768741804461491,0,0.1858401839682,0.0287335753681182,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0397932862235984
X601166.CH.EQUITY,0.0321916093559024,0,0,0.261200996928327,0.0315380127100016,0,-1.73472347597681e-18,0,0,0,0,0.228745892277041,-0.0176509758224704,0,0,0,0,0,0,0,0,0,0.269578645529578,0,0,-6.93889390390723e-18,0,0,0,0.00764858515718498,0.0971065438003628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
