,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109358035142483,0,0,0,0,0,0,0,0,0,0,0,0.606553218152802,0.462374875250193,-0.0834605971966883,0,0.0976611921324108,0,0,-0.00143642211214479,0,-0.113852141355716,0,0,-0.246664010633694,0,0,0,-0.434924816556693,0,0,0,0,0,0.0590573177115246,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0817376578392442,0,0,0.282788749789193,0,0,0,0,0.0736730326459136,0,0,0,0.0202009407549658,0.222591310655083,0,0,0,0,0,0,0,0,0.0361591939241003,0,0,0,0,0.0335497672319234,0,0,0,0,0,0,0,0,0,-0.0634093745310529,0,0,0,0,0,0,0,0,0,0,0,0.344312391931091,0,0,0.0974088249153205
X601288.CH.EQUITY,0,0,0.255808539922757,0,0.353384251303924,0.111020552974826,0,0.0369101752532055,0,0,0.00838830856722609,-0.0190190412335708,-2.71050543121376e-20,0.163942489527053,0,1.73472347597681e-18,-0.0188612699049291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696824521663247,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177061299460759,0,0,0,0,0,0.538251578189271,0,0,0.0718453726196321,0,0.0749012627247162,0,0,0,-1.73472347597681e-18,0,0,0,0.269200272665783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349211880435397,0,0,0.0957592021140259,0,0,0,0,0,0,0,0,0.107198697573538
X600036.CH.EQUITY,0,0,0.230940888848748,0.10125365521216,0,0,0,0.102959584139318,0.0985922608775421,0,-0.04452980421962,0,0,0,0,0,0,0,0,0.00368587777432231,0,0,0,0,0.0328583345917922,0,0,0,0,0,0,-0.0178077844644414,0,0.255389191669454,0,0,0,0.0279523231798716,0,0,0,-0.0857604028458034,0,0,0,0,0,0.120425744707869,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.254217442135005,0,0,0,0,-0.0639020390054847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.197335148872556,0.0982760644652419,0,0.113566732921731,0,0,0.0614767733504031,0,0,0,0,0.0128754978245053,0,0,0,0,0.00691779868114403
X1299.HK.EQUITY,0,0,0,0,0,0,0.0778250069763147,0,0,0,0,0,0,0,0,0,0.0334275394851505,0,0,0,0,0.185364992766942,-0.058993104272007,0,0,0,0,0,0,0.161081547553342,0,0,0,0,0,0,0.0219217123645406,0.0386133402921577,0,0,0,0.173026449038469,0.117236991497375,0,0,0,0,0.44453488098318,0,0,0.0890952615525267,0,0
X5.HK.EQUITY,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0619867933090028,0,0,1.73472347597681e-18,0,-0.163638031765487,0,0,-0.324550011239339,0.776437869224016,0,0,0,0,0.680854870264115,-6.93889390390723e-18,0,0,0,0,0,-0.156083984311697,0,0,0,0,0,0.218205836333778,0.177175872995633,0,0,0,0,0,0.106221634144324,0,0
X601658.CH.Equity,0,0,0,0,0.0098951423735544,0,0,0,0,0,0,0,0,0,0,0,0,0.212199328731803,0.0385803457618807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250016655730689,0,0,0,0,-0.0132536747890037,0,0,0,0,0
