,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.100351576717265,0,0,0.361183393982116,0,0,0,0,0,0.200614137872496,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197776101301214,0,0,-0.157541922592533,0.0620052731068721,0,0,0,0,0.125508547843196,0,0.053880553847144,0,0,0,0,-0.132609951784148,0,0,0,-0.0256631071052677,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.129320817020535,0,0,0,0.0186073743593833,0,0,0.21685096638771,0.0154736852764335,0.0279827532173224,0,0,0,0,0,0,0,0.054548133898328,0,0,0,0,0.0443906727568889,0,0,0,0,0,0,0.00534242651825204,0,0,0,0.516256815470639,-0.0679511293773644,0,0,0,0,0.0864810430620096,0,0,0,0,0,0
X601939.CH.EQUITY,0.23619411849469,0,0,0,0,0,0,-1.73472347597681e-18,0.03994315256443,0.0200037858151065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386683767290092,0,0,0,0,0,0,0.0956269908626042,0,0.0134602400020989,-0.0491799157252973,0,0,0.0215225827778128,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.232828766107942,0,0,0,0,0.00875675541488572,0,0.0903035101495225,0,0,0,0,0,0,0,0.121740642874507,0,0,0,0,0.160686638231287,0,0,0,0,0,0,-0.085780648587097,0,0,0.0225344984877839,0,0.0429832511485832,0,0.214398638843824,0,0.118759077157007,0,0,0,0,0,0.0597290931952975,0,0,0,0
X5.HK.EQUITY,0,-0.222593058537966,0,0.0318686391276952,0,0,0,0.114695970001203,0,0.102173765293884,0,0,0,0,0,0.290202798622601,0,0.235679351429686,0,0.231891622739095,0,0,0,-0.205693466580159,0.378481306349314,0,-0.0338263815204854,0,-0.208941398579225,0,0,0,-0.0727843805715338,0,0,0,0,0,0,0,-0.0312337360893146,0,0.151013422015024,0.231682151107375,0,-0.0195455407312303,0,-0.199260988017679,0,0,-0.0655681159599951,0
X601988.CH.EQUITY,0.190847709923175,0,0,0.409531900916941,0,0,0,0,0,0.1083377747533,0,0,0.148277141803142,0,0,0,0,0,0.027122583958936,0,0,0,0,0,0,0,0,0.00879856424461534,0.0219149190610639,0,0,0,0,0,0,0.123900463510449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131441868663063
X600036.CH.EQUITY,0,0.665862157016152,0.0172053295006952,0,0,0,0,0,-0.0605127418479055,0,0,0,-0.105768474581494,0,5.42101086242752e-20,0,0,0,0.172374157362783,0,0,0,0,0,0,0,0,0,0.0573195420661907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238594012012194,0,0,0,0,-0.0675853631380435,0,0,0.172013786704007
X1299.HK.EQUITY,0,0,0.00738071651740907,0,0,0,0,0,0,-0.0983093766114793,0,0,0,-0.130461099139768,0,0,0,0.24376764722782,0.0563068475972244,0,0.249855562739716,0,0,0.326568747846648,0,0,0.0850281877072568,0,0,0,0,0,0,0,0,0.0361140397962666,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.157964379439084
X601628.CH.EQUITY,0,0.160773724979377,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0032992800837424,0,0.273234028936214,0,0,0,0,0,0.00731734182126226,0,0,0.163856377812441,0,0,0,0,-0.0515694938484337,0,0,0,0,0,0,0,0,0.14036004889448,0,0.0983222509717227,0,0,0,0,0,0,0,0,0.109693514415673,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.284136840146012,0.250747898566726,0,-6.93889390390723e-18,0,0,0,0,0,0.400890855576924,0,0,0,0,0,0,0,0,0,-0.0628310470060708,0,0,0.00705286706764253,0,0,0.377895407245652,0,-0.0737467279930546,0,0,0.325257180216253,0,0,0,0,0,0,-0.117964181582993,-0.192798878696986,0,0,0,-0.0352523551576968,0,0,0,0
X601328.CH.EQUITY,0,0.0994297429004853,0.0997439735266707,0.390804778558196,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0133154254913537,0,0.0274694119977403,0.00307742595585784,0,0.0594772478558289,0,0,0,0.139273171260031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00511370972101089,-0.169921305278048
