,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172058790409543,0,0.199224761684336,0,0,0,0,0,0,0,0,0,0,0.0446836347404855,0,0,-0.191367946792366,0,0,0,0,0,-0.292162835652951,0,0.048688040902496,0,0,0.839086521104769,-0.0998359747383063,-0.156471721870059,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749639,0,0,0,0,0.0628711781967742,0,0,0,0,0,0,0.0189531740658785,0,0,0,0.0279017472375037,0,0,0.078908439985269,0.0224639702312629,0,0,0,0,0,0.279069136490736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.131457524567336,0,0,0,0,0,0,0,0,0.180452190243872,0,0,0,0,0,0,0,0.146221494385148,0,0,0,0,0,0,0,0,0,0,0,0.100420505946618,0,0,0,-0.257531135854566,-0.220286776823898,0,0,0.51045198095128,0.173749029055758,0,0,0,0.163695755619399,0,0,0,0,0,0,0,0,3.46944695195361e-18
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.522215870663993,0.146317788824287,0.0308140321534163,0.604096270318637,0,0,0,0,0.473892083794895,-0.0729421843118326,0,0,0,0,0,0,0,-0.408078386387785,0,0,0,0,0,0,0,-0.658962328618013,0,0,0,0,-0.199888906249851,0,0,0,0.330358708328268,0,0,0,0,0.314700940482044,0,0,0,-0.223227892687222,0
X5.HK.EQUITY,-0.0778132916132307,-0.0239158724912118,0,0,0,0,0,0,0,0,0,0,0,0,0.464353378375665,0,0,0,0.449901825969263,0,0,0,0,0.0662345122395754,0.0122420420819752,0,0,0,-0.130459136438255,0,-0.138669230856019,0,0,0,0,0.129661169270353,0,0,0,0,-0.101757298024629,0,0,0.182199506443034,0,0,0,0,-0.130224865822876,0,0,0
X601988.CH.EQUITY,-0.367777465602588,0,0,-0.00475891972139203,0.337056710839581,0,0,0,0,0,0,-0.0529183776595782,0,0,0,0,0,0.167603989836922,0,0,0.79277664614781,0,0,0,0,0,0,0,0,-0.545278442709713,0,0,0,0,0,0,0,0,0,-0.000850145602619318,0.0424847044218614,0,0.147367255663323,0,1.73472347597681e-18,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.15953720794395,0.543154732918417,-0.0346510452149069,0,0,0,0,-0.0303767420285378,-0.00534756554284797,0.348054832316704,0,0.357872212679287,0,0,0,0,1.73472347597681e-18,0,0,0,-0.131126120479419,-0.174725340521819,0,0,0.232032043564104,0,0,0.0750272170630084,0,0,0.110243474614888,0,0,-0.277553612130852,0,0,0,0,0,0,0,0.215382176037604,0,0.0503232917353502,0,-0.109783481555519,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110735178496889,0.0113806057762741,0,0,0.133835591210131,0,0,-0.0788011503457868,0,0,0.0291332175183889,0.140042855440301,0,0,0.0599557801594129,0,0,0,0,0,0,0.15456771848368,0,0,0,0,0,0.143372728286134,0,0,0,0,0,0,0,0,0,0,0.0230625093244822,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0249145852217788,0,0,0,0,0,0,0,0.0673476911427605,0,0.35996767639963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400242344983443,0,0,0,0,0.276546658171176,0.0535953067463513,0.0705258954410992,-0.0380840381322791,0,0,0,0.019389003007219,0,0,0,0,0,0,8.67361737988404e-19,0,-0.142748029138752
X601328.CH.EQUITY,0,0,0,0,0,0,0.357751933033297,0,0,0,0,0.101177955492969,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0273231939834331,0,0.245336616027926,0.16821592313783,0,0,0,0,0,0,0,0,-0.0729484566768811,0,0,0,0,-0.148836287907741,0,0,0,-0.026974306755644,0.132057493587119,0,0,0,0,0,0,-0.242290911994952
