,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0959775395347502,0,0.421791429196042,0,0.046109421604859,0,0,0.236532491264854,0,0,0.151851948724144,6.93889390390723e-18,0,0,0,0,0.0144106985588705,0,0.0112394108178411,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.058098936743087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.526518038191046,0,0,0,0,0,-0.111429921813693,0,0,0.0352385474896699,0,0,0.380740305199765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167720570899557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07292361820466,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0,0,0,0
X601288.CH.EQUITY,0.335454201470998,0.0827288897010553,0,0,0.396694548038614,0,0,-0.0481481339916851,0,0,0.0425984076683471,0,0,0,0,0.0985872424299123,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0205129467860823,0,0,0,0,0,0,0,0,0,0.0325716020679088,0,0,0,0,0,0,0,0,0,0,0,-0.0188792418457218
X601988.CH.EQUITY,0,0.0529651910176366,0,0.319538865424076,0,0,0,0,0,0,0.183370308615219,0,0,0.0833312862976761,0,0,0,0.202480528998014,0,0,0,0,0,0,0,0,-0.00830205588285596,0.0411494063673629,0,0,0.0791351613539123,0,0,0,0,0,0,0,0,0,0,0.06444165086306,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.171655247924829,0,0,0.00834646890412564,0,0.551752689391075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426108880374299,0,0.052940180152417,0,0.0791902432763946,0,0,0,0,0.108987387727962,0,0,0,0,0.0567934539182795,0,0,0,0,0,0,0.10428650180919,0,0,0,0.0654316682706733
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0349141650617754,0.0943090766897142,0,0,0,0,0.164027541537035,0,0,0.0716523863833247,0,0.118573797772951,0,0,0,0,0,0,0.0529066724970797,0,0.139785642317318,0,0,0,0,0,0,0.0563431602634833,0,0,0,0,0,0,0.19695749984144,0,0,0,0
X5.HK.EQUITY,0,-0.206296898301418,0,-0.0321664127767753,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26511153057371,0,0,0,0,0,1.41169208807991,-0.821086897371498,0,0.174723521136684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194734895399058,0,0,0,0,0,0,0,0,0.392815681305403,0,-0.134747036253287,-0.234902354987759
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.146829447866491,0,0,0,0,0,0.173835846907858,0,0,0,0.104830185019319,0.175127614452383,0,0,0,0,0,0.0513119980500154,0,0,0,0,0,0,0.0478026803740264,0,0,0,0,0,0,0.124832560589982,0,0,0,0,0,0,0,0.0608027828681576,0,0
X601658.CH.Equity,0,0,0,0.343479663335184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394371645692908,0,0,0,0.32763337707914,0.625708029669978,0,0,0,0,0,0.0293926196509777,0,0,0,0,0,-0.107402225157729,0,0,0,0,0,0.124951722899436,0,0,-0.531738543067532,0,0,0
