,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.221929563598847,0,0.404743775548816,0,0,0,-0.0104869998783697,0.14684235254396,0,0,0.0937004663086132,0,0,0,0,0,0,0,0,0,0,-0.0751298936678779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444334290472588,0.00698821373465844,0,0.122818245509342,0,0
X601939.CH.EQUITY,0.35408178367387,0,0,0.286126793413242,0,0,-0.0952260366207783,0,0,0,0.0027935321735271,0,0.140307887217243,-0.0648192243866286,0,0,0,0,0,0,0,0,0,0,0,0.0316892851126831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201850548742044,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0,0
X601288.CH.EQUITY,0.450005391002932,0,0,0,0.209332154175454,0,0,0,0,0,0,0,0.0159766558134631,0,0,0,0,0,0,0,-6.93889390390723e-18,0.170205002213212,0,0,0,0,0,0,0.0199292992938167,0,0,0,0.0264164654706944,0,0,0,0,0,0,0,0,0,0.0643455218268689,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.117129282140973,0,0.361997445040952,0,0,0,0,0,0.264528598949965,0,0,0,0,0,0,0.113853792086397,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0423020708861738,0,0,0,0,0,0,0,0,0,0,0.140026167327577,0,0,0,0,0,0,0,0,0,0,0,0.0328892919516407
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882467427536729,0,0,0,0,0,0,0,0,0,0.142079372334071,0,0,0,0,0,0,0,0,0,0,0,0.0135820407365085,0.176945601211795,0,0,0.0313446627665691,0,0,0,0.18842422177436,0,0,0,0,0,0,0,0.0234704222672336,0,0.225270861134087,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833581008442382,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0,0
X601658.CH.Equity,0,0,0,0.165438852246229,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138378656586338,0,0,0,0.141124138466559,0,0,0,0.294865157234349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845906151142557,0,0,0.323591888649055,0,0,0,0,0,0,0,0,0.193572508166059,0,0,0,0,0,0,0,0.0200639304556977,0,0,0,0,0,0,0,0,0.0495342100927273,0,0,0,0,0.0411775519554074,0.0630583716070343,0.0514279703256174,0,0.140540675873422,0,0,0,0.0972309367182255,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.332116239891638,0,0,0,0,0,0,0,0,0,0.165464040295004,0,0.00896395263774133,0,0,0.213550840470456,0,0,0,0,0,0,0.0221824162604093,0,0,0,0,0,0,0,0,0,0.123038761393695,0,0,0,0.113670417079516,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.110333704090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.442413273187609,0,0.225756872105149,0,0.030441788238862,0,0.136575006893181,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0
X388.HK.EQUITY,0,0,0.221441602619316,0,0,0.00556467112233044,0.465630492146608,0,0,0,0,0,0,0,0,0,0,0,0.0314464484401,0,0,0,0,0.0363938779594224,0,0,0,0,0.00854434427599214,0,0,0,0.0154812872404748,0,0,0,0,0,0,0,0,0,0,0.00179798593424365,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.084623668806582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36493393467214,0.245017017373697,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.138664674552791,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0617811106193883,0,0,0,0,0,0,0,0,0,0,0,0.054515599673517,0,0,0,0,0.0956062099436566,0,0.0156098194986613,0,0,0,0,0.00247328233451962,0,0,0,0.295940795774522,0,0,0,0,0,0.00771160914682032,0,0,0.178805775546576,0,0,0.371552069223527,0,0,0.033330258959593,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0758089279599643,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0.356059241481827,0,0,0,0,0,0.217968376770809,0,0,0,0,0,0,0,0.112740843239482,-0.0487942346119997,0,0.00295917111573105,0,-0.130352233012239,0,0.194902006566859,0,0.153560277838187,0,0,0,0,0.0171851434746696,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.336294244601581,0,0,0.143014257907544,0,0,0,0,0,0.046061365942612,0.136819405373846,0.13240408760221,0,0,0,0,0,0,0,0,0,0.031169861066815,0,0,0,0,0,0.0174271400844996,0,0.0606766255080178,0,0,0,0,0,0,0,0.0388006728899961,0,0,0,0,0,0,0,0,0,0,0,-0.120464462412061,0
X601601.CH.EQUITY,0.0258680998936864,0,0.113079414948307,0,0,0.0615769399137476,0.0803420407608621,0,0.104819486898085,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.374562960117885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491754752666595,0,0,0,0,0.105046989003698,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.107066321231446,0,0,0,0,0,0,0.203173096552972,0,0.213471376636385,0,0,0,0,0.0560852241345347,0,0,0,0,0,0,0,0,0,0,0,0,0.0854520641160139,0,0,0,0,0,0,0,0,0,0,0,0.174159717140373,0,0.142889324783337,0,0,0.00409585739721663,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.235535574961601,0,0.106457068848664,0,0,0,0,0,0,0.168960897788231,0,0,0,0,0,-2.71050543121376e-20,0.0231094957338484,0,0,0,0,0,0,0,0.27005300637491,0,0.0224233050975165,0,0,0,0,0,0.0764019387916669,0,0,0,0.028088312461202,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.08614088160843,0.303207048951376,0,0.0672553737831031,0,0,0,0,0,0,0,0,0,0.202307262083346,0,0,0,0,0.538380944701458,0,0,0,0,0,0,0,0,0,0,0,-0.223241711633051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.181869484320734,0.101317701108231,-0.185500322735001,0.1650615910643,0,0,0,0,0,0,0,0.210615617285128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151769274920844,-0.0394235287056647,0,0,-0.0302625101864994,0,0.522796730028689,0.0972128252479121,0.190214998149283,0,0,0,0,0,0,0,0,0.10631473983155,0,0,-0.0389438859708394
