,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.387057591904008,0.0433019118966143,0.0677255774627607,0,0,0,0,0,0,0.208747419431094,0,0,0,0,0,0,0,0,0,0,0.0475731693526703,0.058426964076335,0,0,-0.0198392953442024,0,0,0,-1.73472347597681e-18,0.00476335205417547,0,0,0,0,0,0,0,-0.00823104083701553,0,0,0,0,0,0.025656764390805,0,0,0,0,0.0331400024968976,0.0577973973733395,-0.0797059426184756,0
X601939.CH.EQUITY,0.456332887027328,0,0,0,0,0,0,0,-0.0176720991655692,0,0.21072312648238,0,0,0.0346668618608105,-0.0151395847870876,0,0,0,0,0,0,0,0.146032487655917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716589562092713,0,-0.0494344823218508,0,0
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.404229441728613,1.38777878078145e-17,0,0,0.257139439141286,0,0,0,0,0,0,0,0,0.0656371773147599,0,0,0,0.077530189439917,0.0627429886769086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220343578679028,0,0.061429592171466,0,0,0,0.0291192445472493,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.372759151864322,0,0,0,0,0,0.249547497253736,0,0,0,0,0,0.118086024858439,0.127646609647472,0,0.0477018366932112,0,0,0,0,0,0,0,0.0925100911921058,0,0,0,0,0,0,0,0,-0.514161559238869,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0628757886676265,0,0,0,0,0,0.291890749110674
X600036.CH.EQUITY,0,0.0187485543398083,0.0340724953362117,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0986604058276972,0,0,0,0,0.00895063641630685,0.0577383655022129,0,0,0,0.270312460268877,0,0,0,0,0,0,0,0,0,0.230516349112927,0,0,0,0,0,0,0,0,0.147231418071304,0,0,0,0.0787249277127241,0,0,0.10400823737946,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.105477322077213,0,0,0,0,0,0,0,0.00241127423340141,0.381940466647393,0,0,0,0.0343515150371051,0,0,0,0,0,0.0014306858257762,0,0.0514637975403684,0,0,0,0.0853121735693166,0,0,0.21449376014553,0,0,0,0,0,0,0,0,0,0.166834826611649,0,0.0374369321993633
X601658.CH.Equity,0,0,0,0,0.128082000036591,0,0,0,0,0,0,0,0,0.160371556951603,0,0,0,0,0,0,0,0,0,0,0,0,0.187322234484377,0,0.0894738423960109,0,0,0,0,0,0,0,0.157984920919402,0,0,0,0,0,0,0,0,0,0,0,0.410700208621243,0,0,0.0920511413132799,0
X601328.CH.EQUITY,0.182460899972631,0,0,0.458371868875641,0,0,0,0,0,0,0,0,0.0193268679321859,0,0.0392087635790885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159727110196041,0,0,0,0,0.100625250367778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655321506825379,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.392526945606635,0,0,0,0,0.075741725224262,0,0,0,0,0,0.0652352259262014,0,0,0,0,0,0,0,0,0,0,0,0,0.212418061946806,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0491954216446565,0,0,0,0,1.73472347597681e-18,0.0307709180551193,0,0,0.060064025059674,0.114103002981106,0,0,0,0
X388.HK.EQUITY,0,0,0.212090312332914,0,0,0,0,0,0,0,0,0.0446143894662407,0,0.0188941581506585,0,0,0,0,0,0.150608264276291,0.0720005797762107,0,0,0,0.00889129789463575,0,0,0,0,0,0,0,0,0.0694387832300562,0,0,0,0,0,0,0,0,0,0,0,0.064301669705215,0,0.0238949082294957,0,0,0,0,-0.101312998674932
X600000.CH.EQUITY,0.234728006229746,0.0891294717773865,0,0.0463413921477287,6.93889390390723e-18,0,0.0433639264710345,0.0177135542225414,0.0970157367552986,0,0,0,0,0,0,0,0.0940573796825506,0.0461880612822072,0.0499467760791353,0,0,0.0222688999591477,0,0,0,0,0,0,0.0469910887291419,0,0,0,0.0454034076961181,0,0,0,0,0,0.0687943462207522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.0713055630678812,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0344242779077429,0.156805753223899,0.0167911953792307,0,0.0133804975877867,0.431831928587978,0.0521603603641584,0,0.104295201634371,0,0,0.0272037448829625,0.2129925963702,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0580997054511563,0,0
