,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.277869588118219,0,0.0753709382353455,-0.0165366740450166,0,0.375544734536667,0,0,0,0.0984829082627556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11209159975031,0.00383424397725303,0.00384122920507124,0.0372425553169721,0,0,0,0,0,0,0,0,0.126065518926857,0,0,-0.0164275904833014,0,0,0,0,0,0,-0.018687114303958,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.245527791084866,0,0,0,0,0,0.154214913713134,0,0,0,0.0689171828675511,0,0.0704980397113663,0,0,0,0,0,0.128332098947904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869070425365216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895577580403391
X601939.CH.EQUITY,0.474111109257222,0.145883106678724,0,0,0,0,0,0.163981960706966,0,0,0,0,0,0,0,0,0.0225613027245314,0,0,0,0,-0.147075036191238,0,0,0,0,0,0,0,0.151917545225448,0,0,0.103825045359662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189875371630115,0.112914779961998,0,0
X601288.CH.EQUITY,0,0,0.0193093720405185,0,0,0.1112184384873,0,0.465571803113288,0,0,-0.072023070125653,0.116198564163866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702962486136391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643463812653144,0.0428485621118206,0.0356590131855135,0,0,-0.0352015841684736
X600036.CH.EQUITY,0,0.0404068492672625,0,0,0,0,0.262506024099575,0.0121712209500771,0,0,-0.0681501039599043,0,0.255714327453452,0,0,0.137457789157922,0,0,0.121584587254258,0.0226588221459755,0,0,0.0163400796585911,0,0,0.0692977329069815,0.1951315977828,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.129988643107555,0,0,0,0,0,0,0,0,0,0,0.155051187071003,-0.106973057099854,0,0
X601628.CH.EQUITY,0,0,0,0.0644241798547042,-0.00923650036886835,0,0,0,0,0,0,0,0,0,0,-0.198096186090048,0,0,6.93889390390723e-18,0,0,0.078596104899832,0,0,0.0503905307367445,0,0,0,0,0,0,0,0,0.0176032380802294,0.657891743909202,0,0,0,0,0,0,0,0,0,0,0,-0.00746622504413947,0.108659778790627,0,0,0,0,0.224712779408626
X1299.HK.EQUITY,0,0,-0.187572672536034,0,0.0323014489358807,0,0,0,0,0,0.245231555934422,0,0,0,0.207158040097472,0,0,0,0,0.149286167850722,0,0,0.0754407543131217,0,0,0,0,0,0,0,0.0385911961280543,0,0.0596622564820571,0,0,0,0,0,0.0452752609763687,0,0.0743734141886746,0.138741992149502,0.175676514114623,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.139801836317383,0.425242394838329,0.065774735352279,0,0,0,0,-0.0134617118965643,0.0469631252901138,0,0.281102996185929,0,0,0,0.0240331981157983,0,0,0,0,0,0.057996156575262,0,0,0,0,0,0,0,0.0861017748334878,0,0,0,0,0,0.0449000167412645,0,0,0,0,0,0.0312417071718277,0,0,0,0,0,0,0,-0.023874879264513,0,0
X5.HK.EQUITY,0,0.106381095003733,0,0,0,0,0,0,0,0,0.00184962726667371,0,0,-0.0328747693587961,0,0,0,0,0,0,0.2276935898843,0,0.192644295237643,0.128771224295899,0,0,0,0,0,0,0,0,0.0638124475130986,0,0,0,0,0,0.160111739757762,-0.0810836654655384,3.46944695195361e-18,0.0557354561459124,0.306545564686547,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,1.73472347597681e-18,0,0.297041934771491,0.0134401139844635,0,0,0,0,0,0.0951105671581101,0.118353727194307,0,0.00424587535311061,0,0,0,0,-0.016698024264708,0,0,0,0,0,0,0.0985887630333526,0,0.0566276668462762,0.342622463873839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102335172238771,0,0,0,0,-0.0945651067996849
