,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.142632461056386,0,0,0,-0.166473415245298,0.27857490648297,0,0,0.128958128954359,0,0,0,0.227156780643012,0,-0.0746357322596542,0,-0.121636778787304,0,0,0,-0.146111976660278,0,-0.244353850455811,0,0,0,-0.204549677157258,0,0,0.847673242825023,0,-0.00173439316281123,0,-0.120822547623464,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.132390285594025,0,0,0,0,0,0,0.172261394198584,0,0,0,0,0.0951112044884436,0,0.12421333771935,0,0,0,0,0,0,0,0,0,0,0.0880614642672231,0,0,0.329141356710768,0,0.189244221269036,0,0,0,0,0.00752019366890477,0.0336627846760577,0,0,0,0,0,0,0,0,-0.113774425324111
X601939.CH.EQUITY,0.291047413173006,-0.143723949926451,0,0,0,0,0,0,0,0,0.160867923843881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138719271516829,0,0,0,0,0,0,0,-0.160403542640516,0,-0.191868997090551,0.224497554664764,0,0.0254905237960034,0.609925112791649,0,-0.0201547997674544,0,0,0,0.112799294643733,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.211307741463545,0.121904869049614,0.435040281885217,0,0,0,0,0,-0.0556642626197082,0.185957101611167,0,0,-0.137958555649911,0,0,0,0,0.163791070635147,0,0,0,0,0,0,0,-0.601627929160713,0,0,0,0,0,0,0,0,0,0,0,0.252398435326697,0,0,0,0,0,-0.063693390767629,0
X5.HK.EQUITY,0,0,0,0,0,0.119493419406127,0,0.211291200470609,0,0,0,0,-0.0294648122874918,0,0.127885307117971,0.119357619341415,0,0.0997298688776913,0.00453182588684872,-0.0856776984527597,0,0.0799901675746049,0,0,0,0,0,0,0,-0.0621034216642139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125210375735257,0,0,0,0.194934542779183,0,0,0,0
X601988.CH.EQUITY,-0.0574893005649252,0,0,-0.0088457382729691,0.514146381252543,0,0,0,0,0,0,0,0,0,0.169858798113588,0,0,0,0,-0.0954346274671126,-0.15202615564827,0,0.272076968379417,0,0,0,0,0,0,-0.323239651795917,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0890186221615048,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.166019363351919,-0.0793967123350264,0,0,0,0,-0.137736583195902,0,0,0.601043341065432,0.0820544460844223,0,0,0,0.113315659846202,0,0,0,0.291852131345573,0,0,0,0,0,0,0,0.104117660921958,0,0,0,0,0,-0.156955161767293,0,0,0,0,0,0,0,0,0,0,0,-0.00899895419046894,0,0,0,0,0,0.059830550464819
X1299.HK.EQUITY,0,0,0,0,0.289847107913532,0,0,0,0,-0.0161777965452469,0,-0.0954745940226114,0,0,0,0,0.00294939283853613,0,0,0,0,0,0,0,0,0.146814107692146,0,0,0.134198051396421,0,0.120621972387054,0,0,0,0,0,-0.00443678770502469,0,0,0,0,-0.117967159516813,0,0,0,0,0,-0.00233688873144293,0,0,0,-0.0361633058564992
X601628.CH.EQUITY,0,0.183940217327087,0,0,0,0,0,0,0,0.156559095154396,0,0,0,0.209700507472846,0,-0.078074773445264,0,0,0,0,0,0,0.0248183335740907,0,0,0,0,0,0,0,0,-0.0119017712304693,0,0,0,0.1991964542548,0,0,0,0,0,0.181776660106663,0.229135583601154,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0429145783251693,0,0,0.182966911863451,0,0,0.0103696029204944,0,0.117383968132452,0,0,0.0621999604300166,0,0,0.0387584354469529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335145957504747,0,0,0.333493558808705,0,0,0,0,0,0,0,0,-0.198054842497658,0,0,-1.38777878078145e-17,0,0,0,0.0145623215240151,-0.130551611705104,0,0.163287397213776,0
