,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.690742448878015,0,0,0,0,0,0,0,0.00908945185901429,0,0.0812382306760103,0,0,0,0,0,0,0.0629423097546651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.0219983418739237,0,0.0430582955287102,0,0,0.0301392835035344,0,0,-0.0101450076925254,0,0,0,0,-0.0166932752763141,0.00994657590036034
X601939.CH.EQUITY,0.107914459202169,0,0.0142129417037978,0.296146254363716,0,0.320746155063493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577440488203749,0,0,0,0,0,0,0,0.0358904483704968,0,0,0,0,0.0899279729415993,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0215499991487507
X601318.CH.EQUITY,0,0.0176351121475321,0,0.0926358103197262,0,0,0,0,0,0,0,0,0,0,0,0.00893182722133872,0,0.00847570417354843,0.192183354974361,0,0,0,0,0,0.0104227941614493,0.0465734282588994,0,0,0,0,0,6.93889390390723e-18,0,0.214466413046173,0.0168096441435061,0.0445386994357191,0,0,0,0.236985293146126,0,0,0,0.0860560956463443,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.190886067688732,0.0496269490799671,0,0,0,0.0318117257445707,0,0,0,0.16247950114577,0,0,0,0,0,0,0,0,0.0924688320553658,0,0,0,0,0,0.0233024773834706,0.259842420116401,0,0,0,0.0553503616240921,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0.0599433719124441,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.105769256427258,0.301325811867526,0,0,0,0,0,0.00552087634658278,0,0.303564930310223,0,0,-0.0818413987102114,0,0,0,0,0,0,0.531128447028534,0,0,0,0,0.0122732574009627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.619324100362788,0.0753767900398745,0,-0.151524925828207,0,-0.204947844141788,0
X601988.CH.EQUITY,0,0.174797078817672,0,0,0.0451426118249262,0,0,0,0.0734732809784266,0,0,0.0841095973182808,0.126219305367961,0,0,0,0,0,0.0587308475472687,0,0,0,0.519531876626837,0,0,0,0,0,0,0.0305099140343602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324672904334128,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0403491778403495,0,0,0,0,0,0,0.201243873533299,0,0,0,0,0,0.288194290093056,0,0,0,0.0422264006583879,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0939391780233091,0,0,0,0,0,0,0,0,0,0,0.010748381899027,0,0,0.0886973340815776
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249431413857155,0.000775799788559481,0,0,0,0,0,0,0.775957729755987,0,0,0,0.104931104959817,0.00414417668338141,0,0.000702287350072556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.140911959201868,0.0723307152763127,0,0,0,0,0,0,0,0,0,0,0,0.0306039095258151,0,0,0,0,0,0,0,0,0,0.0626577516812238,0,0,0,0,0,0,0,0,0,0.325127224155695,0,0,3.46944695195361e-18,0,0,0,0.20798036887251,0.0712427384657965,0,-0.0261857779684958,0,0,0,0,0,0
X601328.CH.EQUITY,0.00162134997340062,0,0,0,0,0,0,0.171622848846412,0,0,0.0383757681839605,0,0.149566571981751,0,0,0,0,0,0,0,0,0.252395723911439,0,0,0,0,0,0,0.0314360411491655,0,0,0,-0.0088353201947662,0.0403093254922584,0,0.000781169606354004,0,0,0.0688986226666665,0.256253002029882,0,0.0395393508455643,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.120175239918057,0.136351184022433,0,0,0,0.0145477656743951,0,0.149227681151002,0,0.110610743967865,0,0,0.125867025194989,0,0,0.000685289975132411,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.072304094118269,0,0,0,0,0,0,0,0,0,0.108186165636782,0,0,0,0,0,0.0456576519921215,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.142614574608232,0,0,0,0,0,0,0,0,0,-0.007707596170377,0.0742405805829278,0.0790555450986518,0.217040600459816,0,0,0,0,0,0,0.205005524312408,0,0,0,0,0,0.298095379766434,0,0,0,0,0,0,0,0,0.0841489559449936,0,-0.0277102657060708,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.00744127087127421,0.123406422255814,0,0.171668467413508,0.0780531655700517,0.0861708067240337,0.0720111563449122,0,0,0,0,0,0.0366918788879834,0,0,0.0530050961518045,0,0,0.0973284827911801,0,0,0,0,0,0,0,0,0,0.0530724941453977,0,0,0,0,0.0020268356368998,0,0.210554127791977,0,0,0,0.00887991938351702,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.138947162966442,0,0,0,0,0,0,0,0,0,0,0,0,-0.200794035319429,0,0,0,0,0.139162851689638,0,0,0.114071792672668,0.121434703760056,0.32242044109615,0.220184982924311,0,0,0,0,-0.0234924050247706,0,0,0.0493025026113991,0,0,0.0668267662582086,0,0.189922158848377,0,0,0,0,-0.0204218419299883,0
X2388.HK.EQUITY,0,0,0,0,0.0730668578472497,0,0.0203829862417759,0,0,0,0,0.0489415133882093,0,0,0,0,0,0.0584202645990992,0,0,0,0,0,0,0.175218818806505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447253313396049,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366480706924093,0,0,0,0,0.0799253134522244,0.0110071786400029,0,0.126432992617378,0,0,0,0,0,0,0.60886156044453,0,0,0,0,0,0,0.0570868996862444,0,0,0,0,0,0,0,0,0,-0.0826108204058315,0
X601319.CH.EQUITY,0,0,0,0,0,0,-0.324818562659593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401446255660011,0,0,-0.266102958208201,0,0,0.203590755524558,0,0,0.122049046254513,0,0,0,0,0.445780355704976,0,0,0,0,0,0,0,0,0.111564240656081,0,0,0,0,0.100647021867304
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0.464281708618878,0,0,0.124958633866731,0,0,0.0427455462047503,0,-0.0859499158058847,0,0,0.0342242940270732,0,0,0,0,0.0738823761317081,0,0,0.133181097935448,0,0.0542409569894206,0.0624244545100308,0,0,0,0,0,0,-0.0268541497913374,0.00474591177704272,0,0,0,0,0,0,0.0926607542040288,0,0,0,0,0,0
X601601.CH.EQUITY,0.0992520939697829,0,0,0,0,0,0,0.192029818658042,0,0,0,0,0,-0.0230801063441471,0,0,0,0.0763396959660343,0,0,0,0,0,0,0.00383146563248047,0.034404071335483,0,0,0,0,-0.0141711019936171,0,0,0.113143696480688,0,0.0149440954824664,0,0,0,0,0,0.0211650675139173,0,0,0,0,0,0.313278664509628,0,0.0118882092245156,0,0
