,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.202414627098703,0,0.102253763335011,0,0.0307290331510133,0,-0.0647465783297124,0,0,0,0.412665611207802,0,0,0,-0.11545424390028,0,0,0,0,0,0,0,0,0,0,0,0,0.097531043902256,0.022706767599663,0,0,0,0,0,-0.0848181828556497,0,0.166455412375133,0,0,0,0,0,0.0842970193142618,0,0,0.0790397842431903,0,0,0,0,0,0.0189592659313539
X601318.CH.EQUITY,0,0,0,0,0,0,0.00255091284019427,0,0.103702075595264,0,0.0152227318226145,0,0,-0.155903891648827,0,0.0794144948410486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218927086980223,0,0,0,0,-0.251825054344469,0,0.433661412180735,0.109207742401945,0.0340028445327985,0,0,0,0,0,0.180761825438723,0,0,0
X601939.CH.EQUITY,0.13827817780966,0,0,0.363771929198958,0,0.0718533330158102,0,-0.0783883990518647,0,0,0,0,0,0,0.0889843373114763,0,0,0,0,-0.0197953176057712,0,0.102211345467128,0,0,0,-0.0883256595743481,0,0,0,0,0,0,0,0,0,0,0,0,-0.01542330587626,0.491689887721371,0,0,0,0,0,0,0,0,0,0.00175008736335195,0,0,0
X601288.CH.EQUITY,0.40658538490698,0,0.155590971308141,0,0,0.159416044857539,0,0,0.0445554622694727,0,0,0,0,0.0313582080962646,-0.00301228784357758,-0.143450495691202,0.0517488933838004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121896310698725,0,0,0,0,0,0,0,0,0.181744684757726,0,0,0,0,0,0,0,0,0.191322478847999,0,0,0,-0.0152217675749417
X5.HK.EQUITY,0,-0.127674372932325,0.0274309930013654,0.286146734358748,0,0,0,-0.250275019365423,0,0,0,0,0.144579944202688,0,0,0,0,0,0,0,0.540084671027491,0,0,0,0,0.30390296571044,0,-0.0108630850891391,0,0,0,0,0,0.0221755981047573,0,0,0,0,0,0,0,0,0,0,0,0,0.201553843271012,0,-0.0718383517310889,0,0,0,0
X601988.CH.EQUITY,0.177771656623102,0,0.12226358477618,0.120944719461865,0,0,0,0,0.0952782830204704,0,0.0971296506330898,0,0,-0.271898826383682,0,0,0,0,0,0,0,0,0.0767372820254165,0.270325603374041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132145837759828,0,0,0,0,0,0,0,0,0,0.0249571781034801
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0808188318102889,0,0,0,0,0.0069944842685801,0,0.29194861593546,0.223810802387781,0,0.0365588244525881,0,0,0.0830457509261545,0,0.000666463465786561,0,0,0,0,0,0,0,0,0.0792113880539956,0,0,0.0369397434977836,0,0,0,0,0,0,0,0,0,0,0,0,0.117828698007505,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0335390915157406,0.0695980930698635,0,0,0,0.138502402261202,0,0,0,-0.145104174841715,0,0,0,0.370199091425045,0,0.251916258517494,0,0.0424741837576343,0,0,0,0,0.10312214324877,0,0,-0.00418383696457601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.124292428699417,0.32059641801302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301287705956137,0,0.0266899293326404,0,0,0,0,0,0,0,0,0,0.118706082604164,0.0152265699633768,0,0.0475566202599142,0,0,0,0,0,0,-0.365682952881568,0,0,0.0689825712156152,0,0,0.195711404737339,0,0,0.205317718767128,0,0,0,0,0,0.0956594160300622
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127266951702335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
