,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.389304435678873,0.0622847676848683,0,0,0,0,0,0,0,0.188365123402732,0,0,0,0,0,0,0,0,0,0,0,0.0660081067483005,0,0,0.0492148147509481,0,0,0,0.0585914342380675,0.0119535237025034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393844419714523,0.00485154944361521,-0.114989737155767,0
X601939.CH.EQUITY,0.449870290483331,0,0,0.0802382682735467,0,0,0,0,0,0,0,0,0,0.105192914678586,-0.146203035014335,0,0,0,0,0,0,0,0,0,0,0.278347942920413,0,0,0,0,0,0,0,0,0,0,-0.0206152675809599,0,0,0,0,0,0,0,0,0,0,0.140356568301918,0.0718752111956448,0,-0.072486735648705,0,-3.46944695195361e-18
X601318.CH.EQUITY,0,0,0,0,0.196097716818266,0.241084146899272,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146829793517214,0,0,0,0,0.0687578452425491,0,0.0254609687085,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296155801590525,0.0953993575841181,0,0,0.174304433497479,0,0,0,0,0,0,0,0,0.189671519084508,0,0,0,0,0,0.0454691635090281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120885073623067,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.37939377252982,0,0,0,0,0,0.336474770987811,0,0,0,0,8.67361737988404e-19,0.208428667814164,0,0.139141594825204,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0684220012572831,0,0,0,0,0,0,0,0,-0.480032747240286,0,0,0,0,0,0,0,0.011422623438337,0,0,0,0,0,0,0,0.310601596837332
X600036.CH.EQUITY,0,0.0258620297707291,0,0,0,0,0,0,0.0530858668162079,0,0,0,0.146345768346923,0,0,0,0,0.0512271661394233,0,0.0276853271398893,0,0,0.153344266221078,0,0,0,0,0,0,0,0,0.357244994586822,0,0,0,0,0,0,0,0,0.0580761961932238,0,0.0407582664341594,0.187026945383942,0,0,0,1.38777878078145e-17,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.194639743699945,0,0.11136842225354,0,0,0.121082176113811,0,0,0.203180098367734,0,0,0,0,0.224131117081031,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.180245289185386,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403056457877902,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445256237212894,0,0,-0.0396931486828932,0,0,0,-0.382211601030398,0,0.612718687002676,0,0.0469919455718354,0.691209813806716,0,0,0.018226310898759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148817513032191,0,0.288577026191082,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0680680786721025,0,0,0,0,0,-0.108771696779926,0,0,0,0,0,0,0,0,0.0864517660328046,0,0.296126069203905,0.119145648214956,0,0,0,0,0,0,0,0,0.0404291668420958,0,0,0.0758085452615534,0,0,0,0,0.114820637722777,0.0034242755038207,0,0,0,0,0,0,0,0,0.15976083780287,0,0.0598112816225917
X601658.CH.Equity,0,0,0,0.0229302674483267,0.125241157213116,0,0,0,0,0,0,-0.12601769942907,0,0.207556239530304,0,0,0,0.225911864614279,0,0,0.08782464332109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271072173565041,0.122905682408347,0,0,0,0,-0.036760495060644,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.330743473344576,0,0,0.316591558594726,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.142446663794999,0,0,0,0,0,0,0,0,0.00870597622526103,0,0,0,0,0.180045978869723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794346902062157,0.0722767472266568,0,0.0461608878165075,0
X388.HK.EQUITY,0,0,0.429583799619229,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0884168175732284,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456270089590792,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.00600261339350677,0.00136576163276451,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0674326740088449,0,0.307700372854097,0,0,0,0.0299193550354103,0,0,0,0,0.0135301419873058,0,0,0.0166165299034306,0,0.0226538548458243,0,0,0,0,0,0,0,0,0,0.218168037659967,0.0526496487952269,0,0,0,0,0,0,0,0,0,0.0468570932148465,0.04893986276369,0,0,0,0,0,0.0911571415268204,0.141646889993696,0,0,0,-0.00384919008902838
X600000.CH.EQUITY,0.140102449524835,6.93889390390723e-18,0,0.148977193224948,0,0,0,0,0,0,0,0,0.252162342923632,0,0,0,0,-8.67361737988404e-19,0,0,0.0179957605547601,0,0,0,0,0.0323904057031893,0,0,0.155137294757373,0,0,0,0,0,0,0,0,0,0,0,0,0.0514329517083873,0,0.0258749174105762,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405502784373311,0,0,0,0,0,0,0,0,0,0,0.0302952173460455,0.327064354241813,0,0,0.414628873095055,0.0109200467762741,-4.33680868994202e-19,0.0436132804243794,0,0.0664960685153647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755527113038785,0,0,0.254202985616583,0,0,0,0,0,0,0.0477278852755596,0,0.328052858595257,0.173941861649967,0,0.0171740048625043,0,0.0698681849430395,0.0689142113781641,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.0150239459066584,0,0,0.350476844617464,0,0,0,0,0,0,0,0,0,0,0,0,0.192756906957594,0,0,0,0,0,0,0,0,0.0384863276828616,0,0,-0.0602124592640161,0.0255700825610229,0,0,0.283825147849332,0,0,0.140221007169285,0,-0.0817145921338772,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.333307589009821,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.118299356085459,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.113430235931528,0.279498397929494,0,0,0,0,0,0.118807203398338,0,0,0,0,0,0,0,0,0,0,0,0.00997255538967166,0,-0.0376987965003331,0
X688.HK.EQUITY,0,0.381730902372592,0,0,0,0,0,0.107979901016081,0,0,0,0,0,0,0.112252625969524,0,0,0,0,0,0,0,0,0,0,0,0.239327519653263,0,0,0,0,0,0,0,0,0.0552540394439931,0,0.0549322106969236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0630508698084713,0,0,0.118470998686038,0.0438067249602536,0,0,0,0,0,0.311958325989934,0,0.0779573290825911,0,0,0,0.164608510544671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00924895305931276,0,0,0,0,0,0,0,0,0,0,0.121963888168725,0,0,0,0,0.0730678181941986,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0792459415204234,0,0,0,0,0,0,0.0203311186656135,0,0,0,0,0.0128010108773631,0,0,0,0,0,0,0,0.00419010836043987,0,0,0,0.0684371947395874,0.13509391421447,0,0,0,0,0,0.0387904329325912,0.297985449946994,0,0,0.110262368244921,0,0,0,0.153162115178609,0.0322891882592453,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.2374179689058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13259839074641,0,0,0,0,0,0,-0.0114643528636963,0,0,0,0,0.199041841516761,0,0,0.26919929966258,0,0,0,0,0,0.0967003525934626,0,0,0.0736954564831713,0,0,0.0233640169277186,0,0
X601601.CH.EQUITY,0,0,0.432141028323832,0.197485283598678,0,0.0203863954770972,0,0.0427858157681711,0,0,0,0,0,0,0,0,0.242624242485896,0.112745541035842,0,0,0,0,0,0,0,0,0,0.025876234976682,0,0,0,0,0,0,0,0,0,0.0442914483439841,0,0,0.176965222121565,-0.373561121519578,0,0,0,0,0,0,0,0,0,0,-0.0710834370324023
X11.HK.EQUITY,0,0,0,0,0,0.0275469695092139,0,0.283424133772679,0.261140988337871,0,0,-0.00851038752121563,0,0,0,0,0.0636267100207378,0,0,0,0,0.228221755361229,0,0,0.00617327809974414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956177137997244,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0659298108095346,0,0,0,0,0,0,0.526412377955492,0,0,0,0,0,0,-0.00760119963217918,0,0,0,0,0,0.0892488113679811,0,0,0,0,0,0.289902206463625,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.0263644676216726,0,0,0,0.0271476986306258,0,-0.0924789301197043,0
X601998.CH.EQUITY,0,0.265900789987055,0,0,0.0835312412306756,0,0,0.0297516283121393,0,0,0.0533840202232661,0,0,0.17258464417468,0,0,0,0,0,0,0,0,0,0,0.0201568689011753,0,0,0,0,0.0972028346824234,0.0579482426837541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295339000354957,0.0962407143592732,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.228320669371387,0,-0.0209299358640522,-0.00933991406215306,0,-0.120619754078696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581813938143055,0,0,0,0.0389959767057386,0,0,0,0,0.00778819860729313,0,0,0,0,0,0,0,0.0104451151933776,0,0,0,0,0,0.0486164800519582,-0.0678428653035733,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289831775314362,0,0,0,0,0,0.253668402058401,0.109116834198461,0,0,0,0,0.293421900288053,0,0,0,0,0,0.0700205125042389,0,0,0,0.0334886339812519,0,0,0,0,0,0,0,0,0,-0.191737304327846,0,0.0881170195835336,0.052105190620057,0,0,0
